OG BAT_1+2_gc BAT_3rd_gc BRO_1+2_gc BRO_3rd_gc BGM_1+2_gc BGM_3rd_gc
OG0004427 60.64 88.80 60.40 91.19 61.60 89.38
OG0004428 53.20 81.01 53.62 83.39 53.67 80.14
OG0004429 47.58 70.97 48.62 71.65 47.59 72.12
OG0004430 52.03 82.36 58.92 79.34 51.52 83.39
OG0004431 45.82 73.64 46.23 74.90 46.03 73.64
OG0004432 48.26 44.95 48.68 44.74 48.26 44.44
OG0004433 58.17 88.98 59.45 90.16 57.87 90.55
OG0004434 40.00 41.86 44.52 37.78 45.67 39.35
OG0004435 45.95 63.21 46.25 60.41 45.95 63.36
OG0004437 47.26 68.16 46.04 66.01 44.12 66.18
OG0004438 49.42 73.44 50.00 74.19 49.54 72.98
OG0004440 52.01 89.42 50.93 86.19 51.98 91.72
OG0004441 55.47 96.35 54.10 91.80 54.10 96.72
OG0004442 48.56 92.65 49.36 91.37 48.72 91.37
OG0004443 51.44 76.17 51.92 75.55 50.96 76.46
OG0004444 48.73 78.90 48.52 80.17 48.73 78.90
OG0004445 51.67 42.86 51.18 41.98 51.67 43.33
OG0004446 49.67 63.82 48.76 62.68 49.78 64.33
OG0004447 46.64 65.13 44.89 69.47 46.43 67.65
OG0004449 48.17 92.06 54.33 91.36 48.55 92.37
OG0004450 52.09 71.03 52.33 75.72 52.95 78.88
OG0004451 55.33 88.66 55.29 88.05 55.29 88.05
OG0004452 55.70 85.85 56.25 89.46 55.80 85.55
OG0004453 59.93 82.78 59.48 81.05 62.94 80.12
OG0004454 48.77 88.17 48.32 89.46 48.55 89.29
OG0004456 58.19 81.53 60.06 83.36 62.53 84.91
OG0004457 49.34 84.43 51.87 90.55 50.19 87.17
OG0004458 54.64 86.43 54.84 89.92 54.52 89.42
OG0004459 48.98 86.73 48.92 88.66 49.04 87.98
OG0004460 46.14 86.18 46.27 86.72 46.27 86.45
OG0004461 54.04 66.03 55.56 71.30 54.56 67.99
OG0004462 48.24 31.16 39.24 29.96 51.30 33.77
OG0004463 49.41 75.44 57.78 87.03 52.52 82.54
OG0004465 40.71 29.91 40.40 30.37 40.57 30.20
OG0004468 51.44 82.73 51.44 84.53 51.08 84.53
OG0004469 49.33 78.12 45.97 88.71 45.97 86.29
OG0004470 64.19 98.42 64.77 98.60 64.36 98.42
OG0004471 53.85 95.60 54.07 98.45 53.89 95.75
OG0004472 44.98 43.37 44.98 43.18 54.76 78.42
OG0004473 48.44 62.50 48.37 55.35 48.15 53.92
OG0004474 48.86 78.03 46.52 63.48 47.02 54.30
OG0004475 50.75 78.71 54.97 90.33 50.22 77.85
OG0004476 55.32 79.47 56.37 79.08 55.86 82.74
OG0004478 49.41 78.53 52.47 80.26 52.42 79.90
OG0004479 52.80 93.13 53.04 94.55 53.20 93.29
OG0004480 51.95 77.05 51.79 78.42 51.10 78.15
OG0004481 49.21 92.62 49.48 93.44 48.58 90.38
OG0004483 45.44 65.97 47.01 68.60 45.95 65.82
OG0004484 49.49 74.80 48.95 74.32 49.33 82.30
OG0004485 48.05 74.03 48.05 78.79 44.39 73.22
OG0004486 56.84 95.45 57.95 96.21 57.44 96.56
OG0004488 45.37 67.59 43.53 57.19 44.28 72.37
OG0004489 40.45 34.33 40.48 35.31 40.45 35.52
OG0004490 48.31 90.18 48.53 91.79 48.61 90.03
OG0004491 53.03 69.44 53.86 74.89 52.72 69.74
OG0004492 53.13 68.30 53.48 68.61 54.11 82.26
OG0004493 59.48 79.38 58.55 77.63 59.63 80.07
OG0004494 40.21 54.12 40.21 54.12 40.21 54.64
OG0004495 57.02 76.02 61.18 81.34 61.40 76.49
OG0004496 53.70 93.21 53.23 92.33 53.40 94.75
OG0004497 53.46 82.33 53.82 84.56 53.53 83.95
OG0004498 51.90 64.77 54.79 75.53 54.13 72.57
OG0004499 53.86 71.58 55.59 73.87 53.62 74.64
OG0004500 36.18 28.24 40.43 26.97 38.41 30.46
OG0004501 46.45 75.24 46.49 72.45 46.83 72.58
OG0004502 53.03 79.76 52.59 77.52 53.20 80.79
OG0004503 43.75 75.83 43.75 76.67 43.75 76.67
OG0004504 53.23 56.68 53.04 57.44 51.83 50.38
OG0004505 52.93 80.65 53.01 77.37 54.15 74.31
OG0004506 50.20 74.60 50.40 76.21 50.20 75.81
OG0004507 54.67 64.53 55.15 65.69 55.99 68.16
OG0004509 45.34 52.80 45.77 53.35 45.50 52.32
OG0004510 46.24 31.84 46.59 33.55 48.17 35.16
OG0004511 47.97 78.23 48.44 75.22 47.98 78.02
OG0004514 46.28 63.78 46.31 65.07 40.35 50.39
OG0004515 44.09 61.58 43.57 68.80 44.09 62.07
OG0004516 50.28 71.72 46.05 68.48 58.12 80.75
OG0004517 50.00 85.91 50.49 86.52 50.37 84.82
OG0004518 40.70 26.51 39.26 27.16 40.47 27.44
OG0004519 54.48 94.54 55.38 94.03 58.29 88.29
OG0004520 48.79 72.06 46.43 85.71 43.26 73.94
OG0004521 42.66 73.39 42.20 77.06 42.66 73.39
OG0004522 56.36 92.22 56.02 96.23 51.09 88.06
OG0004523 50.12 73.10 52.01 79.66 51.66 78.67
OG0004524 44.49 71.22 43.34 63.95 44.97 80.22
OG0004525 51.07 84.05 50.53 87.18 53.22 81.08
OG0004526 54.80 89.18 54.92 89.96 55.50 91.51
OG0004527 40.58 66.76 39.85 69.70 42.04 73.88
OG0004528 60.61 88.04 60.42 92.26 60.03 95.99
OG0004530 41.29 81.09 43.82 83.61 44.30 85.04
OG0004531 58.63 83.69 57.49 82.32 58.87 83.25
OG0004533 65.50 50.60 61.69 65.81 64.84 57.59
OG0004534 50.26 74.65 50.79 78.07 50.09 73.17
OG0004535 51.90 75.24 51.13 74.76 52.07 74.20
OG0004536 53.22 93.10 54.48 91.93 53.59 91.48
OG0004538 38.97 49.43 39.57 49.64 38.97 47.91
OG0004539 54.52 71.59 54.41 73.90 56.37 77.40
OG0004540 46.06 60.17 45.47 59.48 46.06 59.75
OG0004543 61.80 94.65 62.88 93.11 61.05 93.65
OG0004545 56.95 85.09 58.21 86.32 57.38 85.61
OG0004546 55.60 79.20 55.38 80.48 54.39 80.75
OG0004547 49.38 75.52 54.68 79.48 48.88 74.53
OG0004548 48.81 74.50 49.08 76.88 48.62 75.41
OG0004549 63.36 98.86 62.63 99.16 63.80 97.75
OG0004550 48.46 77.47 49.06 81.76 47.99 79.94
OG0004551 50.51 83.50 51.02 86.55 50.51 83.25
OG0004552 50.69 67.05 54.40 78.69 53.40 74.50
OG0004553 38.73 53.52 39.92 49.58 39.92 46.22
OG0004554 49.28 63.17 50.36 68.73 49.43 63.05
OG0004555 53.31 87.82 53.53 89.02 53.74 94.49
OG0004556 54.75 89.15 55.64 90.34 54.61 89.30
OG0004557 47.77 52.52 47.48 54.01 47.77 53.12
OG0004558 47.19 70.96 46.98 69.80 46.41 70.92
OG0004559 56.87 92.89 56.60 92.36 56.89 93.11
OG0004560 41.03 34.62 41.35 32.05 41.81 31.67
OG0004561 52.38 50.35 54.25 50.58 54.34 48.89
OG0004562 46.20 87.80 46.20 87.80 45.77 92.72
OG0004563 39.07 58.08 38.92 57.78 40.26 62.93
OG0004564 43.95 65.69 44.12 67.97 43.95 66.99
OG0004565 53.78 75.66 51.69 79.75 51.48 81.09
OG0004566 51.84 73.28 52.13 75.20 52.31 73.19
OG0004569 46.20 58.99 45.79 47.44 51.29 73.60
OG0004570 47.90 64.99 49.12 71.09 48.90 68.43
OG0004571 51.32 81.69 54.79 86.73 49.76 75.94
OG0004572 47.77 54.97 47.72 60.50 48.65 69.26
OG0004573 42.33 41.94 41.32 42.20 43.59 41.88
OG0004574 50.90 65.77 50.90 67.87 50.45 66.52
OG0004575 50.78 48.09 50.42 45.04 50.49 43.36
OG0004576 53.20 87.19 51.34 80.84 52.94 84.03
OG0004577 50.09 88.81 50.60 90.50 50.09 89.29
OG0004578 53.65 63.54 55.56 70.92 47.52 75.21
OG0004579 48.74 88.12 49.16 90.62 48.62 86.31
OG0004580 53.63 84.73 50.00 82.16 53.46 85.59
OG0004581 54.23 82.85 57.63 86.25 59.38 89.21
OG0004582 54.63 50.91 55.63 62.60 55.50 62.23
OG0004583 57.05 80.41 54.09 74.49 52.56 74.41
OG0004584 42.30 80.14 42.64 82.90 41.02 74.69
OG0004585 43.74 35.19 43.94 34.79 43.74 34.19
OG0004586 47.58 89.08 47.17 89.96 47.69 90.76
OG0004587 48.95 91.61 48.95 91.61 48.95 91.61
OG0004589 47.86 70.55 48.50 74.47 47.83 71.27
OG0004590 44.76 60.89 43.38 59.75 48.57 60.94
OG0004591 53.27 82.06 52.79 73.61 53.16 83.04
OG0004592 47.92 61.30 48.26 58.56 47.92 61.69
OG0004593 52.33 91.47 54.74 94.01 54.34 93.55
OG0004594 45.26 77.78 45.65 80.00 56.60 82.08
OG0004595 38.53 35.41 38.28 40.00 37.86 37.57
OG0004596 50.84 81.14 51.18 83.23 50.69 82.77
OG0004597 60.69 90.68 64.01 94.69 60.88 90.68
OG0004598 44.52 79.09 45.17 75.83 44.94 80.38
OG0004599 48.89 70.22 56.74 59.33 49.79 68.05
OG0004600 50.95 75.43 51.57 80.23 52.18 81.70
OG0004601 49.01 88.40 49.51 88.94 48.65 87.96
OG0004602 45.86 45.39 45.51 45.06 45.85 45.09
OG0004603 42.58 36.09 42.09 35.10 42.77 37.09
OG0004604 42.61 66.98 42.77 72.96 41.82 67.28
OG0004605 43.09 40.65 44.66 55.46 47.24 56.68
OG0004606 54.66 84.77 57.03 86.72 47.81 73.09
OG0004607 47.15 59.49 47.00 61.01 47.00 59.43
OG0004608 48.18 90.91 49.72 95.45 48.36 91.27
OG0004609 57.98 77.50 59.09 79.80 61.10 82.34
OG0004611 61.11 93.21 62.94 93.03 61.50 95.57
OG0004612 56.47 77.33 56.76 79.82 54.75 75.56
OG0004613 65.13 97.32 64.65 96.57 64.02 98.04
OG0004614 42.43 36.41 42.91 36.88 42.47 36.07
OG0004615 57.65 71.36 45.96 81.99 46.27 79.50
OG0004616 56.67 86.00 52.72 91.91 52.46 92.69
OG0004617 49.81 86.14 46.62 93.92 46.73 88.69
OG0004618 47.69 65.95 46.00 61.20 47.53 63.16
OG0004619 48.43 50.45 48.58 53.14 48.43 50.90
OG0004620 46.66 90.58 47.42 92.40 46.96 92.40
OG0004621 42.50 35.62 42.33 38.12 42.22 35.31
OG0004622 51.20 72.63 47.14 72.21 51.22 69.86
OG0004623 48.86 78.43 50.16 76.80 50.97 84.05
OG0004625 51.67 74.16 52.04 78.44 51.62 75.38
OG0004626 50.62 79.46 53.60 77.48 50.15 78.77
OG0004627 58.15 85.95 61.62 92.48 63.24 92.83
OG0004629 36.84 41.35 36.13 45.38 32.93 37.20
OG0004630 40.47 61.40 41.80 63.39 40.72 61.80
OG0004631 50.24 71.97 50.00 72.68 49.64 73.63
OG0004632 49.23 57.84 49.34 59.07 49.23 57.40
OG0004633 59.84 69.78 60.19 76.30 59.78 70.46
OG0004634 47.34 61.98 42.76 63.08 43.93 61.68
OG0004635 66.50 95.11 66.83 93.59 63.97 95.59
OG0004636 48.53 58.06 48.62 58.90 48.41 46.14
OG0004637 45.45 71.24 46.14 85.90 45.30 71.97
OG0004638 44.93 50.00 45.22 49.04 44.52 49.36
OG0004639 49.10 65.72 50.00 69.23 49.48 64.95
OG0004640 47.26 45.00 53.40 46.15 50.47 41.82
OG0004641 48.56 91.35 48.75 90.04 48.56 91.19
OG0004642 42.57 77.11 49.56 86.01 48.42 74.65
OG0004644 48.83 65.89 48.13 67.69 47.36 72.73
OG0004645 50.48 69.48 50.58 70.27 50.10 70.08
OG0004646 52.83 82.39 52.83 83.02 50.71 90.14
OG0004647 48.75 67.26 51.53 68.00 49.29 66.90
OG0004648 52.19 78.11 52.69 78.11 52.36 77.78
OG0004649 49.93 76.03 47.94 76.09 49.85 80.20
OG0004650 55.25 92.53 56.99 94.29 71.25 62.04
OG0004651 51.13 66.79 52.49 70.33 51.26 67.41
OG0004652 43.20 76.19 53.57 78.31 53.30 78.42
OG0004653 62.09 92.33 60.12 93.79 62.05 91.80
OG0004654 57.04 91.55 58.36 89.51 59.27 89.22
OG0004655 59.78 91.03 60.26 93.45 60.47 92.91
OG0004656 49.80 82.73 52.71 87.97 50.40 82.73
OG0004657 51.21 50.40 52.44 70.57 52.31 66.95
OG0004658 50.32 89.74 52.57 91.43 50.00 89.74
OG0004659 50.29 81.41 51.27 81.60 49.36 82.52
OG0004660 48.21 66.79 48.24 71.48 48.21 69.64
OG0004661 44.61 56.59 44.91 59.58 44.61 56.89
OG0004662 42.01 77.96 44.48 85.64 41.87 77.69
OG0004663 60.13 96.88 59.29 97.30 60.24 98.15
OG0004664 54.55 77.15 56.44 77.68 53.20 72.74
OG0004665 53.39 79.64 53.66 80.79 53.14 75.52
OG0004666 51.47 84.45 51.64 86.58 51.64 84.94
OG0004667 44.38 53.59 43.20 54.89 44.22 53.77
OG0004668 51.64 81.74 54.60 96.32 52.05 82.19
OG0004669 42.23 49.27 43.26 48.97 43.85 51.13
OG0004670 42.08 37.50 42.31 37.91 42.31 38.46
OG0004671 45.73 71.33 45.58 73.22 44.81 62.84
OG0004672 45.39 87.08 44.51 87.12 43.48 93.48
OG0004673 48.15 66.85 49.79 64.27 48.43 66.82
OG0004675 46.27 57.73 44.82 55.48 45.97 60.37
OG0004676 54.79 84.93 45.12 67.96 51.06 81.56
OG0004677 52.27 78.88 53.37 82.06 52.44 79.93
OG0004678 51.47 79.56 51.85 84.44 54.07 83.74
OG0004679 50.79 73.42 50.82 70.07 50.13 74.07
OG0004680 49.14 87.95 47.82 88.52 48.72 84.65
OG0004681 51.83 69.75 52.51 71.95 52.13 70.60
OG0004682 48.34 85.88 49.18 87.01 48.88 85.72
OG0004684 48.82 89.94 48.82 91.72 48.82 90.53
OG0004686 40.89 35.30 41.71 35.14 40.75 35.29
OG0004687 49.79 69.71 50.42 69.46 47.83 67.70
OG0004688 45.70 49.61 47.39 52.79 44.40 50.00
OG0004689 50.12 84.84 49.57 85.43 49.33 85.05
OG0004690 57.33 83.90 52.21 78.05 57.64 83.86
OG0004691 51.39 93.07 51.58 95.46 51.61 93.57
OG0004694 55.74 94.11 54.70 96.30 55.89 95.32
OG0004695 44.54 61.27 44.45 64.21 44.00 62.36
OG0004696 54.97 85.24 55.88 91.70 54.81 86.02
OG0004697 45.45 39.48 45.15 39.36 45.40 39.50
OG0004698 52.11 73.00 49.15 67.39 51.41 70.14
OG0004699 51.56 90.31 61.96 82.82 51.45 85.45
OG0004700 47.81 63.74 51.31 68.91 51.75 68.66
OG0004702 42.34 78.26 46.04 81.29 43.80 78.83
OG0004703 55.85 90.43 52.86 82.60 52.93 85.07
OG0004704 52.74 78.62 53.18 80.26 53.00 78.10
OG0004706 53.35 62.32 54.81 67.21 53.50 63.94
OG0004707 45.07 33.10 44.93 32.93 45.47 32.21
OG0004708 60.56 99.44 63.75 98.41 62.29 96.19
OG0004710 49.07 70.09 49.35 71.97 49.30 69.44
OG0004711 45.24 68.25 45.27 70.71 45.37 69.25
OG0004713 57.64 82.41 58.10 86.57 54.44 74.19
OG0004714 57.42 72.03 54.14 79.56 53.44 74.07
OG0004715 51.28 34.13 50.58 34.23 51.64 34.43
OG0004716 49.37 63.92 48.39 63.80 49.53 64.87
OG0004717 45.27 51.27 44.75 50.72 45.27 51.27
OG0004718 52.14 80.10 49.15 78.81 50.18 69.70
OG0004720 49.81 68.41 51.16 68.70 48.85 72.18
OG0004721 45.81 83.25 49.84 67.41 49.28 64.48
OG0004722 49.90 70.72 49.90 72.37 49.43 69.52
OG0004723 48.79 65.51 50.16 72.36 48.87 66.08
OG0004724 52.24 80.51 54.89 84.07 51.83 79.07
OG0004725 45.83 78.12 45.83 77.08 45.83 76.04
OG0004726 49.85 71.73 48.60 73.16 49.70 69.64
OG0004727 57.97 97.99 57.45 95.74 58.04 97.28
OG0004728 54.28 93.92 55.69 94.18 51.65 92.28
OG0004730 43.60 63.65 45.14 64.75 44.97 67.64
OG0004731 49.11 62.78 49.49 65.82 49.18 63.54
OG0004733 54.12 82.47 53.35 84.02 52.84 80.41
OG0004734 60.96 94.84 57.28 90.02 56.23 82.95
OG0004735 52.53 96.39 57.06 92.22 57.44 95.83
OG0004737 47.88 57.96 48.07 62.50 47.73 59.60
OG0004738 49.04 75.04 46.36 79.21 46.51 79.73
OG0004741 43.91 35.82 48.41 30.00 46.02 33.92
OG0004742 45.47 55.34 44.29 55.24 45.31 56.96
OG0004743 43.16 34.19 44.44 35.04 42.73 42.42
OG0004744 48.81 76.24 48.81 77.38 49.14 80.78
OG0004745 45.72 47.33 46.51 47.98 47.10 47.68
OG0004746 50.00 70.26 49.47 70.98 53.61 74.61
OG0004747 48.79 72.12 48.45 72.05 50.39 82.81
OG0004748 50.00 90.30 51.65 87.19 50.45 89.24
OG0004749 42.12 36.92 39.75 38.34 39.84 41.01
OG0004750 51.01 99.32 50.41 81.07 52.18 77.78
OG0004751 45.07 50.08 44.61 47.87 45.03 49.38
OG0004752 57.28 91.02 55.16 90.59 58.77 91.41
OG0004753 48.62 63.98 49.05 67.58 48.52 63.56
OG0004755 52.18 90.88 52.63 92.91 54.27 87.37
OG0004757 45.11 71.91 47.20 79.06 45.11 71.70
OG0004758 47.01 66.67 45.81 61.29 45.51 60.51
OG0004760 59.55 97.56 55.82 94.52 58.96 96.67
OG0004761 49.49 73.66 49.28 76.75 48.09 64.29
OG0004763 43.99 37.08 43.95 38.21 43.14 39.88
OG0004764 42.61 77.84 42.06 73.36 41.12 80.47
OG0004765 52.03 81.18 50.55 80.26 52.69 83.33
OG0004766 51.35 88.76 52.53 87.37 51.59 87.74
OG0004767 54.35 82.50 54.20 80.50 54.41 83.23
OG0004768 46.06 67.92 46.21 69.72 46.22 68.97
OG0004769 53.13 92.84 52.69 93.83 53.13 93.18
OG0004770 43.83 71.49 43.83 70.21 43.40 70.64
OG0004772 49.35 68.40 51.34 80.54 49.13 68.40
OG0004773 49.00 40.68 48.93 41.68 50.77 42.97
OG0004775 61.46 97.66 61.39 97.12 61.55 98.43
OG0004776 51.77 71.24 51.99 74.34 51.99 72.57
OG0004777 42.37 60.08 41.85 59.44 41.88 59.69
OG0004778 56.16 87.06 57.76 92.13 55.90 86.96
OG0004779 52.04 81.06 52.44 81.54 49.52 86.54
OG0004780 48.33 70.63 48.51 73.61 48.24 69.44
OG0004781 63.47 89.49 65.13 95.00 61.21 96.90
OG0004782 61.22 92.57 59.86 91.84 58.78 93.29
OG0004784 52.40 78.04 53.89 81.97 52.70 78.80
OG0004785 45.95 81.08 45.95 85.59 45.70 81.09
OG0004786 47.75 74.72 48.71 78.00 46.64 73.15
OG0004788 54.70 79.26 55.70 81.60 55.48 80.82
OG0004791 44.52 38.69 44.90 35.53 44.52 38.34
OG0004792 45.64 60.51 44.62 60.03 44.96 55.04
OG0004795 53.52 92.86 54.17 93.74 53.49 93.20
OG0004796 53.85 87.18 54.03 89.01 54.14 87.77
OG0004797 50.80 80.96 52.57 87.04 52.49 81.67
OG0004798 44.58 41.84 44.57 43.24 44.69 42.39
OG0004799 58.28 90.80 57.09 83.10 56.36 90.00
OG0004800 44.70 67.99 44.37 68.65 44.48 67.33
OG0004801 53.52 84.82 54.77 86.21 54.51 83.33
OG0004802 50.35 92.36 50.61 93.03 50.52 93.03
OG0004803 50.46 71.77 50.47 75.66 50.35 72.33
OG0004804 50.12 80.71 50.65 83.46 53.00 97.17
OG0004805 58.73 94.34 59.56 95.56 59.29 92.95
OG0004806 55.56 86.68 58.04 86.38 56.05 86.86
OG0004807 47.17 28.98 45.78 28.31 45.86 27.06
OG0004808 42.64 66.80 42.80 70.43 42.61 68.09
OG0004809 43.41 89.23 45.60 96.27 42.97 88.79
OG0004810 54.84 88.45 55.01 87.79 57.36 88.56
OG0004811 45.31 83.75 45.94 84.38 45.62 85.62
OG0004813 51.93 74.18 51.31 73.55 51.42 74.19
OG0004815 51.41 79.38 52.01 77.91 51.19 78.31
OG0004817 48.67 33.69 48.68 33.25 48.68 32.45
OG0004818 40.55 43.31 39.32 34.72 41.86 34.30
OG0004819 46.67 41.82 47.35 42.38 46.15 42.60
OG0004820 53.51 80.97 54.18 83.15 54.00 82.38
OG0004821 45.14 74.59 44.64 70.09 44.59 74.59
OG0004822 43.72 58.29 43.71 59.53 43.67 59.27
OG0004823 58.30 89.24 58.04 90.62 57.43 92.11
OG0004824 49.82 89.68 50.13 90.46 50.37 90.16
OG0004825 45.69 75.98 51.79 76.41 42.04 77.85
OG0004826 50.26 82.14 50.89 83.67 49.56 81.66
OG0004827 48.71 62.03 48.71 63.06 48.80 62.89
OG0004828 48.21 71.12 50.77 78.15 48.29 72.60
OG0004830 42.11 60.53 41.63 61.99 41.43 61.43
OG0004831 42.47 51.88 42.41 52.74 42.30 51.35
OG0004832 53.74 74.83 55.91 82.20 55.43 77.49
OG0004833 52.71 64.46 54.84 70.99 52.51 64.43
OG0004834 42.59 48.93 42.58 49.54 42.68 49.07
OG0004838 46.54 96.41 47.04 96.86 47.32 96.12
OG0004839 44.87 52.85 49.39 68.90 45.44 53.61
OG0004841 51.09 74.16 51.00 75.45 50.60 74.25
OG0004842 55.07 96.42 55.39 96.68 53.91 84.46
OG0004843 46.38 73.97 45.36 71.94 46.18 73.97
OG0004844 35.73 43.86 36.03 44.54 35.71 43.94
OG0004846 48.97 49.32 48.68 58.77 49.51 54.90
OG0004847 44.95 64.11 45.06 64.43 43.20 64.32
OG0004849 58.40 93.73 59.52 95.19 56.51 86.00
OG0004850 49.12 55.85 47.61 53.37 45.26 40.76
OG0004851 49.17 73.55 53.09 78.55 49.17 73.14
OG0004852 48.34 61.28 49.54 66.87 48.61 62.47
OG0004853 46.17 45.37 46.18 46.35 46.02 45.40
OG0004854 49.14 80.98 49.63 84.56 49.16 81.86
OG0004855 44.54 40.90 44.08 39.94 44.08 40.24
OG0004856 47.41 73.65 48.24 74.12 47.41 73.35
OG0004857 55.48 94.74 55.51 94.05 55.70 95.18
OG0004858 46.91 90.72 44.66 84.01 47.11 89.57
OG0004859 48.41 77.72 48.94 79.42 50.55 74.73
OG0004861 58.99 91.18 58.94 90.91 60.82 92.13
OG0004862 53.93 85.87 54.50 86.43 54.17 88.74
OG0004864 41.05 61.78 41.74 61.86 39.88 59.52
OG0004866 48.14 77.44 47.06 75.79 47.93 77.17
OG0004867 50.64 88.67 50.91 92.06 51.16 91.14
OG0004868 46.15 75.33 46.38 76.75 45.93 75.60
OG0004869 61.82 86.90 63.01 91.81 65.43 93.78
OG0004871 50.04 51.77 50.78 57.19 50.15 51.68
OG0004872 43.70 56.71 43.84 55.07 43.72 55.31
OG0004873 54.32 80.83 54.38 81.99 56.08 80.89
OG0004874 56.57 85.71 57.20 86.40 56.60 87.60
OG0004875 53.04 92.79 49.11 91.07 48.75 94.64
OG0004876 52.68 86.83 52.79 91.78 52.47 86.76
OG0004877 53.08 80.84 56.32 89.59 53.23 79.85
OG0004878 44.89 52.42 45.30 55.52 45.94 55.28
OG0004879 43.15 67.86 43.15 70.83 44.50 73.64
OG0004880 48.04 95.50 47.43 96.98 47.67 99.22
OG0004883 47.79 86.15 48.34 84.13 59.26 59.63
OG0004884 48.34 85.71 47.42 80.75 45.04 90.91
OG0004885 62.35 88.75 62.81 89.66 62.52 89.62
OG0004886 54.00 76.94 51.01 71.46 50.07 73.34
OG0004888 48.14 75.35 48.37 76.74 48.14 74.88
OG0004889 53.69 93.33 55.12 93.37 53.22 92.24
OG0004890 49.86 66.01 50.42 69.83 49.86 67.13
OG0004891 45.61 84.15 46.36 84.13 45.57 80.85
OG0004894 56.94 91.30 59.69 88.30 56.02 86.25
OG0004895 61.53 95.71 63.38 95.51 60.37 92.68
OG0004896 54.39 61.54 54.73 62.30 56.00 64.75
OG0004898 43.87 78.30 44.03 79.25 43.87 78.62
OG0004901 51.11 63.98 51.63 68.86 50.91 62.90
OG0004902 54.67 92.06 54.44 92.52 54.67 92.52
OG0004903 64.44 88.69 61.82 81.09 65.13 91.82
OG0004905 56.66 90.30 54.69 94.60 56.77 91.18
OG0004906 54.00 89.73 52.89 88.79 53.63 90.84
OG0004907 47.65 75.31 47.24 76.33 47.45 75.51
OG0004908 55.49 89.28 55.45 89.09 54.71 87.36
OG0004909 56.23 76.95 56.58 85.77 59.77 82.50
OG0004910 44.95 61.32 45.33 57.01 44.33 60.17
OG0004911 49.09 51.81 45.00 38.00 45.50 36.00
OG0004912 50.39 74.80 50.20 76.95 51.44 64.29
OG0004913 51.73 92.10 51.60 93.33 51.23 92.59
OG0004914 38.52 38.88 41.43 36.11 40.14 38.52
OG0004915 50.59 75.59 50.82 78.99 51.79 78.30
OG0004916 56.63 84.10 57.36 83.61 55.23 79.07
OG0004917 44.49 51.81 44.54 52.82 44.30 51.81
OG0004919 54.29 79.76 45.76 64.73 54.50 83.65
OG0004920 50.72 90.58 50.94 90.58 51.05 90.13
OG0004921 43.39 47.76 43.28 48.40 43.39 47.76
OG0004922 45.77 35.32 46.25 35.71 47.62 34.30
OG0004923 47.17 64.33 51.34 76.88 51.34 78.07
OG0004924 44.29 36.07 44.14 35.90 42.54 35.81
OG0004925 51.32 95.10 49.62 93.69 51.32 96.42
OG0004926 47.42 77.25 42.75 74.64 50.68 80.27
OG0004927 45.79 43.35 46.10 40.92 46.83 35.70
OG0004928 62.27 96.93 62.83 91.74 61.59 95.73
OG0004929 48.65 72.74 48.47 72.93 48.67 72.96
OG0004930 56.37 86.36 57.35 85.06 56.62 88.56
OG0004931 34.41 38.53 34.33 39.03 35.67 40.33
OG0004932 56.41 85.82 56.56 90.16 55.80 89.81
OG0004933 43.63 62.75 44.61 63.73 44.12 62.75
OG0004934 47.33 32.48 47.45 32.25 47.22 32.33
OG0004935 53.53 91.18 52.84 89.82 52.15 87.56
OG0004936 41.74 38.24 41.59 36.88 42.72 39.67
OG0004938 51.07 62.15 50.31 64.46 49.39 64.50
OG0004939 50.95 83.47 50.95 83.94 51.03 83.62
OG0004940 42.24 38.42 42.00 37.71 41.30 35.96
OG0004941 49.68 69.60 50.15 70.45 50.52 72.82
OG0004942 51.68 78.66 53.07 80.00 52.13 80.05
OG0004943 46.33 40.68 45.70 36.90 46.63 39.11
OG0004944 41.91 51.45 42.32 53.53 42.53 49.38
OG0004945 42.36 59.72 42.36 65.28 42.07 61.64
OG0004946 42.67 78.02 44.00 80.97 42.86 79.85
OG0004948 51.97 80.79 52.71 85.22 51.72 81.77
OG0004949 46.62 73.87 47.75 61.52 46.19 53.81
OG0004950 49.33 52.38 49.96 54.70 49.77 56.86
OG0004951 51.42 75.71 52.36 76.38 50.61 70.87
OG0004952 51.03 87.35 50.11 88.43 50.36 90.82
OG0004954 55.52 75.52 56.12 77.91 55.36 78.64
OG0004955 52.67 92.89 52.65 91.15 53.11 93.78
OG0004957 61.58 98.22 60.44 94.16 61.56 98.44
OG0004958 45.59 67.65 51.85 93.52 45.27 73.63
OG0004959 47.37 36.20 47.15 34.31 47.52 35.04
OG0004960 52.59 86.67 53.93 86.13 52.72 86.91
OG0004961 41.72 57.67 41.46 66.06 41.72 58.90
OG0004962 48.83 60.94 48.44 58.59 49.61 58.59
OG0004963 47.09 38.24 46.96 37.85 47.01 38.04
OG0004964 46.06 51.00 45.24 48.69 44.41 47.87
OG0004965 50.94 81.16 50.95 80.62 52.23 81.51
OG0004966 55.02 83.68 55.83 83.40 55.21 84.23
OG0004967 45.21 33.56 43.24 36.94 42.07 43.84
OG0004968 58.77 86.07 59.58 87.26 60.28 81.90
OG0004969 41.91 49.73 42.14 51.23 40.83 48.21
OG0004970 41.74 52.35 41.23 53.83 41.16 52.61
OG0004971 53.41 80.19 52.26 79.07 53.51 79.77
