OG BAT_len BAT_nvar BGM_len BGM_nvar BRO_len BRO_nvar
OG0003816 1903 2 1861 1 - 0
OG0003817 706 1 706 2 - 0
OG0003819 2110 2 1558 2 - 0
OG0003820 679 1 679 2 - 0
OG0003821 1534 7 - 0 - 0
OG0003822 - 0 1450 13 - 0
OG0003823 1474 3 313 2 - 0
OG0003824 1615 10 - 0 - 0
OG0003825 - 0 1513 2 1411 1
OG0003828 - 0 1048 1 - 0
OG0003829 1069 3 448 14 - 0
OG0003830 1534 13 1534 5 - 0
OG0003831 1699 4 - 0 586 0
OG0003832 3238 28 3268 3 - 0
OG0003833 - 0 835 2 - 0
OG0003834 1498 3 - 0 - 0
OG0003835 2740 4 2740 1 2347 0
OG0003836 1108 7 865 2 - 0
OG0003837 - 0 850 1 - 0
OG0003840 - 0 811 1 - 0
OG0003841 850 2 505 0 499 0
OG0003842 1366 2 1366 2 - 0
OG0003843 - 0 1201 1 - 0
OG0003844 481 3 481 2 - 0
OG0003846 - 0 1132 1 - 0
OG0003847 3058 9 3058 3 - 0
OG0003848 670 1 - 0 - 0
OG0003850 9307 41 10240 31 - 0
OG0003851 1150 13 469 0 - 0
OG0003852 1747 2 - 0 - 0
OG0003857 790 2 790 2 493 0
OG0003858 1510 8 - 0 - 0
OG0003859 1534 5 1534 2 1519 0
OG0003860 3613 9 3613 0 - 0
OG0003861 439 0 307 0 - 0
OG0003864 1360 2 634 2 - 0
OG0003865 727 2 727 4 826 1
OG0003868 1225 6 1258 7 - 0
OG0003869 2143 2 - 0 - 0
OG0003872 1447 7 1447 4 - 0
OG0003873 1132 3 - 0 - 0
OG0003874 1333 11 1333 8 - 0
OG0003876 1363 6 - 0 - 0
OG0003879 - 0 751 0 - 0
OG0003880 7996 18 7639 2 - 0
OG0003881 - 0 790 1 - 0
OG0003882 1729 2 2812 0 - 0
OG0003883 505 3 325 1 - 0
OG0003885 1561 2 1132 1 - 0
OG0003886 1228 0 1903 0 - 0
OG0003887 3694 12 2257 0 - 0
OG0003888 646 2 646 1 - 0
OG0003890 - 0 1252 3 - 0
OG0003891 14551 30 9673 2 - 0
OG0003893 - 0 - 0 - 0
OG0003894 - 0 1468 0 - 0
OG0003895 - 0 6466 19 5719 0
OG0003896 1228 0 - 0 - 0
OG0003897 - 0 826 7 - 0
OG0003898 1366 2 1057 2 964 0
OG0003899 493 1 301 0 301 0
OG0003900 1216 5 - 0 - 0
OG0003903 1261 7 1267 2 673 0
OG0003904 2707 5 - 0 - 0
OG0003905 1408 3 1408 1 1408 0
OG0003906 1594 6 1594 1 1189 0
OG0003907 700 2 442 1 - 0
OG0003908 - 0 - 0 - 0
OG0003909 - 0 2941 0 - 0
OG0003910 - 0 1837 0 - 0
OG0003911 1021 1 - 0 - 0
OG0003912 - 0 - 0 - 0
OG0003913 - 0 1294 1 - 0
OG0003914 1021 2 628 0 - 0
OG0003915 3076 9 2452 2 2947 10
OG0003916 1888 7 1888 8 - 0
OG0003917 1876 0 - 0 - 0
OG0003918 - 0 - 0 - 0
OG0003921 724 2 724 18 - 0
OG0003922 433 4 - 0 - 0
OG0003923 820 2 - 0 - 0
OG0003924 610 1 - 0 - 0
OG0003925 667 0 2398 2 - 0
OG0003928 1006 7 - 0 - 0
OG0003932 - 0 - 0 - 0
OG0003933 1216 5 - 0 1147 0
OG0003934 490 5 - 0 - 0
OG0003935 385 4 - 0 - 0
OG0003936 3202 2 - 0 - 0
OG0003938 - 0 2038 1 - 0
OG0003940 1753 4 - 0 - 0
OG0003942 1078 4 979 3 - 0
OG0003943 1726 1 1495 1 - 0
OG0003944 - 0 514 3 - 0
OG0003946 - 0 634 1 - 0
OG0003947 1792 4 - 0 - 0
OG0003948 - 0 1753 1 - 0
OG0003949 11587 2 11611 4 670 0
OG0003950 - 0 481 1 - 0
OG0003951 2833 3 2833 1 - 0
OG0003952 793 1 550 1 - 0
OG0003953 5278 21 - 0 5221 0
OG0003954 1840 15 1288 1 - 0
OG0003955 7444 38 6745 4 - 0
OG0003956 1054 1 - 0 - 0
OG0003957 1405 12 - 0 - 0
OG0003960 3838 18 4060 8 - 0
OG0003961 2986 19 2935 7 - 0
OG0003964 - 0 - 0 1054 0
OG0003965 2086 7 - 0 - 0
OG0003966 - 0 988 5 - 0
OG0003967 1522 1 1237 1 - 0
OG0003968 - 0 709 3 862 1
OG0003970 1711 3 2542 1 2017 0
OG0003973 2869 4 2953 1 - 0
OG0003975 640 2 640 0 - 0
OG0003976 - 0 625 0 - 0
OG0003978 3139 0 11590 23 - 0
OG0003979 3478 6 3478 4 - 0
OG0003980 1174 3 1174 0 - 0
OG0003983 1603 8 - 0 - 0
OG0003984 1225 4 - 0 1144 0
OG0003985 - 0 820 2 - 0
OG0003986 2182 4 2182 8 - 0
OG0003987 3103 1 - 0 - 0
OG0003988 1099 4 - 0 - 0
OG0003990 - 0 - 0 - 0
OG0003991 640 1 640 1 - 0
OG0003992 - 0 - 0 1060 0
OG0003993 - 0 1207 1 691 2
OG0003994 2596 7 - 0 - 0
OG0003995 1222 0 1213 1 - 0
OG0003996 2293 12 - 0 - 0
OG0003997 781 4 346 0 - 0
OG0003998 1264 3 - 0 - 0
OG0003999 1699 3 1699 0 - 0
OG0004000 - 0 - 0 - 0
OG0004001 - 0 544 1 - 0
OG0004002 - 0 - 0 - 0
OG0004004 3859 14 3973 4 - 0
OG0004005 331 1 - 0 - 0
OG0004006 1474 9 1474 6 - 0
OG0004007 - 0 859 2 - 0
OG0004009 1405 1 1285 3 - 0
OG0004010 1348 0 - 0 - 0
OG0004011 - 0 439 3 - 0
OG0004013 754 1 754 1 - 0
OG0004014 871 2 871 2 - 0
OG0004015 1123 7 598 1 - 0
OG0004016 895 2 1273 2 - 0
OG0004017 3538 0 3538 0 - 0
OG0004019 1339 7 1333 2 - 0
OG0004020 - 0 1225 1 1240 0
OG0004021 877 1 868 1 868 0
OG0004022 793 2 796 1 - 0
OG0004023 925 6 - 0 - 0
OG0004024 2086 9 2086 3 - 0
OG0004025 829 2 829 2 - 0
OG0004026 3466 19 2656 8 - 0
OG0004029 - 0 - 0 640 2
OG0004030 583 6 583 2 - 0
OG0004032 - 0 724 8 - 0
OG0004033 991 6 388 0 - 0
OG0004034 1216 0 - 0 - 0
OG0004035 583 2 520 1 - 0
OG0004036 1903 11 1903 1 2650 1
OG0004037 625 6 481 1 - 0
OG0004038 349 0 1369 8 988 1
OG0004039 1888 5 1888 6 - 0
OG0004043 1270 1 - 0 - 0
OG0004044 - 0 - 0 - 0
OG0004046 - 0 - 0 - 0
OG0004047 928 3 379 1 - 0
OG0004048 1306 5 1618 1 - 0
OG0004049 766 2 700 1 - 0
OG0004050 1189 2 - 0 1414 1
OG0004051 - 0 - 0 - 0
OG0004054 - 0 832 1 424 2
OG0004057 1030 1 454 0 - 0
OG0004058 856 6 955 1 - 0
OG0004059 3202 18 2218 1 - 0
OG0004061 - 0 496 6 400 0
OG0004062 - 0 - 0 - 0
OG0004063 1363 11 1363 3 - 0
OG0004065 2275 10 2275 3 1834 0
OG0004067 - 0 550 0 475 0
OG0004068 670 4 - 0 - 0
OG0004069 1063 8 1477 15 - 0
OG0004070 1300 11 1201 1 - 0
OG0004071 - 0 - 0 - 0
OG0004072 1555 1 1633 3 - 0
OG0004074 1633 5 - 0 1102 0
OG0004076 1192 4 1063 1 1156 0
OG0004077 2704 10 - 0 - 0
OG0004078 574 2 577 3 - 0
OG0004079 - 0 436 2 - 0
OG0004080 622 3 - 0 - 0
OG0004081 1243 5 808 1 - 0
OG0004082 823 1 - 0 820 0
OG0004083 688 1 688 1 - 0
OG0004084 - 0 - 0 - 0
OG0004085 - 0 481 1 - 0
OG0004087 511 0 505 0 - 0
OG0004088 778 2 778 1 - 0
OG0004089 - 0 - 0 - 0
OG0004090 - 0 1942 16 1858 0
OG0004092 1786 4 - 0 - 0
OG0004093 505 1 412 0 - 0
OG0004094 394 4 421 2 322 11
OG0004095 1615 3 1615 1 - 0
OG0004096 2224 6 2224 1 - 0
OG0004098 1387 7 1384 6 - 0
OG0004099 2185 4 2320 3 - 0
OG0004100 - 0 - 0 - 0
OG0004101 - 0 1108 0 - 0
OG0004102 - 0 1012 7 - 0
OG0004103 724 0 - 0 - 0
OG0004104 733 3 562 2 - 0
OG0004105 2086 3 2062 1 - 0
OG0004106 - 0 - 0 - 0
OG0004107 301 1 - 0 - 0
OG0004108 1075 7 1588 1 - 0
OG0004109 820 0 - 0 - 0
OG0004110 2272 1 2032 1 2134 1
OG0004111 1501 10 1501 2 - 0
OG0004112 571 3 571 1 364 0
OG0004114 1576 10 - 0 - 0
OG0004115 1054 7 607 6 826 1
OG0004116 1177 1 - 0 - 0
OG0004117 5683 69 5680 22 5389 0
OG0004121 1660 4 2221 2 1621 0
OG0004122 - 0 1546 1 - 0
OG0004123 2401 5 2362 0 - 0
OG0004124 1339 5 907 3 - 0
OG0004125 700 3 - 0 - 0
OG0004126 1615 6 1396 3 - 0
OG0004128 - 0 1333 2 - 0
OG0004131 2020 0 - 0 - 0
OG0004132 - 0 - 0 - 0
OG0004133 529 1 - 0 - 0
OG0004134 2320 19 2245 8 - 0
OG0004136 1885 7 1789 1 - 0
OG0004137 - 0 403 3 - 0
OG0004138 2437 2 2242 0 - 0
OG0004139 1546 6 - 0 - 0
OG0004140 1480 7 1876 1 - 0
OG0004141 310 2 - 0 - 0
OG0004142 796 2 1348 1 - 0
OG0004143 3079 9 - 0 - 0
OG0004144 622 3 622 2 628 0
OG0004146 2317 14 2314 7 - 0
OG0004150 3454 1 - 0 - 0
OG0004153 5362 4 - 0 3061 0
OG0004154 1513 0 - 0 - 0
OG0004155 - 0 865 0 - 0
OG0004157 - 0 1738 1 - 0
OG0004159 2035 3 1219 1 - 0
OG0004160 - 0 3121 3 - 0
OG0004161 394 0 364 0 - 0
OG0004162 - 0 - 0 - 0
OG0004163 514 3 - 0 - 0
OG0004164 868 7 640 1 - 0
OG0004165 - 0 3673 31 - 0
OG0004166 724 2 724 0 565 0
OG0004167 799 1 934 1 - 0
OG0004168 340 1 - 0 - 0
OG0004169 1636 3 2569 7 - 0
OG0004170 2146 9 - 0 - 0
OG0004171 - 0 730 1 - 0
OG0004173 - 0 850 0 - 0
OG0004174 685 1 685 2 - 0
OG0004175 2311 0 2293 3 - 0
OG0004176 1963 11 2014 0 - 0
OG0004178 - 0 2605 1 - 0
OG0004179 994 8 - 0 - 0
OG0004180 - 0 538 2 - 0
OG0004181 4393 11 4396 2 - 0
OG0004182 3565 30 4063 3 - 0
OG0004183 1342 1 - 0 - 0
OG0004184 928 3 721 1 - 0
OG0004186 757 1 757 1 - 0
OG0004187 - 0 682 1 - 0
OG0004189 2320 10 - 0 2305 1
OG0004191 - 0 2515 3 - 0
OG0004192 1939 3 2068 1 - 0
OG0004193 1585 14 1585 2 1411 0
OG0004194 706 6 727 1 - 0
OG0004195 1162 6 736 6 - 0
OG0004196 1582 2 745 1 - 0
OG0004198 - 0 2710 1 4219 2
OG0004199 457 0 940 1 - 0
OG0004200 700 3 1087 1 - 0
OG0004201 706 1 706 1 - 0
OG0004203 - 0 2785 11 - 0
OG0004205 2176 2 - 0 - 0
OG0004207 2128 1 1708 1 982 0
OG0004208 784 2 781 1 781 1
OG0004209 - 0 541 0 - 0
OG0004210 547 0 550 1 550 0
OG0004211 1246 3 - 0 787 0
OG0004212 832 3 - 0 385 0
OG0004213 2659 5 2659 1 - 0
OG0004214 1747 1 1105 2 - 0
OG0004215 1783 12 1159 5 - 0
OG0004219 1147 8 - 0 - 0
OG0004220 8764 26 8722 40 - 0
OG0004221 1225 3 1225 1 - 0
OG0004222 - 0 1012 8 745 9
OG0004223 1477 12 - 0 - 0
OG0004224 1213 6 1045 1 1099 0
OG0004225 319 3 463 1 - 0
OG0004226 1792 5 1429 8 - 0
OG0004227 1270 7 - 0 - 0
OG0004228 616 6 - 0 - 0
OG0004230 322 1 - 0 - 0
OG0004231 - 0 - 0 - 0
OG0004232 2203 13 1486 4 - 0
OG0004233 1738 21 1813 10 2215 2
OG0004234 1576 7 1576 1 - 0
OG0004235 2875 6 - 0 - 0
OG0004236 1123 6 1021 5 952 1
OG0004237 934 2 1030 1 - 0
OG0004238 - 0 - 0 - 0
OG0004239 2197 11 1375 1 - 0
OG0004240 1237 3 1147 2 - 0
OG0004241 - 0 - 0 - 0
OG0004242 2020 4 - 0 1852 1
OG0004243 1588 4 1717 0 - 0
OG0004244 1570 1 889 1 - 0
OG0004245 766 0 886 2 - 0
OG0004247 3292 10 3601 3 - 0
OG0004249 - 0 505 1 - 0
OG0004250 2968 5 2968 1 - 0
OG0004251 892 6 892 4 - 0
OG0004252 - 0 1336 0 - 0
OG0004253 3529 8 1807 1 - 0
OG0004257 - 0 - 0 - 0
OG0004258 - 0 - 0 - 0
OG0004259 1696 8 1699 2 1306 0
OG0004260 - 0 - 0 574 0
OG0004261 1810 0 - 0 - 0
OG0004262 1459 6 - 0 - 0
OG0004263 709 2 604 4 - 0
OG0004264 - 0 862 4 - 0
OG0004267 2479 25 2479 6 - 0
OG0004269 5980 40 1534 2 - 0
OG0004270 - 0 1951 2 - 0
OG0004272 - 0 553 2 436 0
OG0004273 814 2 814 2 - 0
OG0004274 1048 11 - 0 - 0
OG0004275 - 0 1282 0 - 0
OG0004276 - 0 - 0 - 0
OG0004277 1135 3 739 0 - 0
OG0004278 1558 6 1771 4 - 0
OG0004280 802 8 - 0 - 0
OG0004281 877 10 892 5 - 0
OG0004282 1315 3 1018 1 - 0
OG0004285 2701 6 2860 3 - 0
OG0004286 2224 12 1375 4 - 0
OG0004288 814 5 814 1 - 0
OG0004289 2152 19 2152 10 - 0
OG0004292 - 0 661 4 - 0
OG0004293 - 0 - 0 - 0
OG0004294 1369 6 - 0 - 0
OG0004295 1252 6 - 0 - 0
OG0004298 787 3 925 2 - 0
OG0004299 1012 12 - 0 - 0
OG0004300 15685 69 8596 17 11941 0
OG0004301 1795 17 1834 12 - 0
OG0004302 1210 3 - 0 - 0
OG0004306 - 0 499 1 499 1
OG0004307 2200 3 - 0 - 0
OG0004308 4693 25 - 0 7234 13
OG0004310 1936 0 2731 1 - 0
OG0004312 1345 13 1345 4 - 0
OG0004313 2458 3 1834 4 - 0
OG0004314 865 9 592 0 - 0
OG0004315 1096 2 1279 4 - 0
OG0004316 988 5 - 0 - 0
OG0004317 2050 5 1027 1 - 0
OG0004320 799 8 799 3 - 0
OG0004321 505 3 - 0 - 0
OG0004322 - 0 - 0 - 0
OG0004323 - 0 1294 1 - 0
OG0004326 - 0 - 0 334 0
OG0004327 1351 9 1729 4 - 0
OG0004328 5788 27 4108 1 - 0
OG0004329 - 0 1189 1 - 0
OG0004330 3400 15 2017 3 - 0
OG0004332 3721 34 - 0 - 0
OG0004333 1369 9 - 0 - 0
OG0004334 - 0 853 1 - 0
OG0004335 790 0 709 0 - 0
OG0004336 766 5 1039 2 883 0
OG0004337 - 0 1738 0 - 0
OG0004338 - 0 2707 6 - 0
OG0004339 1819 16 1810 2 - 0
OG0004340 811 10 - 0 - 0
OG0004341 - 0 1678 1 - 0
OG0004342 919 4 919 2 - 0
OG0004343 1195 3 1195 2 - 0
OG0004344 679 2 - 0 - 0
OG0004345 3127 0 1963 6 - 0
OG0004346 1780 3 1780 3 - 0
OG0004347 574 5 - 0 - 0
OG0004348 688 0 796 0 - 0
OG0004349 - 0 - 0 - 0
OG0004351 637 2 - 0 - 0
OG0004352 1477 1 1891 2 - 0
OG0004353 616 0 - 0 - 0
OG0004355 - 0 481 3 - 0
OG0004357 766 0 682 0 436 0
OG0004358 - 0 - 0 - 0
OG0004359 694 2 - 0 - 0
OG0004361 628 3 - 0 - 0
OG0004362 736 3 736 1 - 0
OG0004363 370 0 - 0 - 0
OG0004364 - 0 1351 0 - 0
OG0004366 2374 12 2374 2 - 0
OG0004368 1282 6 - 0 - 0
OG0004369 2137 6 1378 2 - 0
OG0004370 379 1 379 2 - 0
OG0004371 3724 7 3724 2 - 0
OG0004374 - 0 - 0 - 0
OG0004375 2377 8 2413 4 2458 3
OG0004377 2914 12 2914 5 - 0
OG0004378 - 0 - 0 - 0
OG0004379 1090 0 - 0 931 0
OG0004380 - 0 4099 2 - 0
OG0004381 1006 5 907 3 - 0
OG0004382 - 0 2995 5 - 0
OG0004383 610 0 715 0 1024 0
OG0004384 1105 0 - 0 - 0
OG0004385 - 0 916 1 - 0
OG0004386 1483 21 1501 3 - 0
OG0004387 - 0 - 0 - 0
OG0004388 - 0 382 1 - 0
OG0004389 - 0 1888 1 - 0
OG0004390 667 0 496 1 - 0
OG0004391 382 3 - 0 - 0
OG0004392 1747 13 733 6 - 0
OG0004393 - 0 2245 2 - 0
OG0004394 889 3 889 2 - 0
OG0004396 1327 1 - 0 - 0
OG0004397 1276 17 - 0 - 0
OG0004399 1483 7 - 0 - 0
OG0004400 2632 15 3013 10 - 0
OG0004401 3835 10 3835 8 - 0
OG0004402 - 0 1807 12 1549 0
OG0004403 1363 3 - 0 - 0
OG0004404 1909 1 - 0 - 0
OG0004405 2014 5 2014 2 - 0
OG0004406 - 0 - 0 - 0
OG0004407 1273 3 - 0 - 0
OG0004408 1006 9 1006 2 - 0
OG0004409 1468 0 1597 4 - 0
OG0004410 1714 5 3022 17 - 0
OG0004411 - 0 1255 1 - 0
OG0004412 847 1 325 0 625 0
OG0004413 1072 13 1327 2 - 0
OG0004414 8281 39 8272 15 - 0
OG0004416 1324 8 - 0 - 0
OG0004417 697 3 - 0 - 0
OG0004418 2140 14 2137 12 - 0
OG0004419 1342 8 517 1 - 0
OG0004420 1396 1 388 0 - 0
OG0004421 763 3 766 2 - 0
OG0004422 2581 1 2581 1 - 0
OG0004423 - 0 1738 1 - 0
OG0004426 3394 10 - 0 3193 0
OG0004427 1681 6 - 0 - 0
OG0004428 2686 3 - 0 - 0
OG0004429 1285 6 1534 0 - 0
OG0004431 - 0 - 0 - 0
OG0004432 - 0 523 1 - 0
OG0004433 - 0 403 0 1366 0
OG0004434 - 0 - 0 - 0
OG0004435 1717 1 - 0 - 0
OG0004436 - 0 - 0 - 0
OG0004438 1039 2 1051 1 - 0
OG0004439 1003 7 718 3 - 0
OG0004440 1225 6 - 0 - 0
OG0004441 - 0 - 0 - 0
OG0004442 898 1 - 0 - 0
OG0004443 889 1 889 4 - 0
OG0004444 1018 8 1018 1 - 0
OG0004446 1942 12 - 0 - 0
OG0004447 4861 18 3190 1 - 0
OG0004448 1768 0 - 0 - 0
OG0004449 763 2 763 1 - 0
OG0004450 1147 4 967 2 1111 2
OG0004451 340 1 - 0 340 0
OG0004452 6736 30 7024 5 4162 0
OG0004453 - 0 - 0 - 0
OG0004454 1090 2 1090 4 - 0
OG0004455 - 0 - 0 - 0
OG0004457 - 0 - 0 - 0
OG0004458 448 4 - 0 - 0
OG0004460 904 7 - 0 - 0
OG0004461 880 4 880 1 - 0
OG0004462 1252 3 1540 2 - 0
OG0004465 3607 7 3607 13 - 0
OG0004466 808 3 583 1 - 0
OG0004467 3481 4 3481 1 - 0
OG0004468 2170 10 - 0 - 0
OG0004469 1897 0 3100 0 - 0
OG0004471 1063 2 - 0 - 0
OG0004473 2743 4 2875 3 - 0
OG0004474 1081 2 - 0 - 0
OG0004475 - 0 - 0 - 0
OG0004476 1423 7 691 0 - 0
OG0004477 2707 0 2485 0 - 0
OG0004479 1156 8 1156 7 - 0
OG0004480 4888 2 4891 4 - 0
OG0004481 2992 0 - 0 2968 0
OG0004482 - 0 - 0 - 0
OG0004483 - 0 1846 5 1927 0
OG0004484 898 7 937 2 - 0
OG0004485 2287 2 - 0 - 0
OG0004486 1219 3 - 0 - 0
OG0004487 2164 20 2164 7 7276 6
OG0004488 1135 7 892 2 - 0
OG0004490 2083 1 - 0 2107 0
OG0004491 2542 2 2179 0 - 0
OG0004493 2029 10 2032 10 - 0
OG0004494 3754 8 1852 2 - 0
OG0004495 9313 29 6991 8 - 0
OG0004496 1531 2 1525 2 - 0
OG0004499 1597 7 1171 3 - 0
OG0004502 820 1 - 0 - 0
OG0004503 1153 7 1153 4 - 0
OG0004504 448 0 901 1 - 0
OG0004505 - 0 - 0 - 0
OG0004506 646 1 - 0 - 0
OG0004507 448 2 490 1 448 1
OG0004508 - 0 - 0 - 0
OG0004510 1729 6 - 0 - 0
OG0004511 1669 17 1669 10 - 0
OG0004512 1321 5 1321 1 - 0
OG0004515 - 0 709 1 - 0
OG0004516 352 1 403 2 352 0
OG0004517 1483 12 - 0 - 0
OG0004518 487 1 598 1 - 0
OG0004519 1159 5 550 1 - 0
OG0004520 1873 10 - 0 - 0
OG0004521 2983 2 2962 0 - 0
OG0004522 976 2 - 0 - 0
OG0004524 - 0 2044 1 - 0
OG0004525 1765 6 2086 1 - 0
OG0004526 985 6 985 1 862 0
OG0004527 1615 2 1594 9 - 0
OG0004528 1354 2 1546 3 1417 0
OG0004529 730 1 - 0 - 0
OG0004530 1315 5 - 0 - 0
OG0004531 778 0 1108 1 - 0
OG0004533 1366 5 1984 3 - 0
OG0004534 3013 0 2962 1 - 0
OG0004535 2200 6 - 0 466 0
OG0004537 1168 3 1546 3 1582 1
OG0004538 2368 20 2368 10 - 0
OG0004539 4780 14 3877 3 - 0
OG0004540 1186 7 1186 1 1201 0
OG0004542 529 1 - 0 - 0
OG0004544 - 0 - 0 - 0
OG0004545 - 0 2020 3 - 0
OG0004546 1126 6 - 0 - 0
OG0004547 2446 7 1489 3 - 0
OG0004548 - 0 694 1 - 0
OG0004549 - 0 904 2 - 0
OG0004550 925 10 928 1 - 0
OG0004551 706 1 2029 3 403 0
OG0004552 988 4 - 0 988 0
OG0004555 631 1 631 0 631 0
OG0004556 - 0 2191 1 - 0
OG0004558 1213 2 - 0 - 0
OG0004559 2638 6 2731 1 2845 1
OG0004560 - 0 592 0 592 0
OG0004561 - 0 2197 4 - 0
OG0004563 - 0 - 0 - 0
OG0004564 1618 6 1627 4 1618 6
OG0004565 484 3 - 0 - 0
OG0004566 1936 10 1918 1 - 0
OG0004567 574 4 - 0 - 0
OG0004568 - 0 - 0 - 0
OG0004569 610 5 - 0 - 0
OG0004570 - 0 - 0 1063 0
OG0004571 2410 8 - 0 - 0
OG0004572 490 1 - 0 - 0
OG0004573 1669 14 1681 4 - 0
OG0004574 - 0 1822 8 - 0
OG0004575 496 2 385 0 - 0
OG0004576 1984 15 1057 0 1516 0
OG0004577 805 5 805 3 - 0
OG0004578 928 8 - 0 - 0
OG0004579 - 0 685 0 - 0
OG0004580 1201 1 1201 1 1201 0
OG0004581 5485 8 4261 1 5992 1
OG0004582 1513 6 1513 4 - 0
OG0004583 - 0 979 0 - 0
OG0004584 853 3 853 1 - 0
OG0004585 - 0 - 0 - 0
OG0004587 - 0 1255 5 - 0
OG0004588 853 2 - 0 - 0
OG0004589 3151 14 3148 5 - 0
OG0004590 1771 0 1765 4 - 0
OG0004592 1078 7 946 4 487 0
OG0004593 - 0 1870 2 - 0
OG0004594 439 1 - 0 439 1
OG0004595 1999 8 1999 1 - 0
OG0004596 472 1 955 3 - 0
OG0004597 487 3 400 1 - 0
OG0004599 658 5 742 0 - 0
OG0004600 1069 1 976 2 - 0
OG0004601 925 6 1234 2 - 0
OG0004603 763 4 694 0 763 0
OG0004604 - 0 808 1 - 0
OG0004605 1060 0 1060 0 - 0
OG0004606 1255 4 1255 9 - 0
OG0004607 1705 2 1273 1 - 0
OG0004608 1060 5 787 5 - 0
OG0004609 760 12 724 0 - 0
OG0004610 1198 1 1438 7 1450 1
OG0004612 1000 2 1981 2 - 0
OG0004613 1564 3 1564 1 - 0
OG0004616 - 0 - 0 - 0
OG0004618 907 4 574 2 907 0
OG0004619 1471 2 - 0 - 0
OG0004621 - 0 1948 7 - 0
OG0004622 7648 0 7243 15 6703 0
OG0004623 1543 5 1438 2 - 0
OG0004625 - 0 865 1 - 0
OG0004628 1675 0 1780 0 - 0
OG0004629 5167 9 3235 11 - 0
OG0004630 - 0 1477 6 - 0
OG0004631 3361 14 3361 5 - 0
OG0004633 883 14 - 0 - 0
OG0004634 2173 12 - 0 - 0
OG0004635 1129 5 4336 11 - 0
OG0004637 1948 11 1930 1 - 0
OG0004639 10723 39 10723 4 - 0
OG0004640 - 0 - 0 - 0
OG0004641 763 1 760 1 - 0
OG0004642 544 5 - 0 - 0
OG0004643 2065 7 2065 14 - 0
OG0004644 1135 6 1135 0 - 0
OG0004645 - 0 2206 2 - 0
OG0004646 313 6 1078 35 355 7
OG0004647 1165 6 1165 3 - 0
OG0004648 916 1 - 0 307 0
OG0004649 1978 12 1978 6 - 0
OG0004650 - 0 - 0 - 0
OG0004651 - 0 2146 1 - 0
OG0004652 925 0 970 2 - 0
OG0004653 364 2 448 0 - 0
OG0004654 859 2 2926 1 - 0
OG0004656 1177 1 - 0 607 0
OG0004658 - 0 - 0 - 0
OG0004661 1585 10 1585 5 - 0
OG0004662 1828 7 1867 4 - 0
OG0004663 1921 11 1732 3 - 0
OG0004664 493 4 493 0 475 1
OG0004665 988 4 988 2 916 0
OG0004666 1339 13 1204 1 1372 0
OG0004668 1726 11 1318 3 - 0
OG0004669 1654 7 2605 5 1558 1
OG0004670 5284 27 5284 7 - 0
OG0004671 2806 19 2557 3 - 0
OG0004672 4222 5 4318 9 4477 0
OG0004673 - 0 - 0 - 0
OG0004674 1309 8 - 0 - 0
OG0004675 997 3 1006 1 - 0
OG0004678 1522 5 1906 2 - 0
OG0004679 2263 25 2263 1 - 0
OG0004681 889 0 706 1 820 1
OG0004682 1780 12 - 0 1246 0
OG0004683 2773 10 3379 0 - 0
OG0004684 - 0 1075 0 1060 0
OG0004685 850 7 - 0 - 0
OG0004687 754 3 754 1 - 0
OG0004688 4720 27 4720 1 - 0
OG0004690 625 0 - 0 - 0
OG0004691 - 0 766 1 - 0
OG0004692 - 0 - 0 - 0
OG0004693 1909 3 1909 1 - 0
OG0004694 874 8 955 1 868 0
OG0004696 1471 13 1411 6 - 0
OG0004697 409 1 409 3 - 0
OG0004698 - 0 - 0 - 0
OG0004701 595 0 1390 0 - 0
OG0004703 559 2 - 0 - 0
OG0004706 973 3 868 2 - 0
OG0004707 - 0 1144 1 - 0
OG0004708 2551 17 2554 3 - 0
OG0004709 1165 8 1486 9 1486 3
OG0004710 1285 3 430 0 - 0
OG0004711 - 0 2056 2 - 0
OG0004712 - 0 2698 1 - 0
OG0004713 - 0 1840 1 - 0
OG0004714 748 7 751 1 - 0
OG0004715 - 0 - 0 - 0
OG0004716 598 1 763 1 574 0
OG0004718 2164 1 2164 1 - 0
OG0004719 424 1 - 0 - 0
OG0004720 3889 16 3376 4 2002 0
OG0004723 1141 3 - 0 - 0
OG0004724 394 2 394 1 385 0
OG0004726 4558 4 - 0 - 0
OG0004727 1639 5 922 1 754 0
OG0004728 - 0 - 0 - 0
OG0004729 2719 0 3229 8 2131 0
OG0004730 664 3 664 1 - 0
OG0004731 988 6 988 4 - 0
OG0004732 2650 11 2722 2 - 0
OG0004734 - 0 811 0 913 0
OG0004735 - 0 2071 1 - 0
OG0004736 12358 19 14386 7 - 0
OG0004737 748 0 - 0 - 0
OG0004738 1846 4 - 0 - 0
OG0004739 586 1 610 1 - 0
OG0004742 610 3 - 0 - 0
OG0004743 1336 3 784 0 - 0
OG0004744 1264 3 1420 3 - 0
OG0004745 - 0 - 0 - 0
OG0004746 685 1 - 0 1168 1
OG0004747 832 1 - 0 - 0
OG0004748 538 4 586 0 304 0
OG0004749 871 8 - 0 739 0
OG0004750 772 2 772 1 - 0
OG0004751 1669 4 1036 0 - 0
OG0004752 484 0 823 4 - 0
OG0004755 1570 3 988 2 1570 0
OG0004756 1909 9 1909 2 - 0
OG0004757 - 0 700 2 - 0
OG0004758 - 0 - 0 - 0
