OG BAT_len BAT_nvar BGM_len BGM_nvar BRO_len BRO_nvar
OG0004014 355 9 313 8 907 26
OG0004015 1231 10 - 0 - 0
OG0004016 2314 0 - 0 - 0
OG0004017 1159 5 - 0 - 0
OG0004018 2611 13 2539 1 - 0
OG0004019 550 6 - 0 - 0
OG0004020 - 0 - 0 - 0
OG0004021 2731 3 2809 3 - 0
OG0004022 1891 5 - 0 - 0
OG0004023 1180 3 - 0 1384 1
OG0004024 871 7 1000 6 889 0
OG0004025 3097 2 - 0 - 0
OG0004026 4372 5 3622 4 - 0
OG0004027 586 1 571 4 - 0
OG0004028 - 0 1864 0 - 0
OG0004030 1153 9 - 0 - 0
OG0004031 652 1 - 0 - 0
OG0004032 - 0 1570 1 - 0
OG0004033 1504 9 1144 0 - 0
OG0004034 1729 17 - 0 - 0
OG0004035 1336 2 - 0 - 0
OG0004036 1858 12 - 0 - 0
OG0004037 5716 8 5896 6 6754 1
OG0004038 1993 3 2059 1 - 0
OG0004039 1948 13 1948 2 - 0
OG0004040 - 0 1522 1 - 0
OG0004041 841 2 841 2 - 0
OG0004042 556 0 892 3 - 0
OG0004043 - 0 913 2 - 0
OG0004044 577 0 931 0 - 0
OG0004045 1345 10 1396 4 - 0
OG0004046 1837 4 1864 4 1606 0
OG0004047 1597 14 802 7 1597 3
OG0004048 - 0 - 0 - 0
OG0004049 - 0 - 0 - 0
OG0004051 - 0 964 0 - 0
OG0004052 1882 16 1819 1 1816 0
OG0004053 - 0 1951 0 931 0
OG0004054 526 5 565 2 - 0
OG0004055 556 0 1630 0 - 0
OG0004056 940 2 - 0 - 0
OG0004057 1120 7 1120 5 811 0
OG0004058 2800 18 2797 3 2887 0
OG0004060 925 6 475 7 - 0
OG0004062 3223 10 - 0 - 0
OG0004063 658 0 658 0 - 0
OG0004064 1963 7 - 0 1831 0
OG0004065 3742 21 3820 16 3823 1
OG0004067 4105 17 2617 4 - 0
OG0004068 664 3 622 0 409 0
OG0004069 - 0 1528 9 - 0
OG0004070 1816 10 1816 2 - 0
OG0004071 529 1 529 1 529 2
OG0004072 496 1 589 2 - 0
OG0004073 6907 35 3643 5 3304 12
OG0004074 - 0 2077 6 1876 3
OG0004075 928 7 928 3 - 0
OG0004076 1666 8 1540 1 - 0
OG0004077 1063 0 1108 1 - 0
OG0004078 2968 6 1831 7 2677 1
OG0004079 - 0 3484 9 - 0
OG0004081 2014 8 2014 4 2014 0
OG0004082 3007 27 2719 2 - 0
OG0004083 - 0 - 0 - 0
OG0004084 2386 14 2389 3 - 0
OG0004085 1285 3 - 0 - 0
OG0004086 1567 4 - 0 - 0
OG0004087 1678 2 1678 1 - 0
OG0004088 649 0 - 0 - 0
OG0004090 817 0 - 0 - 0
OG0004091 3052 11 3064 2 - 0
OG0004092 2653 13 2653 0 2653 1
OG0004093 1483 4 1360 1 - 0
OG0004094 1468 6 1249 3 - 0
OG0004096 2179 2 - 0 2185 0
OG0004097 1147 3 1147 2 - 0
OG0004098 - 0 1225 4 - 0
OG0004099 1882 1 1882 0 - 0
OG0004100 - 0 853 0 853 0
OG0004101 4423 12 2485 0 3874 0
OG0004102 385 1 - 0 379 0
OG0004103 970 5 1003 1 - 0
OG0004106 - 0 - 0 - 0
OG0004107 1858 7 2143 6 - 0
OG0004109 601 3 532 1 - 0
OG0004111 1666 4 724 1 - 0
OG0004114 1510 8 1693 1 - 0
OG0004115 - 0 - 0 397 1
OG0004116 1351 5 1165 0 - 0
OG0004117 643 3 - 0 - 0
OG0004118 2104 11 823 1 2293 1
OG0004119 5866 8 5869 2 - 0
OG0004120 634 2 634 2 - 0
OG0004121 - 0 - 0 - 0
OG0004122 2065 7 1687 1 - 0
OG0004123 490 0 1045 1 - 0
OG0004125 997 5 985 1 - 0
OG0004126 1063 0 1546 0 - 0
OG0004128 721 2 - 0 - 0
OG0004129 1732 0 1774 0 - 0
OG0004130 2041 12 2041 6 - 0
OG0004131 925 2 1135 3 - 0
OG0004132 - 0 2377 4 - 0
OG0004133 1513 2 1513 1 - 0
OG0004134 1249 0 - 0 - 0
OG0004136 2470 14 - 0 1801 0
OG0004137 1000 6 - 0 - 0
OG0004138 1660 4 1660 1 - 0
OG0004139 667 1 631 0 - 0
OG0004140 1540 0 - 0 - 0
OG0004142 1006 1 - 0 - 0
OG0004144 - 0 - 0 2542 0
OG0004145 799 2 676 1 - 0
OG0004146 1975 12 1975 1 - 0
OG0004147 661 4 661 5 - 0
OG0004148 1507 2 1183 0 1192 1
OG0004149 946 0 - 0 - 0
OG0004150 742 4 577 2 - 0
OG0004151 - 0 1114 1 - 0
OG0004152 844 2 - 0 - 0
OG0004153 919 5 1513 0 - 0
OG0004154 910 0 910 1 - 0
OG0004156 1492 9 1501 4 - 0
OG0004157 3769 6 3532 3 - 0
OG0004162 2437 7 1366 7 1435 0
OG0004163 1339 8 - 0 - 0
OG0004164 1417 15 1405 4 - 0
OG0004165 1081 5 1099 0 - 0
OG0004166 - 0 1507 3 - 0
OG0004167 - 0 1132 2 - 0
OG0004168 1777 5 - 0 - 0
OG0004169 1288 7 1288 2 - 0
OG0004170 1267 3 1285 0 - 0
OG0004171 2098 7 1063 9 - 0
OG0004172 1807 5 1804 3 - 0
OG0004173 1837 14 1837 2 1675 0
OG0004174 - 0 2710 1 1294 0
OG0004175 2671 15 2920 1 - 0
OG0004176 - 0 1075 0 - 0
OG0004177 - 0 2149 2 - 0
OG0004179 553 1 - 0 - 0
OG0004180 - 0 667 0 - 0
OG0004181 355 1 - 0 - 0
OG0004182 859 2 - 0 - 0
OG0004183 439 5 - 0 - 0
OG0004186 3448 2 1633 1 - 0
OG0004188 1543 2 - 0 - 0
OG0004189 - 0 - 0 - 0
OG0004190 1093 6 1882 3 - 0
OG0004191 1489 2 577 2 1489 1
OG0004193 - 0 - 0 - 0
OG0004194 3676 23 1693 8 3493 0
OG0004195 1660 5 - 0 1654 0
OG0004196 1003 8 - 0 - 0
OG0004197 - 0 2065 7 - 0
OG0004198 - 0 - 0 - 0
OG0004199 2953 5 3046 2 - 0
OG0004200 1210 4 1240 6 - 0
OG0004201 2659 11 2659 6 - 0
OG0004202 - 0 1888 7 - 0
OG0004204 3538 20 3538 8 - 0
OG0004205 - 0 379 1 - 0
OG0004206 844 3 592 3 - 0
OG0004207 361 0 - 0 358 0
OG0004208 1723 9 1108 1 - 0
OG0004209 - 0 - 0 - 0
OG0004210 1444 5 1423 4 - 0
OG0004211 1792 9 1792 3 - 0
OG0004212 - 0 400 2 - 0
OG0004213 2518 11 1966 1 2644 1
OG0004214 715 0 589 0 - 0
OG0004215 3022 17 3022 11 - 0
OG0004216 859 4 1435 2 1546 0
OG0004217 3751 9 3751 1 - 0
OG0004218 2212 12 2614 0 1489 0
OG0004219 - 0 1495 1 - 0
OG0004220 1276 9 1273 2 - 0
OG0004221 1960 8 1957 1 - 0
OG0004223 1051 2 - 0 715 0
OG0004224 - 0 - 0 - 0
OG0004225 1327 10 1333 8 - 0
OG0004226 541 2 937 0 - 0
OG0004227 847 3 - 0 - 0
OG0004228 - 0 424 2 373 0
OG0004229 871 2 - 0 - 0
OG0004231 598 0 - 0 - 0
OG0004232 - 0 1705 2 - 0
OG0004233 1963 8 1417 10 1222 0
OG0004234 7744 50 8137 21 5875 0
OG0004235 - 0 - 0 - 0
OG0004236 - 0 - 0 - 0
OG0004237 1054 5 1006 1 - 0
OG0004238 7201 22 5224 11 - 0
OG0004239 - 0 - 0 - 0
OG0004240 3079 13 3073 2 2002 0
OG0004242 541 2 541 1 - 0
OG0004243 1822 9 - 0 - 0
OG0004244 - 0 370 1 - 0
OG0004245 934 2 - 0 - 0
OG0004248 1288 3 - 0 - 0
OG0004249 997 7 - 0 - 0
OG0004250 2560 2 2092 3 - 0
OG0004252 1372 7 1372 5 - 0
OG0004253 - 0 1171 5 - 0
OG0004254 3097 8 - 0 - 0
OG0004255 1636 12 1336 2 1543 2
OG0004257 2770 10 2770 2 - 0
OG0004258 814 0 874 0 778 0
OG0004259 1546 7 - 0 - 0
OG0004260 1024 5 841 1 - 0
OG0004263 1735 4 1735 6 - 0
OG0004265 601 1 - 0 - 0
OG0004266 1711 8 1765 6 - 0
OG0004267 2965 25 3373 2 - 0
OG0004268 - 0 - 0 - 0
OG0004269 - 0 1477 4 - 0
OG0004271 - 0 949 1 - 0
OG0004272 - 0 - 0 - 0
OG0004273 - 0 568 4 - 0
OG0004275 2089 15 2089 10 - 0
OG0004276 - 0 3094 1 - 0
OG0004277 1228 2 1105 1 - 0
OG0004278 3247 10 3247 2 - 0
OG0004279 859 3 - 0 - 0
OG0004280 1273 2 - 0 - 0
OG0004281 2128 14 - 0 - 0
OG0004282 1174 4 - 0 - 0
OG0004283 592 2 - 0 - 0
OG0004284 - 0 - 0 - 0
OG0004285 1447 9 1240 0 - 0
OG0004286 400 3 718 2 - 0
OG0004287 3199 18 - 0 - 0
OG0004289 1087 1 - 0 - 0
OG0004290 2839 7 1969 4 - 0
OG0004291 1762 3 - 0 - 0
OG0004293 1588 11 1585 3 - 0
OG0004294 - 0 - 0 - 0
OG0004295 1819 2 1792 2 1792 0
OG0004296 1903 3 - 0 - 0
OG0004297 - 0 493 0 - 0
OG0004298 598 1 - 0 - 0
OG0004301 751 0 - 0 - 0
OG0004302 2347 12 2125 2 - 0
OG0004303 - 0 - 0 - 0
OG0004305 6400 15 - 0 - 0
OG0004308 - 0 679 0 - 0
OG0004309 - 0 1003 2 - 0
OG0004310 - 0 667 0 775 6
OG0004311 1345 6 - 0 - 0
OG0004312 949 2 - 0 - 0
OG0004313 1261 6 532 1 - 0
OG0004314 4216 8 2476 5 - 0
OG0004315 2890 1 3112 6 2110 1
OG0004316 1429 0 - 0 - 0
OG0004317 1465 8 1240 4 - 0
OG0004318 3364 2 3364 1 - 0
OG0004320 2023 0 2023 0 - 0
OG0004321 940 2 832 2 913 2
OG0004322 1363 5 1417 1 - 0
OG0004323 1126 6 955 0 - 0
OG0004324 2812 4 1786 1 1786 0
OG0004325 517 3 526 0 640 0
OG0004327 - 0 - 0 - 0
OG0004328 1012 1 - 0 - 0
OG0004329 622 2 622 2 - 0
OG0004330 1129 2 1129 2 - 0
OG0004331 2563 6 1381 3 - 0
OG0004332 - 0 1408 3 - 0
OG0004334 985 2 1000 3 - 0
OG0004336 2503 12 - 0 - 0
OG0004338 - 0 - 0 - 0
OG0004339 1693 8 - 0 - 0
OG0004340 949 5 949 1 1150 0
OG0004341 979 3 1066 4 1309 0
OG0004342 - 0 - 0 - 0
OG0004344 - 0 703 1 - 0
OG0004346 520 1 - 0 - 0
OG0004348 3109 9 3109 2 - 0
OG0004349 - 0 1339 2 - 0
OG0004351 2710 14 3907 3 3079 3
OG0004352 1672 8 1672 1 - 0
OG0004353 1570 3 1570 2 - 0
OG0004354 1090 0 1090 0 - 0
OG0004355 2533 11 2926 3 - 0
OG0004356 2338 3 2338 1 1576 0
OG0004357 589 4 1291 1 - 0
OG0004358 1915 0 - 0 - 0
OG0004359 - 0 1402 0 - 0
OG0004360 - 0 2002 0 - 0
OG0004361 1252 8 1252 2 - 0
OG0004362 805 1 - 0 - 0
OG0004363 871 5 - 0 - 0
OG0004364 418 3 460 1 - 0
OG0004365 1222 5 1162 1 328 0
OG0004366 - 0 - 0 - 0
OG0004367 - 0 - 0 - 0
OG0004368 1060 0 1057 0 571 0
OG0004369 - 0 - 0 - 0
OG0004370 - 0 - 0 - 0
OG0004371 2602 0 2674 7 - 0
OG0004373 - 0 2209 1 - 0
OG0004374 1375 7 652 7 - 0
OG0004375 628 3 628 3 - 0
OG0004376 910 2 - 0 - 0
OG0004377 2695 0 - 0 - 0
OG0004378 1315 1 412 0 - 0
OG0004379 811 0 - 0 - 0
OG0004380 - 0 1243 1 - 0
OG0004381 325 0 1324 3 958 0
OG0004382 922 1 340 3 - 0
OG0004383 1186 1 1186 10 - 0
OG0004384 - 0 2068 1 3604 0
OG0004385 430 1 - 0 349 0
OG0004386 832 6 1480 6 - 0
OG0004387 - 0 - 0 - 0
OG0004389 397 2 565 1 - 0
OG0004390 907 0 1639 0 - 0
OG0004391 - 0 - 0 - 0
OG0004392 4336 33 4339 3 3361 0
OG0004393 919 8 1117 1 826 0
OG0004394 2785 3 2791 0 - 0
OG0004395 1738 9 - 0 - 0
OG0004396 - 0 2197 2 - 0
OG0004398 2089 2 - 0 - 0
OG0004399 568 1 1432 1 - 0
OG0004401 682 1 940 1 - 0
OG0004402 2881 12 - 0 2917 1
OG0004403 1951 2 2422 2 - 0
OG0004404 - 0 982 1 910 1
OG0004405 2011 4 - 0 - 0
OG0004406 685 7 - 0 - 0
OG0004407 772 7 - 0 - 0
OG0004408 3208 7 2002 1 - 0
OG0004409 2263 4 2260 1 - 0
OG0004410 1117 0 664 0 - 0
OG0004411 499 0 2959 4 3403 1
OG0004412 6085 10 4123 2 4198 0
OG0004413 784 4 949 2 868 1
OG0004414 2638 8 2638 6 2428 0
OG0004415 3772 16 3076 3 - 0
OG0004416 1204 9 1204 1 - 0
OG0004417 - 0 - 0 - 0
OG0004418 1348 11 1348 4 - 0
OG0004419 5863 42 3889 5 6406 3
OG0004420 1102 2 - 0 - 0
OG0004421 994 1 - 0 - 0
OG0004422 1780 6 - 0 - 0
OG0004426 1030 0 - 0 - 0
OG0004427 1072 0 - 0 - 0
OG0004428 4882 6 5272 18 4726 9
OG0004429 931 1 - 0 1525 2
OG0004430 1702 7 1681 0 - 0
OG0004431 - 0 - 0 - 0
OG0004432 - 0 - 0 913 0
OG0004433 1525 9 1525 8 - 0
OG0004434 646 5 1939 69 1750 64
OG0004435 1999 2 - 0 - 0
OG0004437 - 0 - 0 - 0
OG0004438 1300 1 - 0 1303 0
OG0004440 - 0 - 0 - 0
OG0004441 412 1 - 0 - 0
OG0004442 940 3 - 0 - 0
OG0004443 2821 20 2824 5 - 0
OG0004444 - 0 - 0 - 0
OG0004445 631 1 - 0 - 0
OG0004446 1369 0 1372 1 - 0
OG0004447 - 0 - 0 673 0
OG0004449 1966 3 1966 3 - 0
OG0004450 1720 4 2188 0 2188 0
OG0004451 874 6 880 2 - 0
OG0004452 9184 1 5788 6 8167 1
OG0004453 - 0 - 0 - 0
OG0004454 1339 10 1339 2 - 0
OG0004456 2161 18 1387 2 - 0
OG0004457 1600 10 1615 4 - 0
OG0004458 1747 1 - 0 - 0
OG0004459 2647 20 - 0 - 0
OG0004460 2215 6 - 0 - 0
OG0004461 3118 8 3022 14 - 0
OG0004462 1705 1 919 0 - 0
OG0004463 1015 3 1129 1 943 0
OG0004465 1048 2 1048 2 - 0
OG0004468 - 0 - 0 - 0
OG0004469 - 0 - 0 - 0
OG0004470 1714 7 1714 3 - 0
OG0004471 - 0 - 0 - 0
OG0004472 2782 15 - 0 - 0
OG0004473 - 0 - 0 - 0
OG0004474 397 0 - 0 - 0
OG0004475 1396 14 1396 2 - 0
OG0004476 - 0 922 0 - 0
OG0004478 1021 0 - 0 - 0
OG0004479 6154 29 4777 13 - 0
OG0004480 2851 2 2851 5 - 0
OG0004481 - 0 2428 2 - 0
OG0004483 1873 21 1888 2 - 0
OG0004484 - 0 - 0 - 0
OG0004485 - 0 880 1 - 0
OG0004486 787 0 - 0 - 0
OG0004488 - 0 - 0 1669 0
OG0004489 1006 1 1006 1 - 0
OG0004490 2047 10 2047 5 - 0
OG0004491 1984 9 - 0 - 0
OG0004492 1339 12 1168 3 - 0
OG0004493 - 0 808 1 - 0
OG0004494 - 0 583 1 - 0
OG0004495 514 0 - 0 - 0
OG0004496 973 9 973 2 - 0
OG0004497 - 0 2038 11 - 0
OG0004498 1417 1 2287 0 - 0
OG0004499 856 10 829 0 - 0
OG0004500 - 0 454 0 1330 5
OG0004501 1564 5 2605 1 - 0
OG0004502 988 3 - 0 1042 0
OG0004503 361 1 - 0 - 0
OG0004504 2785 6 1972 1 - 0
OG0004505 1024 2 649 0 - 0
OG0004506 745 1 - 0 - 0
OG0004507 1636 2 802 1 - 0
OG0004509 - 0 1933 0 - 0
OG0004510 4834 16 2452 0 5062 1
OG0004511 814 4 814 2 673 0
OG0004514 - 0 763 1 - 0
OG0004515 610 2 - 0 - 0
OG0004516 1603 14 478 1 1099 0
OG0004517 2833 14 2821 7 - 0
OG0004518 - 0 - 0 - 0
OG0004519 2143 8 1231 5 - 0
OG0004520 742 3 421 0 - 0
OG0004521 328 3 - 0 - 0
OG0004522 2854 19 2056 2 - 0
OG0004523 1261 5 1084 3 - 0
OG0004524 1471 7 1072 3 877 0
OG0004525 1543 0 883 1 - 0
OG0004526 - 0 1555 0 - 0
OG0004527 1084 4 736 12 991 13
OG0004528 1330 0 - 0 - 0
OG0004530 - 0 - 0 - 0
OG0004531 1270 14 - 0 979 0
OG0004533 1762 4 - 0 460 1
OG0004534 1717 4 1717 7 1711 4
OG0004535 946 7 - 0 - 0
OG0004536 604 0 - 0 - 0
OG0004538 790 3 - 0 - 0
OG0004539 1363 0 - 0 - 0
OG0004540 724 5 - 0 - 0
OG0004543 - 0 1372 3 - 0
OG0004545 2395 20 2419 6 - 0
OG0004546 - 0 718 0 - 0
OG0004547 - 0 - 0 1858 0
OG0004548 1636 11 1636 2 - 0
OG0004549 1315 4 1066 1 - 0
OG0004550 - 0 - 0 - 0
OG0004551 1183 3 1183 3 - 0
OG0004552 1312 10 1060 4 - 0
OG0004553 427 5 358 2 - 0
OG0004554 2086 4 2104 6 - 0
OG0004555 1996 12 1525 1 - 0
OG0004556 2020 11 2020 2 2050 0
OG0004557 1012 0 1012 0 - 0
OG0004558 910 7 919 2 - 0
OG0004559 1267 4 1264 1 1297 1
OG0004560 703 0 895 3 1873 2
OG0004561 1705 2 - 0 - 0
OG0004562 1501 20 1279 3 - 0
OG0004563 1003 2 - 0 - 0
OG0004564 919 7 - 0 - 0
OG0004565 913 11 709 3 - 0
OG0004566 - 0 5965 1 - 0
OG0004569 - 0 - 0 - 0
OG0004570 2212 7 2044 2 - 0
OG0004571 1705 8 1909 1 - 0
OG0004572 1147 0 - 0 - 0
OG0004573 1855 5 1498 1 1225 0
OG0004574 667 2 667 2 - 0
OG0004575 3850 31 4630 10 5389 3
OG0004576 610 1 715 1 - 0
OG0004577 1738 8 1738 7 - 0
OG0004578 865 4 - 0 - 0
OG0004579 2848 18 3370 8 - 0
OG0004580 3715 24 3727 12 - 0
OG0004581 1243 1 1774 0 1594 0
OG0004582 2299 17 3244 5 - 0
OG0004583 2191 21 1519 7 - 0
OG0004584 1264 5 1471 1 - 0
OG0004585 - 0 1510 3 - 0
OG0004586 1429 2 1429 3 - 0
OG0004587 - 0 - 0 - 0
OG0004589 5389 25 5389 13 - 0
OG0004590 1489 10 1777 12 - 0
OG0004591 3028 16 3043 2 2632 2
OG0004592 2311 3 2311 2 - 0
OG0004593 775 0 - 0 - 0
OG0004594 346 1 - 0 - 0
OG0004595 1060 10 1039 15 1486 81
OG0004596 2674 21 2839 18 2917 0
OG0004597 1642 1 - 0 - 0
OG0004598 2383 7 2401 12 - 0
OG0004599 - 0 718 2 - 0
OG0004600 1576 6 1378 6 - 0
OG0004601 1216 5 1216 1 - 0
OG0004602 11335 2 11464 21 11353 96
OG0004603 5521 1 5542 8 - 0
OG0004604 955 1 973 2 - 0
OG0004605 - 0 - 0 - 0
OG0004606 1675 7 820 4 - 0
OG0004607 949 2 - 0 - 0
OG0004608 - 0 826 3 - 0
OG0004609 2068 7 1201 4 - 0
OG0004611 487 0 - 0 - 0
OG0004612 - 0 535 1 - 0
OG0004613 1795 3 1381 1 - 0
OG0004614 1270 2 1315 2 - 0
OG0004615 1981 8 - 0 - 0
OG0004616 1822 8 2128 1 - 0
OG0004617 802 8 - 0 - 0
OG0004618 1816 4 - 0 - 0
OG0004619 - 0 - 0 - 0
OG0004620 988 6 988 5 - 0
OG0004621 2620 4 2431 1 2134 0
OG0004622 1996 5 - 0 1204 0
OG0004623 - 0 - 0 - 0
OG0004625 2596 2 2596 1 - 0
OG0004626 3886 0 3952 12 - 0
OG0004627 - 0 964 0 1357 0
OG0004629 - 0 - 0 - 0
OG0004630 1666 2 1666 3 - 0
OG0004631 1264 0 1264 0 - 0
OG0004632 1360 2 - 0 - 0
OG0004633 1510 1 1504 2 - 0
OG0004634 790 9 643 7 - 0
OG0004635 916 3 - 0 - 0
OG0004636 - 0 2836 1 - 0
OG0004637 2671 15 2296 0 - 0
OG0004638 445 1 - 0 - 0
OG0004639 1165 5 1165 2 - 0
OG0004640 - 0 949 1 - 0
OG0004641 1561 10 1561 6 - 0
OG0004642 748 5 853 1 - 0
OG0004644 1540 4 622 1 - 0
OG0004645 1564 6 - 0 - 0
OG0004646 478 1 421 2 478 0
OG0004647 844 2 844 2 1276 3
OG0004648 1783 4 1783 1 - 0
OG0004649 2179 40 2956 6 3577 1
OG0004650 1486 2 1060 2 - 0
OG0004651 3190 31 3214 3 - 0
OG0004652 - 0 1135 0 - 0
OG0004653 1018 6 - 0 961 0
OG0004654 - 0 - 0 916 0
OG0004655 937 0 889 3 - 0
OG0004656 - 0 748 2 - 0
OG0004657 370 1 - 0 - 0
OG0004658 - 0 469 0 - 0
OG0004659 1534 18 - 0 - 0
OG0004660 841 5 - 0 - 0
OG0004661 - 0 - 0 - 0
OG0004662 1090 2 1090 2 - 0
OG0004663 2119 0 2110 0 - 0
OG0004664 - 0 2152 1 - 0
OG0004665 841 1 1435 1 - 0
OG0004666 1834 6 1834 9 - 0
OG0004667 - 0 1273 0 - 0
OG0004668 - 0 - 0 - 0
OG0004669 1024 4 - 0 - 0
OG0004670 - 0 - 0 - 0
OG0004671 880 0 - 0 - 0
OG0004672 814 5 415 1 - 0
OG0004673 2680 3 - 0 1456 0
OG0004675 1690 1 1303 0 925 0
OG0004676 877 6 1270 2 613 0
OG0004677 - 0 1720 6 - 0
OG0004678 406 1 370 1 - 0
OG0004679 1135 4 - 0 - 0
OG0004680 1738 0 1408 0 - 0
OG0004681 1552 6 1552 5 - 0
OG0004682 4780 18 9115 12 - 0
OG0004684 508 2 - 0 - 0
OG0004686 1828 4 - 0 - 0
OG0004687 - 0 - 0 718 0
OG0004688 382 12 403 0 802 0
OG0004689 - 0 1801 0 2452 1
OG0004690 4156 22 4456 20 - 0
OG0004691 1510 1 - 0 - 0
OG0004694 1987 0 - 0 - 0
OG0004695 1705 10 1651 3 - 0
OG0004696 997 9 967 4 - 0
OG0004697 2539 3 - 0 - 0
OG0004698 1423 2 1066 0 1243 1
OG0004699 769 1 - 0 - 0
OG0004700 - 0 2398 11 - 0
OG0004702 409 5 412 2 - 0
OG0004703 - 0 2044 2 - 0
OG0004704 2737 14 2755 11 - 0
OG0004706 - 0 2272 1 - 0
OG0004707 9808 64 11830 16 9493 0
OG0004708 - 0 709 1 - 0
OG0004710 2569 4 2557 2 - 0
OG0004711 1006 13 1006 6 1015 1
OG0004713 649 6 745 1 - 0
OG0004714 928 11 - 0 544 1
OG0004715 3763 2 3835 1 - 0
OG0004716 949 4 - 0 838 0
OG0004717 - 0 - 0 - 0
OG0004718 1192 1 1708 1 - 0
OG0004720 - 0 1306 1 - 0
OG0004721 610 0 1870 1 - 0
OG0004722 1456 1 1054 0 - 0
OG0004723 3724 23 3724 3 - 0
OG0004724 - 0 - 0 - 0
OG0004725 577 4 - 0 - 0
OG0004726 1009 2 1009 1 - 0
OG0004727 1639 1 1210 0 - 0
OG0004728 1087 3 817 0 - 0
OG0004730 3913 10 2986 21 4072 42
OG0004731 2371 13 2371 4 - 0
OG0004733 583 9 583 4 - 0
OG0004734 - 0 - 0 - 0
OG0004735 832 2 1009 2 - 0
OG0004737 2056 5 1651 0 - 0
OG0004738 1720 1 - 0 - 0
OG0004741 1207 26 676 5 - 0
OG0004742 928 3 928 2 - 0
OG0004743 352 3 496 13 352 5
OG0004744 1516 10 - 0 - 0
OG0004745 1123 1 1555 0 1633 1
OG0004746 1276 3 - 0 - 0
OG0004747 496 0 385 0 - 0
OG0004748 403 0 670 3 - 0
OG0004749 781 0 2320 0 - 0
OG0004750 445 3 - 0 - 0
OG0004751 3895 3 - 0 3172 1
OG0004752 1237 4 973 2 - 0
OG0004753 1417 4 1417 7 - 0
OG0004755 - 0 1753 6 - 0
OG0004757 1411 3 - 0 1018 0
OG0004758 352 1 466 1 - 0
OG0004760 739 0 - 0 - 0
OG0004761 1459 5 1807 3 - 0
OG0004763 4516 6 2470 0 - 0
OG0004764 - 0 508 3 - 0
OG0004765 - 0 1621 1 1369 0
OG0004766 1336 6 - 0 - 0
OG0004767 2452 12 2452 5 - 0
OG0004768 1903 2 1861 1 - 0
OG0004769 5278 34 7870 17 - 0
OG0004770 706 1 706 2 - 0
OG0004772 694 2 - 0 - 0
OG0004773 2110 2 1558 2 - 0
OG0004775 1153 1 - 0 - 0
OG0004776 679 1 679 2 - 0
OG0004777 1534 7 - 0 - 0
OG0004778 - 0 1450 13 - 0
OG0004779 1474 3 313 2 - 0
OG0004780 1615 10 - 0 - 0
OG0004781 1771 4 871 1 - 0
OG0004782 439 0 - 0 - 0
OG0004784 2938 15 2938 1 2929 0
OG0004785 - 0 1048 1 - 0
OG0004786 1069 3 448 14 - 0
OG0004788 1534 13 1534 5 - 0
OG0004791 1699 4 - 0 586 0
OG0004792 1171 5 835 1 - 0
OG0004795 3238 28 3268 3 - 0
OG0004796 - 0 835 2 - 0
OG0004797 1498 3 - 0 - 0
OG0004798 2740 4 2740 1 2347 0
OG0004799 - 0 331 0 - 0
OG0004800 1360 7 - 0 - 0
OG0004801 1108 7 865 2 - 0
OG0004802 1723 2 1723 2 - 0
OG0004803 1648 3 1714 8 - 0
OG0004804 - 0 850 1 - 0
OG0004805 - 0 - 0 - 0
OG0004806 4099 4 4018 15 2947 0
OG0004807 850 2 505 0 499 0
OG0004808 772 1 - 0 - 0
OG0004809 1366 2 1366 2 - 0
OG0004810 - 0 1201 1 - 0
OG0004811 481 3 481 2 - 0
OG0004813 4666 0 4744 1 - 0
OG0004815 - 0 1771 0 - 0
OG0004817 - 0 1132 1 - 0
OG0004818 382 0 517 0 574 1
OG0004819 496 2 508 0 454 0
OG0004820 - 0 - 0 - 0
OG0004821 - 0 - 0 - 0
OG0004822 3058 9 3058 3 - 0
OG0004823 670 1 - 0 - 0
OG0004824 9307 41 10240 31 - 0
OG0004825 1150 13 469 0 - 0
OG0004826 1177 3 1015 1 - 0
OG0004827 1747 2 - 0 - 0
OG0004828 2941 20 2902 1 1162 0
OG0004830 1255 0 1261 18 1234 17
OG0004831 2788 12 2788 3 - 0
OG0004832 1324 4 1408 1 - 0
OG0004833 2272 1 2272 2 - 0
OG0004834 - 0 2911 6 - 0
OG0004838 1171 0 1624 0 - 0
OG0004839 790 2 790 2 493 0
OG0004841 1510 8 - 0 - 0
OG0004842 1510 15 - 0 - 0
OG0004843 1534 5 1534 2 1519 0
OG0004844 3613 9 3613 0 - 0
OG0004846 439 0 307 0 - 0
OG0004847 1606 5 1189 2 - 0
OG0004849 1054 1 1222 0 - 0
OG0004850 1360 2 634 2 - 0
OG0004851 727 2 727 4 826 1
OG0004852 3799 25 3574 0 - 0
OG0004853 940 7 940 1 - 0
OG0004854 1225 6 1258 7 - 0
OG0004855 2143 2 - 0 - 0
OG0004856 1447 7 1447 4 - 0
OG0004857 1369 1 1369 1 - 0
OG0004858 - 0 - 0 - 0
OG0004859 1132 3 - 0 - 0
OG0004861 1900 0 1024 0 - 0
OG0004862 1333 11 1333 8 - 0
OG0004864 937 5 1009 11 - 0
OG0004866 - 0 4285 1 2857 0
OG0004867 4477 0 4267 11 4309 1
OG0004868 1363 6 - 0 - 0
OG0004869 940 2 1255 0 - 0
OG0004871 8224 39 8209 1 - 0
OG0004872 1096 0 1096 1 1096 0
OG0004873 1738 1 1675 0 - 0
OG0004874 - 0 751 0 - 0
