OG BAT_bs_omega_model BAT_bs_omega_sites BRO_bs_omega_model BRO_bs_omega_sites BGM_bs_omega_model BGM_bs_omega_sites
OG0003800 general 0 general 0 general 0
OG0003801 general 0 general 0 general 0
OG0003802 general 0 general 0 general 0
OG0003803 general 0 general 0 general 0
OG0003804 general 0 general 0 alternative 9
OG0003805 general 0 alternative 9 general 0
OG0003806 general 0 general 0 general 0
OG0003807 general 0 general 0 general 0
OG0003808 general 0 general 0 NA NA
OG0003809 general 0 general 0 alternative 8
OG0003811 general 0 alternative 15 general 0
OG0003813 general 0 general 0 general 0
OG0003815 general 0 general 0 general 0
OG0003816 general 0 general 0 general 0
OG0003817 general 0 general 0 general 0
OG0003819 general 0 general 0 general 0
OG0003820 general 0 general 0 general 0
OG0003821 general 0 general 0 general 0
OG0003822 general 0 general 0 general 0
OG0003823 general 0 general 0 general 0
OG0003824 general 0 general 0 general 0
OG0003825 general 0 general 0 alternative 0
OG0003828 general 0 general 0 general 0
OG0003829 general 0 general 0 general 0
OG0003830 general 0 general 0 general 0
OG0003831 general 0 alternative 3 general 0
OG0003832 general 0 general 0 general 0
OG0003833 general 0 general 0 general 0
OG0003834 general 0 alternative 1 general 0
OG0003835 general 0 alternative 4 general 0
OG0003836 general 0 alternative 7 general 0
OG0003837 general 0 general 0 general 0
OG0003840 alternative 16 general 0 general 0
OG0003841 alternative 0 general 0 general 0
OG0003842 general 0 general 0 general 0
OG0003843 general 0 general 0 general 0
OG0003844 general 0 general 0 general 0
OG0003846 general 0 general 0 general 0
OG0003847 general 0 general 0 general 0
OG0003848 general 0 general 0 general 0
OG0003850 general 0 general 0 general 0
OG0003851 general 0 general 0 alternative 3
OG0003852 general 0 general 0 general 0
OG0003857 general 0 alternative 3 general 0
OG0003858 general 0 general 0 general 0
OG0003859 general 0 alternative 2 general 0
OG0003860 general 0 general 0 general 0
OG0003861 general 0 general 0 NA NA
OG0003864 general 0 general 0 alternative 27
OG0003865 general 0 general 0 general 0
OG0003868 general 0 general 0 general 0
OG0003869 general 0 general 0 general 0
OG0003872 general 0 general 0 general 0
OG0003873 general 0 general 0 alternative 27
OG0003874 general 0 general 0 general 0
OG0003876 general 0 general 0 general 0
OG0003879 general 0 general 0 general 0
OG0003880 general 0 general 0 general 0
OG0003881 general 0 general 0 general 0
OG0003882 alternative 4 alternative 0 general 0
OG0003883 general 0 general 0 alternative 7
OG0003884 general 0 general 0 general 0
OG0003885 alternative 0 general 0 alternative 44
OG0003886 alternative 0 alternative 3 general 0
OG0003887 general 0 general 0 alternative 1
OG0003888 general 0 general 0 general 0
OG0003890 general 0 general 0 general 0
OG0003891 general 0 general 0 alternative 0
OG0003893 general 0 general 0 general 0
OG0003894 general 0 alternative 4 alternative 1
OG0003895 general 0 general 0 general 0
OG0003896 alternative 20 general 0 general 0
OG0003897 general 0 general 0 general 0
OG0003898 general 0 general 0 general 0
OG0003899 general 0 general 0 NA NA
OG0003900 general 0 general 0 general 0
OG0003903 general 0 alternative 17 general 0
OG0003904 general 0 general 0 general 0
OG0003905 general 0 general 0 general 0
OG0003906 general 0 alternative 4 general 0
OG0003907 general 0 general 0 alternative 3
OG0003908 general 0 general 0 general 0
OG0003909 alternative 6 general 0 general 0
OG0003910 general 0 general 0 general 0
OG0003911 general 0 alternative 2 general 0
OG0003912 NA NA NA NA general 0
OG0003913 general 0 general 0 general 0
OG0003914 general 0 general 0 general 0
OG0003915 general 0 general 0 alternative 3
OG0003916 general 0 general 0 general 0
OG0003917 alternative 10 general 0 general 0
OG0003918 general 0 NA NA general 0
OG0003921 general 0 general 0 general 0
OG0003922 general 0 general 0 general 0
OG0003923 general 0 general 0 general 0
OG0003924 general 0 general 0 general 0
OG0003925 alternative 1 alternative 9 general 0
OG0003928 general 0 general 0 general 0
OG0003932 general 0 general 0 general 0
OG0003933 general 0 general 0 general 0
OG0003934 general 0 general 0 general 0
OG0003935 general 0 general 0 general 0
OG0003936 general 0 general 0 general 0
OG0003938 general 0 general 0 general 0
OG0003940 general 0 general 0 general 0
OG0003942 general 0 general 0 alternative 15
OG0003943 general 0 general 0 general 0
OG0003944 general 0 alternative 10 general 0
OG0003946 alternative 13 general 0 general 0
OG0003947 NA NA general 0 general 0
OG0003948 general 0 general 0 alternative 3
OG0003949 general 0 general 0 general 0
OG0003950 alternative 12 general 0 general 0
OG0003951 general 0 general 0 general 0
OG0003952 general 0 general 0 alternative 8
OG0003953 general 0 alternative 2 general 0
OG0003954 alternative 0 general 0 alternative 0
OG0003955 general 0 alternative 1 alternative 2
OG0003956 general 0 general 0 general 0
OG0003957 general 0 general 0 general 0
OG0003960 general 0 general 0 alternative 0
OG0003961 alternative 0 general 0 alternative 4
OG0003964 general 0 general 0 general 0
OG0003965 general 0 general 0 general 0
OG0003966 general 0 general 0 general 0
OG0003967 general 0 general 0 general 0
OG0003968 general 0 general 0 general 0
OG0003970 general 0 general 0 general 0
OG0003973 general 0 general 0 alternative 6
OG0003975 NA NA NA NA general 0
OG0003976 general 0 general 0 general 0
OG0003978 general 0 general 0 general 0
OG0003979 general 0 general 0 general 0
OG0003980 general 0 general 0 NA NA
OG0003983 general 0 general 0 general 0
OG0003984 general 0 alternative 11 general 0
OG0003985 general 0 general 0 general 0
OG0003986 general 0 general 0 general 0
OG0003987 general 0 general 0 general 0
OG0003988 general 0 alternative 0 general 0
OG0003990 general 0 general 0 general 0
OG0003991 general 0 general 0 general 0
OG0003992 general 0 alternative 4 general 0
OG0003993 general 0 general 0 general 0
OG0003994 general 0 general 0 alternative 15
OG0003995 general 0 general 0 general 0
OG0003996 general 0 general 0 general 0
OG0003997 general 0 general 0 alternative 3
OG0003998 general 0 general 0 alternative 3
OG0003999 general 0 general 0 general 0
OG0004000 general 0 general 0 general 0
OG0004001 general 0 general 0 general 0
OG0004002 alternative 14 general 0 general 0
OG0004004 general 0 general 0 general 0
OG0004005 general 0 general 0 general 0
OG0004006 general 0 general 0 general 0
OG0004007 general 0 general 0 general 0
OG0004009 general 0 general 0 alternative 16
OG0004010 general 0 general 0 general 0
OG0004011 general 0 general 0 general 0
OG0004013 NA NA NA NA NA NA
OG0004014 NA NA general 0 NA NA
OG0004015 general 0 general 0 general 0
OG0004016 general 0 general 0 general 0
OG0004017 general 0 general 0 general 0
OG0004019 general 0 general 0 general 0
OG0004020 general 0 alternative 10 general 0
OG0004021 alternative 1 general 0 general 0
OG0004022 general 0 general 0 general 0
OG0004023 general 0 general 0 general 0
OG0004024 general 0 general 0 general 0
OG0004025 general 0 general 0 general 0
OG0004026 alternative 0 alternative 0 general 0
OG0004029 general 0 general 0 general 0
OG0004030 general 0 general 0 general 0
OG0004032 general 0 general 0 general 0
OG0004033 general 0 general 0 general 0
OG0004034 general 0 general 0 general 0
OG0004035 general 0 general 0 alternative 4
OG0004036 general 0 alternative 8 general 0
OG0004037 general 0 general 0 general 0
OG0004038 general 0 general 0 general 0
OG0004039 general 0 NA NA general 0
OG0004043 general 0 general 0 general 0
OG0004044 general 0 general 0 general 0
OG0004046 NA NA general 0 NA NA
OG0004047 general 0 general 0 general 0
OG0004048 general 0 general 0 general 0
OG0004049 general 0 general 0 general 0
OG0004050 general 0 general 0 general 0
OG0004051 general 0 general 0 general 0
OG0004054 general 0 general 0 general 0
OG0004057 general 0 general 0 alternative 1
OG0004058 general 0 general 0 general 0
OG0004059 general 0 general 0 alternative 1
OG0004061 general 0 alternative 4 general 0
OG0004062 general 0 general 0 general 0
OG0004063 general 0 general 0 general 0
OG0004065 general 0 general 0 general 0
OG0004067 general 0 alternative 22 alternative 0
OG0004068 general 0 general 0 general 0
OG0004069 general 0 general 0 alternative 19
OG0004070 general 0 general 0 alternative 6
OG0004071 general 0 general 0 general 0
OG0004072 general 0 general 0 general 0
OG0004074 general 0 general 0 alternative 4
OG0004076 general 0 general 0 general 0
OG0004077 general 0 general 0 general 0
OG0004078 general 0 general 0 general 0
OG0004079 NA NA general 0 general 0
OG0004080 general 0 general 0 general 0
OG0004081 general 0 general 0 general 0
OG0004082 general 0 general 0 general 0
OG0004083 general 0 NA NA general 0
OG0004084 general 0 general 0 general 0
OG0004085 NA NA general 0 general 0
OG0004087 general 0 general 0 general 0
OG0004088 general 0 general 0 general 0
OG0004089 general 0 general 0 general 0
OG0004090 general 0 general 0 general 0
OG0004092 general 0 general 0 general 0
OG0004093 general 0 general 0 alternative 4
OG0004094 general 0 general 0 general 0
OG0004095 general 0 NA NA general 0
OG0004096 general 0 general 0 general 0
OG0004098 general 0 general 0 general 0
OG0004099 general 0 general 0 general 0
OG0004100 general 0 general 0 general 0
OG0004101 general 0 general 0 alternative 0
OG0004102 general 0 general 0 general 0
OG0004103 general 0 general 0 general 0
OG0004104 general 0 general 0 general 0
OG0004105 general 0 general 0 general 0
OG0004106 general 0 general 0 general 0
OG0004107 NA NA NA NA NA NA
OG0004108 general 0 general 0 general 0
OG0004109 general 0 general 0 general 0
OG0004110 general 0 general 0 general 0
OG0004111 general 0 general 0 general 0
OG0004112 general 0 alternative 3 general 0
OG0004114 general 0 alternative 1 general 0
OG0004115 general 0 alternative 2 alternative 11
OG0004116 general 0 general 0 general 0
OG0004117 general 0 alternative 0 general 0
OG0004121 alternative 3 general 0 general 0
OG0004122 general 0 general 0 general 0
OG0004123 alternative 5 general 0 alternative 0
OG0004124 alternative 1 general 0 alternative 2
OG0004125 general 0 general 0 general 0
OG0004126 general 0 general 0 general 0
OG0004128 general 0 general 0 general 0
OG0004129 general 0 general 0 general 0
OG0004131 general 0 general 0 general 0
OG0004132 general 0 general 0 general 0
OG0004133 alternative 0 general 0 general 0
OG0004134 general 0 general 0 general 0
OG0004136 general 0 general 0 alternative 9
OG0004137 general 0 alternative 4 NA NA
OG0004138 general 0 general 0 alternative 0
OG0004139 general 0 general 0 general 0
OG0004140 general 0 general 0 general 0
OG0004141 alternative 9 general 0 general 0
OG0004142 general 0 general 0 general 0
OG0004143 general 0 general 0 general 0
OG0004144 general 0 alternative 8 general 0
OG0004146 general 0 general 0 general 0
OG0004148 alternative 0 general 0 alternative 5
OG0004150 general 0 general 0 general 0
OG0004153 general 0 general 0 general 0
OG0004154 general 0 alternative 9 general 0
OG0004155 general 0 general 0 general 0
OG0004157 general 0 alternative 11 general 0
OG0004159 general 0 general 0 general 0
OG0004160 general 0 general 0 general 0
OG0004161 alternative 5 NA NA general 0
OG0004162 general 0 general 0 general 0
OG0004163 general 0 general 0 general 0
OG0004164 general 0 general 0 general 0
OG0004165 general 0 general 0 general 0
OG0004166 general 0 alternative 6 general 0
OG0004167 general 0 general 0 general 0
OG0004168 general 0 general 0 general 0
OG0004169 general 0 alternative 12 general 0
OG0004170 general 0 general 0 general 0
OG0004171 NA NA general 0 NA NA
OG0004173 general 0 general 0 alternative 5
OG0004174 general 0 general 0 general 0
OG0004175 general 0 general 0 general 0
OG0004176 general 0 alternative 2 general 0
OG0004178 general 0 general 0 alternative 0
OG0004179 general 0 general 0 alternative 6
OG0004180 general 0 general 0 general 0
OG0004181 general 0 general 0 general 0
OG0004182 general 0 general 0 general 0
OG0004183 general 0 general 0 general 0
OG0004184 general 0 NA NA general 0
OG0004186 general 0 general 0 general 0
OG0004187 general 0 general 0 general 0
OG0004189 general 0 general 0 general 0
OG0004191 general 0 alternative 18 general 0
OG0004192 general 0 general 0 general 0
OG0004193 general 0 alternative 6 general 0
OG0004194 general 0 general 0 alternative 10
OG0004195 general 0 general 0 alternative 0
OG0004196 general 0 general 0 alternative 3
OG0004197 general 0 alternative 15 general 0
OG0004198 general 0 general 0 general 0
OG0004199 general 0 general 0 general 0
OG0004200 general 0 general 0 general 0
OG0004201 general 0 general 0 general 0
OG0004203 general 0 alternative 0 general 0
OG0004205 general 0 general 0 general 0
OG0004207 general 0 alternative 3 general 0
OG0004208 general 0 general 0 general 0
OG0004209 general 0 general 0 alternative 6
OG0004210 general 0 general 0 general 0
OG0004211 general 0 general 0 general 0
OG0004212 general 0 general 0 general 0
OG0004213 general 0 general 0 general 0
OG0004214 alternative 1 general 0 alternative 1
OG0004215 general 0 general 0 general 0
OG0004217 NA NA general 0 alternative 2
OG0004219 general 0 general 0 general 0
OG0004220 general 0 general 0 general 0
OG0004221 general 0 general 0 general 0
OG0004222 general 0 alternative 4 alternative 0
OG0004223 general 0 general 0 general 0
OG0004224 general 0 general 0 general 0
OG0004225 alternative 4 general 0 general 0
OG0004226 general 0 general 0 general 0
OG0004227 general 0 general 0 alternative 4
OG0004228 general 0 general 0 general 0
OG0004230 general 0 general 0 general 0
OG0004231 general 0 general 0 general 0
OG0004232 alternative 16 general 0 alternative 1
OG0004233 alternative 0 general 0 general 0
OG0004234 general 0 general 0 general 0
OG0004235 general 0 general 0 general 0
OG0004236 general 0 general 0 alternative 12
OG0004237 general 0 general 0 alternative 33
OG0004238 general 0 general 0 alternative 3
OG0004239 general 0 general 0 alternative 3
OG0004240 alternative 1 general 0 alternative 2
OG0004241 alternative 6 general 0 general 0
OG0004242 general 0 alternative 6 general 0
OG0004243 general 0 general 0 general 0
OG0004244 general 0 general 0 general 0
OG0004245 alternative 17 general 0 general 0
OG0004246 general 0 general 0 general 0
OG0004247 general 0 general 0 general 0
OG0004249 general 0 general 0 general 0
OG0004250 general 0 general 0 general 0
OG0004251 general 0 general 0 general 0
OG0004252 general 0 general 0 general 0
OG0004253 NA NA general 0 general 0
OG0004255 general 0 alternative 0 general 0
OG0004257 general 0 general 0 general 0
OG0004258 general 0 general 0 general 0
OG0004259 general 0 alternative 1 general 0
OG0004260 general 0 alternative 17 general 0
OG0004261 general 0 general 0 general 0
OG0004262 general 0 general 0 general 0
OG0004263 general 0 general 0 alternative 5
OG0004264 general 0 general 0 alternative 22
OG0004267 general 0 general 0 general 0
OG0004269 general 0 general 0 general 0
OG0004270 general 0 general 0 general 0
OG0004272 general 0 general 0 general 0
OG0004273 general 0 general 0 general 0
OG0004274 general 0 general 0 general 0
OG0004275 general 0 general 0 general 0
OG0004276 general 0 general 0 general 0
OG0004277 general 0 general 0 general 0
OG0004278 alternative 24 general 0 general 0
OG0004280 general 0 general 0 general 0
OG0004281 general 0 general 0 general 0
OG0004282 general 0 general 0 general 0
OG0004285 general 0 general 0 NA NA
OG0004286 general 0 alternative 0 alternative 4
OG0004288 general 0 general 0 general 0
OG0004289 general 0 general 0 general 0
OG0004292 general 0 general 0 general 0
OG0004293 general 0 general 0 general 0
OG0004294 general 0 general 0 alternative 7
OG0004295 general 0 general 0 general 0
OG0004298 general 0 general 0 general 0
OG0004299 general 0 general 0 general 0
OG0004300 general 0 alternative 4 general 0
OG0004301 general 0 general 0 alternative 7
OG0004302 general 0 general 0 general 0
OG0004306 general 0 general 0 general 0
OG0004307 general 0 general 0 general 0
OG0004308 general 0 general 0 general 0
OG0004310 general 0 general 0 general 0
OG0004312 general 0 general 0 general 0
OG0004313 general 0 general 0 general 0
OG0004314 general 0 general 0 general 0
OG0004315 general 0 general 0 alternative 8
OG0004316 general 0 general 0 general 0
OG0004317 general 0 general 0 alternative 4
OG0004320 general 0 general 0 general 0
OG0004321 general 0 general 0 general 0
OG0004322 general 0 general 0 general 0
OG0004323 general 0 general 0 general 0
OG0004326 general 0 general 0 general 0
OG0004327 general 0 general 0 alternative 0
OG0004328 alternative 0 general 0 alternative 10
OG0004329 general 0 general 0 general 0
OG0004330 general 0 general 0 general 0
OG0004332 general 0 general 0 general 0
OG0004333 general 0 general 0 general 0
OG0004334 general 0 general 0 alternative 23
OG0004335 general 0 general 0 alternative 1
OG0004336 alternative 4 alternative 1 general 0
OG0004337 general 0 general 0 general 0
OG0004338 general 0 general 0 general 0
OG0004339 general 0 general 0 general 0
OG0004340 general 0 general 0 general 0
OG0004341 general 0 general 0 general 0
OG0004342 general 0 general 0 general 0
OG0004343 general 0 general 0 general 0
OG0004344 general 0 general 0 NA NA
OG0004345 general 0 general 0 general 0
OG0004346 general 0 general 0 general 0
OG0004347 general 0 general 0 general 0
OG0004348 general 0 general 0 general 0
OG0004349 general 0 general 0 general 0
OG0004351 NA NA general 0 NA NA
OG0004352 general 0 general 0 general 0
OG0004353 alternative 12 alternative 7 general 0
OG0004355 general 0 general 0 alternative 5
OG0004357 general 0 general 0 general 0
OG0004358 general 0 general 0 general 0
OG0004359 general 0 general 0 general 0
OG0004361 general 0 general 0 general 0
OG0004362 general 0 general 0 general 0
OG0004363 NA NA general 0 general 0
OG0004364 general 0 general 0 general 0
OG0004366 general 0 general 0 general 0
OG0004368 general 0 general 0 general 0
OG0004369 alternative 1 general 0 general 0
OG0004370 general 0 NA NA general 0
OG0004371 general 0 alternative 7 general 0
OG0004374 general 0 general 0 general 0
OG0004375 general 0 general 0 general 0
OG0004377 general 0 general 0 general 0
OG0004378 general 0 general 0 general 0
OG0004379 NA NA general 0 general 0
OG0004380 alternative 0 general 0 general 0
OG0004381 general 0 general 0 general 0
OG0004382 general 0 general 0 general 0
OG0004383 alternative 2 general 0 alternative 4
OG0004384 general 0 general 0 general 0
OG0004385 general 0 NA NA general 0
OG0004386 general 0 NA NA general 0
OG0004387 alternative 1 general 0 general 0
OG0004388 general 0 NA NA general 0
OG0004389 general 0 general 0 general 0
OG0004390 general 0 general 0 alternative 8
OG0004391 general 0 general 0 general 0
OG0004392 alternative 0 general 0 general 0
OG0004393 general 0 general 0 general 0
OG0004394 general 0 general 0 general 0
OG0004395 general 0 general 0 general 0
OG0004396 alternative 0 general 0 alternative 0
OG0004397 alternative 0 general 0 general 0
OG0004399 general 0 general 0 general 0
OG0004400 general 0 general 0 general 0
OG0004401 general 0 general 0 general 0
OG0004402 general 0 general 0 general 0
OG0004403 general 0 general 0 general 0
OG0004404 general 0 general 0 general 0
OG0004405 general 0 general 0 general 0
OG0004406 general 0 NA NA general 0
OG0004407 general 0 general 0 general 0
OG0004408 general 0 general 0 general 0
OG0004409 alternative 1 alternative 2 general 0
OG0004410 alternative 2 general 0 general 0
OG0004411 general 0 general 0 general 0
OG0004412 general 0 alternative 3 alternative 8
OG0004413 general 0 general 0 general 0
OG0004414 general 0 general 0 general 0
OG0004416 general 0 general 0 general 0
OG0004417 general 0 general 0 general 0
OG0004418 general 0 alternative 22 general 0
OG0004419 alternative 2 general 0 alternative 0
OG0004420 general 0 general 0 alternative 2
OG0004421 alternative 1 NA NA general 0
OG0004422 general 0 general 0 general 0
OG0004423 general 0 general 0 general 0
OG0004426 general 0 alternative 2 general 0
OG0004427 general 0 general 0 general 0
OG0004428 alternative 12 general 0 general 0
OG0004429 general 0 general 0 alternative 60
OG0004431 general 0 general 0 general 0
OG0004432 general 0 general 0 general 0
OG0004433 general 0 general 0 general 0
OG0004434 general 0 alternative 11 general 0
OG0004435 general 0 general 0 general 0
OG0004436 general 0 general 0 general 0
OG0004438 general 0 NA NA general 0
OG0004439 general 0 NA NA alternative 5
OG0004440 general 0 general 0 general 0
OG0004441 general 0 NA NA general 0
OG0004442 general 0 general 0 alternative 0
OG0004443 general 0 general 0 general 0
OG0004444 general 0 general 0 general 0
OG0004446 general 0 general 0 general 0
OG0004447 general 0 general 0 general 0
OG0004448 general 0 general 0 general 0
OG0004449 general 0 general 0 general 0
OG0004450 general 0 alternative 6 alternative 5
OG0004451 general 0 general 0 NA NA
OG0004452 general 0 alternative 4 general 0
OG0004453 general 0 general 0 general 0
OG0004454 general 0 general 0 general 0
OG0004455 general 0 general 0 general 0
OG0004457 alternative 5 general 0 general 0
OG0004458 general 0 NA NA general 0
OG0004460 general 0 general 0 general 0
OG0004461 general 0 general 0 general 0
OG0004462 general 0 general 0 general 0
OG0004463 general 0 general 0 general 0
OG0004464 general 0 general 0 general 0
OG0004465 general 0 general 0 NA NA
OG0004466 general 0 general 0 general 0
OG0004467 general 0 general 0 general 0
OG0004468 general 0 alternative 7 general 0
OG0004469 general 0 general 0 general 0
OG0004471 general 0 general 0 general 0
OG0004473 general 0 general 0 general 0
OG0004474 general 0 general 0 general 0
OG0004475 general 0 general 0 general 0
OG0004476 general 0 general 0 alternative 5
OG0004477 alternative 0 general 0 alternative 0
OG0004479 general 0 general 0 general 0
OG0004480 general 0 general 0 general 0
OG0004481 general 0 general 0 alternative 1
OG0004482 general 0 general 0 general 0
OG0004483 general 0 alternative 3 alternative 9
OG0004484 alternative 5 general 0 alternative 2
OG0004485 general 0 general 0 alternative 1
OG0004486 general 0 general 0 general 0
OG0004487 general 0 general 0 general 0
OG0004488 general 0 general 0 alternative 17
OG0004490 general 0 alternative 17 general 0
OG0004491 general 0 general 0 general 0
OG0004493 general 0 general 0 general 0
OG0004494 general 0 general 0 general 0
OG0004495 general 0 general 0 general 0
OG0004496 general 0 general 0 general 0
OG0004499 general 0 general 0 alternative 0
OG0004502 general 0 general 0 alternative 12
OG0004503 general 0 general 0 general 0
OG0004504 general 0 general 0 general 0
OG0004505 general 0 general 0 general 0
OG0004506 general 0 general 0 general 0
OG0004507 alternative 0 general 0 alternative 1
OG0004508 general 0 general 0 general 0
OG0004510 general 0 general 0 general 0
OG0004511 general 0 general 0 general 0
OG0004512 general 0 general 0 general 0
OG0004513 general 0 general 0 general 0
OG0004515 general 0 general 0 general 0
OG0004516 general 0 general 0 general 0
OG0004517 general 0 general 0 general 0
OG0004518 general 0 general 0 alternative 0
OG0004519 general 0 general 0 alternative 15
OG0004520 general 0 general 0 general 0
OG0004521 general 0 general 0 general 0
OG0004522 general 0 general 0 general 0
OG0004524 general 0 alternative 9 general 0
OG0004525 general 0 general 0 general 0
OG0004526 general 0 alternative 17 general 0
OG0004527 general 0 general 0 general 0
OG0004528 general 0 general 0 alternative 0
OG0004529 general 0 general 0 general 0
OG0004530 general 0 alternative 17 general 0
OG0004531 general 0 general 0 alternative 3
OG0004533 general 0 general 0 general 0
OG0004534 general 0 NA NA general 0
OG0004535 general 0 general 0 general 0
OG0004537 general 0 general 0 alternative 9
OG0004538 general 0 general 0 general 0
OG0004539 general 0 general 0 alternative 6
OG0004540 general 0 general 0 general 0
OG0004542 general 0 NA NA general 0
OG0004544 general 0 general 0 general 0
OG0004545 general 0 general 0 general 0
OG0004546 general 0 general 0 general 0
OG0004547 general 0 general 0 general 0
OG0004548 general 0 general 0 general 0
OG0004549 general 0 general 0 general 0
OG0004550 general 0 NA NA general 0
OG0004551 general 0 alternative 11 general 0
OG0004552 general 0 general 0 general 0
OG0004555 general 0 general 0 general 0
OG0004556 general 0 general 0 general 0
OG0004558 general 0 general 0 general 0
OG0004559 general 0 alternative 2 alternative 7
OG0004560 general 0 general 0 general 0
OG0004561 general 0 alternative 0 general 0
OG0004563 general 0 general 0 general 0
OG0004564 general 0 general 0 general 0
OG0004565 general 0 general 0 general 0
OG0004566 general 0 general 0 general 0
OG0004567 NA NA NA NA NA NA
OG0004568 general 0 general 0 general 0
OG0004569 general 0 general 0 general 0
OG0004570 general 0 general 0 general 0
OG0004571 general 0 general 0 general 0
OG0004572 general 0 general 0 general 0
OG0004573 general 0 general 0 general 0
OG0004574 general 0 general 0 general 0
OG0004575 general 0 general 0 alternative 2
OG0004576 general 0 alternative 1 alternative 14
OG0004577 general 0 alternative 2 general 0
OG0004578 general 0 general 0 general 0
OG0004579 general 0 general 0 general 0
OG0004580 general 0 general 0 general 0
OG0004581 general 0 general 0 general 0
OG0004582 general 0 general 0 general 0
OG0004583 general 0 general 0 general 0
OG0004584 general 0 general 0 general 0
OG0004585 general 0 general 0 general 0
OG0004587 general 0 general 0 general 0
OG0004588 NA NA general 0 general 0
OG0004589 general 0 general 0 general 0
OG0004590 general 0 general 0 general 0
OG0004592 general 0 alternative 1 general 0
OG0004593 general 0 general 0 alternative 14
OG0004594 general 0 general 0 general 0
OG0004595 general 0 general 0 general 0
OG0004596 general 0 general 0 general 0
OG0004597 general 0 general 0 general 0
OG0004599 general 0 general 0 general 0
OG0004600 general 0 general 0 general 0
OG0004601 alternative 5 general 0 general 0
OG0004603 general 0 general 0 alternative 9
OG0004604 general 0 general 0 general 0
OG0004605 general 0 general 0 general 0
OG0004606 general 0 general 0 general 0
OG0004607 general 0 general 0 alternative 3
OG0004608 alternative 19 general 0 NA NA
OG0004609 general 0 general 0 alternative 0
OG0004610 alternative 44 general 0 general 0
OG0004612 general 0 general 0 general 0
OG0004613 general 0 general 0 general 0
OG0004616 general 0 general 0 general 0
OG0004618 general 0 general 0 general 0
OG0004619 general 0 general 0 alternative 10
OG0004621 general 0 general 0 general 0
OG0004622 general 0 alternative 0 alternative 0
OG0004623 general 0 general 0 alternative 3
OG0004625 general 0 general 0 general 0
OG0004628 general 0 general 0 general 0
OG0004629 general 0 general 0 general 0
OG0004630 general 0 alternative 21 general 0
OG0004631 general 0 general 0 general 0
OG0004633 general 0 general 0 general 0
OG0004634 general 0 general 0 general 0
OG0004635 general 0 general 0 general 0
OG0004637 general 0 general 0 general 0
OG0004638 general 0 general 0 general 0
OG0004639 general 0 general 0 general 0
OG0004640 general 0 alternative 2 general 0
OG0004641 general 0 general 0 general 0
OG0004642 general 0 general 0 general 0
OG0004643 general 0 general 0 general 0
OG0004644 general 0 general 0 general 0
OG0004645 general 0 general 0 general 0
OG0004646 general 0 general 0 general 0
OG0004647 general 0 general 0 general 0
OG0004648 general 0 alternative 13 alternative 8
OG0004649 general 0 general 0 general 0
OG0004650 general 0 general 0 general 0
OG0004651 general 0 general 0 alternative 2
OG0004652 alternative 9 general 0 general 0
OG0004653 alternative 6 general 0 general 0
OG0004654 general 0 general 0 alternative 1
OG0004656 general 0 alternative 3 general 0
OG0004658 general 0 general 0 general 0
OG0004659 general 0 general 0 general 0
OG0004661 general 0 general 0 general 0
OG0004662 general 0 general 0 alternative 9
OG0004663 general 0 general 0 alternative 2
OG0004664 general 0 general 0 general 0
OG0004665 general 0 general 0 general 0
OG0004666 general 0 general 0 alternative 1
OG0004668 alternative 1 general 0 general 0
OG0004669 alternative 20 general 0 general 0
OG0004670 general 0 general 0 general 0
OG0004671 general 0 alternative 14 alternative 10
OG0004672 general 0 alternative 7 alternative 0
OG0004673 general 0 general 0 general 0
OG0004674 general 0 general 0 general 0
OG0004675 general 0 general 0 general 0
OG0004676 general 0 general 0 general 0
OG0004678 general 0 general 0 general 0
OG0004679 general 0 general 0 general 0
OG0004681 general 0 general 0 general 0
OG0004682 general 0 alternative 4 general 0
OG0004683 alternative 16 general 0 general 0
OG0004684 general 0 general 0 general 0
OG0004685 general 0 alternative 11 alternative 6
OG0004687 general 0 NA NA general 0
OG0004688 general 0 alternative 11 general 0
OG0004690 general 0 general 0 alternative 0
OG0004691 general 0 general 0 general 0
OG0004692 general 0 general 0 general 0
OG0004693 general 0 general 0 general 0
OG0004694 general 0 general 0 general 0
OG0004696 general 0 general 0 general 0
OG0004697 general 0 general 0 general 0
OG0004698 general 0 general 0 alternative 22
OG0004701 general 0 general 0 general 0
OG0004703 general 0 NA NA general 0
OG0004705 general 0 general 0 general 0
OG0004706 general 0 general 0 general 0
OG0004707 general 0 general 0 general 0
OG0004708 general 0 general 0 general 0
OG0004709 alternative 9 general 0 general 0
OG0004710 general 0 general 0 alternative 1
OG0004711 general 0 general 0 general 0
OG0004712 general 0 general 0 general 0
OG0004713 general 0 general 0 general 0
OG0004714 general 0 general 0 general 0
OG0004715 general 0 alternative 1 alternative 0
OG0004716 general 0 alternative 12 general 0
OG0004717 alternative 0 general 0 general 0
OG0004718 general 0 general 0 general 0
OG0004719 general 0 general 0 NA NA
OG0004720 general 0 general 0 alternative 8
OG0004723 general 0 general 0 general 0
OG0004724 general 0 general 0 general 0
OG0004726 alternative 4 general 0 alternative 3
OG0004727 general 0 alternative 14 general 0
OG0004728 general 0 general 0 general 0
OG0004729 general 0 general 0 general 0
OG0004730 general 0 NA NA general 0
OG0004731 general 0 general 0 general 0
OG0004732 alternative 1 general 0 general 0
OG0004734 general 0 alternative 0 general 0
