OG BAT_W-S BAT_S-W BRO_W-S BRO_S-W BGM_W-S BGM_S-W BGC_BAT BGC_BAT_pval BGC_BRO BGC_BRO_pval BGC_BGM BGC_BGM_pval ENC_BAT ENC_BRO ENC_BGM SCUO_BAT SCUO_BRO SCUO_BGM MILC_BAT MILC_BRO MILC_BGM BAT_4FDS BRO_4FDS BGM_4FDS
OG0003148 1.07632 5.768872 2.586811 2.297471 0.2008146 1.324052 NA 0.9954207 NA 0.6741943 NA 0.9954208 32.33229 32.19683 36.12445 0.4601122 0.4674506 0.4601122 0.4024275 0.4507331 0.4024275 0.9166667 0.9047619 0.9047619
OG0003151 11.57865 13.26027 50.58488 36.53083 6.231289 6.061574 NA 0.9999489 NA 0.04389534 NA 0.8000158 35.03278 33.20597 34.01535 0.4778832 0.4835687 0.4778832 0.508749 0.5163098 0.508749 0.9259259 0.9444444 0.9259259
OG0003152 2.696396 2.136761 17.54001 5.657022 2.350278 9.074133 NA 0.6678028 NA 0.006040024 NA 0.9865176 48.60172 51.76576 50.14178 0.146574 0.1635298 0.146574 0.4436283 0.4507905 0.4436283 0.8349515 0.815534 0.8252427
OG0003153 1.020096 3.127874 2.983527 4.490733 5.563603 1.070809 NA 0.9997695 NA 0.9997695 NA 0.04499148 61 61 61 0.1014289 0.09483418 0.1014289 0.3740319 0.3505277 0.3740319 0.6530612 0.6734694 0.6734694
OG0003154 1.560575 4.026377 30.76521 9.688791 0.3777919 3.907115 NA 0.9999928 1.393818 0.0001269744 NA 0.9999929 31.52999 29.75155 32.58785 0.5221689 0.568633 0.5221689 0.4037108 0.4435166 0.4037108 0.975 0.925 0.975
OG0003156 0.192876 1.116036 12.00338 3.836893 1.542198 5.435317 NA 0.9995635 NA 0.01811632 NA 0.9995635 53.95189 53.81229 56.50803 0.1173389 0.1460363 0.1173389 0.4137816 0.4246401 0.4137816 0.7572816 0.7475728 0.7475728
OG0003157 30.95452 30.51164 2.75049 5.773566 -7.274633e-15 3.325162e-14 NA 0.9998818 NA 0.9998818 NA 0.9998817 42.12221 32.08342 31.56645 0.6919829 0.6826764 0.6919829 0.3640031 0.3371738 0.3640031 0.85 0.9 1
OG0003159 1.573584 4.302436 6.303297 2.098887 1.022749 2.837328 NA 0.9992053 NA 0.1106089 NA 0.9995755 40.52321 37.37639 38.54038 0.3678732 0.3896923 0.3678732 0.4319336 0.4325297 0.4319336 0.8493151 0.890411 0.9041096
OG0003160 13.24459 12.06784 18.70636 20.36778 5.882757 3.769243 NA 0.5947803 NA 0.9456778 NA 0.3567605 32.49901 31.95838 31.67668 0.5337907 0.5175721 0.5337907 0.5107146 0.510232 0.5107146 0.9142012 0.9142012 0.9260355
OG0003161 1.362726 6.246961 12.64345 11.55592 3.207035 3.084373 NA 0.9998719 NA 0.9343664 NA 0.9998734 49.2324 48.03962 49.63313 0.08041405 0.08638173 0.08041405 0.4512171 0.4554848 0.4512171 0.6 0.5894737 0.5894737
OG0003162 4.277909 2.097437 52.28913 64.551 4.921539 4.409722 NA 0.2833029 NA 0.999517 NA 0.7386905 38.96147 40.95894 40.03474 0.3199936 0.3117209 0.3199936 0.4350948 0.4554872 0.4350948 0.8476821 0.807947 0.8609272
OG0003163 6.50096 7.439403 14.92219 11.86779 4.003665 6.276394 NA 0.9998416 NA 0.2816032 NA 0.9997985 32.76576 32.06986 30.38462 0.6090604 0.5667647 0.6090604 0.4998444 0.4372138 0.4998444 0.96875 0.96875 0.9375
OG0003165 2.852707 5.00169 30.21233 17.14934 2.525851 8.997884 NA 0.9990855 NA 0.02705373 NA 0.9990857 34.4623 33.34652 34.33286 0.4174204 0.4511976 0.4174204 0.451094 0.4976027 0.451094 0.8723404 0.8794326 0.8439716
OG0003166 3.327622 4.267716 10.3581 7.673713 0.5935074 3.441438 NA 1 NA 1 NA 1 56.48398 56.19948 56.81349 0.09937319 0.1117119 0.09937319 0.4015673 0.4194824 0.4015673 0.5111111 0.5185185 0.4962963
OG0003169 2.758992 1.368771 22.21409 3.06465 4.075164 2.925721 NA 0.3974479 1.888751 2.905682e-05 NA 0.5846646 61 56.26417 61 0.08973623 0.1270646 0.08973623 0.3899595 0.4451668 0.3899595 0.5063291 0.5822785 0.4936709
OG0003170 1.225454 5.936677 8.452069 13.66827 1.128386 7.843206 NA 0.9837449 NA 0.9837451 NA 0.983745 43.57614 41.91215 43.87706 0.2463338 0.2836917 0.2463338 0.4491276 0.4643667 0.4491276 0.8229167 0.8333333 0.8125
OG0003172 2.991104 5.063822 13.99674 3.255115 1.539598 6.280748 NA 0.9999558 NA 0.005710898 NA 0.9999557 55.62467 52.09636 53.7033 0.100817 0.1067245 0.100817 0.4351643 0.4330398 0.4351643 0.6530612 0.6836735 0.6428571
OG0003174 1.95586 2.801477 5.268346 6.077068 21.66196 14.38406 NA 0.9999937 NA 0.9999937 NA 0.1797868 57.7853 56.81857 57.59296 0.05424509 0.07069876 0.05424509 0.4421317 0.4417493 0.4421317 0.6020408 0.5918367 0.6020408
OG0003175 4.367721 15.89781 50.60847 20.2261 1.20047 11.72946 NA 0.9999806 0.992808 8.864847e-05 NA 0.9999593 42.20872 40.00345 42.16382 0.235987 0.2762124 0.235987 0.4587281 0.4735388 0.4587281 0.8556701 0.8453608 0.8247423
OG0003176 8.74389 4.325763 33.4004 17.28802 10.11334 8.098411 NA 0.07525392 NA 0.002229286 NA 0.4249482 53.35361 52.02118 52.97776 0.1043302 0.1045169 0.1043302 0.4420866 0.4777894 0.4420866 0.5737705 0.704918 0.5901639
OG0003177 13.82277 22.55876 7.943027 5.156219 3.946285 1.878736 NA 0.9999603 NA 0.2358742 NA 0.1748044 44.08043 29.84265 29.2758 0.5525378 0.5385417 0.5525378 0.450258 0.4734733 0.450258 0.7692308 0.8461538 0.7948718
OG0003178 7.667156 4.377022 13.71275 10.69416 5.610354 6.590955 NA 0.1062067 NA 0.3151387 NA 0.9994688 35.5553 35.08767 35.85354 0.4629472 0.4578023 0.4629472 0.4961408 0.4906128 0.4961408 0.9268293 0.902439 0.9146341
OG0003179 8.080902 5.99289 14.55931 31.66263 5.870745 10.53018 NA 0.4569725 NA 0.994881 NA 0.9948811 34.64666 35.14017 34.61966 0.3952827 0.4157608 0.3952827 0.4391284 0.4442137 0.4391284 0.9069767 0.9069767 0.9302326
OG0003180 6.362823 22.04795 130.2664 52.85329 13.52785 32.91713 NA 0.7088129 0.9396339 1.470263e-09 NA 0.7088129 52.39888 51.32056 52.61952 0.09438102 0.09890428 0.09438102 0.483256 0.4869918 0.483256 0.7164179 0.7014925 0.6716418
OG0003182 0.08242615 2.418239 9.132187 4.995856 0.0604337 2.924103 NA 0.9984941 NA 0.1918201 NA 0.9984428 54.52807 53.6651 55.00284 0.1338541 0.154491 0.1338541 0.3440909 0.3876636 0.3440909 0.4155844 0.4675325 0.4155844
OG0003183 4.954286 11.32151 9.915634 13.05195 4.05327 12.18959 NA 0.9998297 NA 0.9998297 NA 0.9998297 53.35014 53.03656 52.89232 0.06636668 0.06571591 0.06636668 0.4694639 0.4675505 0.4694639 0.4246032 0.4126984 0.4126984
OG0003184 2.01081 3.150807 2.497983 1.037887 6.083513 7.636913 NA 0.9981003 NA 0.504702 NA 0.9981003 46.9326 46.86956 47.42086 0.1777828 0.1741246 0.1777828 0.4304592 0.4187237 0.4304592 0.202381 0.202381 0.202381
OG0003185 0.9640184 5.29119 36.00445 20.64285 3.524579 9.44329 NA 0.9989253 NA 0.005509198 NA 0.9989253 39.79081 33.44087 40.55405 0.3259837 0.5084505 0.3259837 0.4620987 0.5567925 0.4620987 0.8660714 0.9107143 0.8660714
OG0003186 1.776824 1.890696 4.635289 0.6051951 2.397836 1.528477 NA 0.9999667 NA 0.03059562 NA 0.5910422 51.37312 58.16913 57.48971 0.1139703 0.08636091 0.1139703 0.3808173 0.4045258 0.3808173 0.29 0.3 0.29
OG0003187 0.913717 2.085485 5.31445 4.480924 0.7581368 0.0211403 NA 0.9967059 NA 0.7218931 NA 0.2279894 57.46263 55.383 55.05384 0.2224107 0.2164222 0.2224107 0.3421508 0.3264825 0.3421508 0.7241379 0.7068966 0.7068966
OG0003188 0.3160778 0.8547958 10.81241 2.701438 0.3904588 5.279487 NA 0.9988704 NA 0.01404091 NA 0.9988704 47.28209 44.15477 47.06218 0.2565977 0.3057065 0.2565977 0.4141196 0.437851 0.4141196 0.7538462 0.8153846 0.7692308
OG0003189 1.00399 0.02786751 4.210506 4.268269 1.059452 1.090826 NA 0.212595 NA 1 NA 1 51.83694 50.27039 50.38027 0.2048502 0.2469184 0.2048502 0.2881546 0.2945029 0.2881546 0.28 0.28 0.24
OG0003190 0.9641799 0.5972512 13.25247 7.007111 0.0605986 3.815242 NA 0.6276201 NA 0.08629342 NA 0.9998268 44.78997 44.09279 45.23531 0.2589766 0.2950106 0.2589766 0.4275751 0.4642846 0.4275751 0.7372881 0.7711864 0.7542373
OG0003194 9.586261 13.53807 21.65618 11.56593 37.8294 44.83899 NA 0.9998148 1.792022 0.0007630922 NA 0.9997775 40.32238 36.209 38.56486 0.4118861 0.4846078 0.4118861 0.5479866 0.6428658 0.5479866 0.8533333 0.8666667 0.88
OG0003195 1.399574 4.333928 55.51898 46.71202 3.463839 3.477196 NA 1 NA 1 NA 0.9048905 49.42993 44.54719 48.08416 0.2277392 0.2596783 0.2277392 0.4482344 0.5002347 0.4482344 0.7549669 0.8278146 0.7748344
OG0003196 8.989176 19.01181 69.75967 33.90767 5.177059 13.60009 NA 1 1.000921 1.023195e-05 NA 1 54.55565 50.30077 54.29071 0.0782242 0.1091374 0.0782242 0.4750998 0.4903512 0.4750998 0.6302817 0.6866197 0.6267606
OG0003197 2.586278 2.899815 5.072333 5.15039 2.695803 4.035634 NA 0.9229557 NA 0.664681 NA 0.9994433 32.41328 29.78162 29.82287 0.6383269 0.5996138 0.6383269 0.3808043 0.5031384 0.3808043 1 1 1
OG0003198 0.1123108 2.082766 13.66522 8.764817 2.34154 0.2428232 NA 0.9994926 NA 0.2449675 NA 0.0550028 54.68073 53.7858 50.15422 0.1816911 0.09813427 0.1816911 0.4471051 0.4182818 0.4471051 0.6666667 0.7301587 0.6984127
OG0003200 62.30641 79.08929 202.7147 242.9997 81.43136 119.9766 NA 0.9998983 NA 0.9998982 NA 0.9998981 57.3159 57.66298 57.82633 0.02742401 0.02955737 0.02742401 0.4994187 0.4942836 0.4994187 0.815534 0.8106796 0.8009709
OG0003201 0.7250419 1.739338 9.072191 6.018597 2.010813 0.9572191 NA 0.999722 NA 0.41542 NA 0.4899292 59.28386 60.53354 59.85925 0.06681788 0.06295434 0.06681788 0.4072035 0.4144035 0.4072035 0.4563107 0.4660194 0.4563107
OG0003205 8.174518 7.901832 27.92184 21.53594 9.583168 11.53622 NA 1 NA 0.2548573 NA 1 39.56227 40.05485 39.782 0.322523 0.3333871 0.322523 0.4686852 0.4779854 0.4686852 0.7857143 0.8214286 0.797619
OG0003207 1.191806 2.14656 5.050481 8.057617 5.063696 6.070992 NA 0.9999386 NA 0.9999385 NA 0.9999385 53.16188 52.78463 52.85079 0.1105151 0.1181004 0.1105151 0.4177822 0.4192943 0.4177822 0.3492063 0.3650794 0.3571429
OG0003208 0.01527882 1.172409 8.030654 9.494287 1.5274 3.991032 NA 0.9861218 NA 0.9861218 NA 0.9861218 60.49761 61 60.19575 0.04879128 0.03983274 0.04879128 0.4280382 0.4255056 0.4280382 0.4201183 0.4378698 0.4201183
OG0003209 2.196583 3.148561 2.342108 8.240589 1.147609 1.085488 NA 0.995955 NA 0.9959555 NA 0.8852069 28.62795 31.27839 27.72777 0.7563835 0.6854345 0.7563835 0.2950664 0.3066379 0.2950664 1 0.9512195 1
OG0003210 1.921081 2.046742 10.14564 5.251477 1.987179 5.108885 NA 0.9997065 NA 0.1769621 NA 0.9996252 56.50586 57.62816 56.99438 0.07395082 0.06810568 0.07395082 0.4310389 0.4416627 0.4310389 0.5795455 0.5965909 0.5681818
OG0003211 4.625398 4.045096 12.59995 2.056885 0.08742707 6.505889 NA 0.8226097 NA 0.001126689 NA 1 40.1445 38.5712 41.7806 0.3281274 0.388113 0.3281274 0.3943849 0.4140234 0.3943849 0.9736842 0.9473684 0.9473684
OG0003213 0.6217245 7.09556 21.26213 5.198324 19.10411 32.48846 NA 0.999545 2.014134 8.061683e-05 NA 0.999545 50.1996 45.18105 61 0.1745716 0.2145037 0.1745716 0.4732948 0.4505456 0.4732948 0.5744681 0.6170213 0.5319149
OG0003214 2.190988 7.119971 25.9972 22.18478 9.029755 6.8637 NA 1 NA 0.2154008 NA 0.2217922 30.96821 40.4934 30.38176 0.6881858 0.2803451 0.6881858 0.525507 0.4939774 0.525507 0.9333333 0.9333333 1
OG0003215 2.369161 2.828331 9.66309 0.09079226 2.976394 4.404097 NA 0.9996501 3.97159 0.0002944548 NA 0.999649 46.87413 57.93843 59.01149 0.1125341 0.1294047 0.1125341 0.3848921 0.4088451 0.3848921 0.7627119 0.8135593 0.7966102
OG0003217 1.392113 9.968602 43.89882 12.05671 5.38678 3.544664 NA 0.9996598 1.243058 2.546218e-06 NA 0.3862348 41.44905 38.11481 39.88429 0.2972704 0.355972 0.2972704 0.5040902 0.5470743 0.5040902 0.8721805 0.9097744 0.8909774
OG0003218 1.262467 4.082951 15.64834 15.62147 1.199363 10.01531 NA 0.9997754 NA 0.9669408 NA 0.9997758 58.7914 59.29582 58.96094 0.06216287 0.05323824 0.06216287 0.4156358 0.4163427 0.4156358 0.4571429 0.4714286 0.4
OG0003221 4.598828 10.62593 8.407323 20.58763 5.059579 6.23989 NA 1 NA 1 NA 1 54.31757 54.3831 53.71482 0.09714092 0.09482277 0.09714092 0.4633944 0.4604451 0.4633944 0.6355422 0.6144578 0.626506
OG0003223 4.0909 10.62438 31.1519 20.97269 0.02666363 0.04064768 NA 0.9996066 NA 0.02654473 NA 0.9996066 50.94781 36.87609 56.26745 0.1516326 0.3922595 0.1516326 0.3906544 0.7426284 0.3906544 0 1 0
OG0003224 6.520488 16.53113 87.93778 67.25529 18.99634 25.69421 NA 0.9985325 NA 0.008849807 NA 0.9985324 57.20882 45.74986 56.76207 0.0396686 0.1808852 0.0396686 0.4844352 0.592742 0.4844352 0.8108108 0.8108108 0.8378378
OG0003225 2.504662 2.9946 8.435911 8.502908 3.652189 3.640492 NA 0.9996834 NA 0.9712979 NA 0.9598815 60.46307 58.55527 59.63167 0.1753741 0.07917565 0.1753741 0.4485761 0.4267602 0.4485761 0.5 0.5 0.5
OG0003226 12.82013 22.7713 36.61876 21.08884 3.410871 3.797567 NA 0.9997837 NA 0.002097538 NA 0.9997922 56.19209 38.10244 39.31599 0.2954673 0.3196157 0.2954673 0.6001041 0.6314599 0.6001041 0.8412698 0.8571429 0.8571429
OG0003227 4.242114 9.626683 28.23574 11.46026 6.245979 9.902869 NA 0.9999133 1.472708 8.905079e-05 NA 0.9999132 33.65316 32.73857 31.77488 0.5290995 0.5007953 0.5290995 0.5534824 0.5601299 0.5534824 0.9354839 0.9569892 0.9354839
OG0003228 61.96436 85.26398 92.47961 55.37221 30.39672 34.64134 NA 0.9986616 0.5885648 0.0007216951 NA 0.9986618 36.32146 34.39732 34.69519 0.4250791 0.430562 0.4250791 0.4892134 0.488411 0.4892134 0.9119497 0.918239 0.9119497
OG0003230 5.766448 4.446107 17.51476 5.959724 1.973314 4.743273 NA 0.5085639 NA 0.004730662 NA 0.9995586 49.82231 46.71907 48.67853 0.2854349 0.1871679 0.2854349 0.4669849 0.447955 0.4669849 0.7777778 0.8148148 0.7530864
OG0003231 10.74517 19.87849 77.58461 55.4037 11.8286 36.67434 NA 0.995037 NA 0.05635887 NA 0.9950371 55.94102 56.23232 55.9393 0.04369174 0.04167904 0.04369174 0.4841686 0.4842224 0.4841686 0.6305732 0.6433121 0.6242038
OG0003232 0.2539668 2.034137 2.112128 9.903933 1.084903 0.07813286 NA 0.9999392 NA 0.9999392 NA 0.4564242 27.45544 28.58293 26.97233 0.6646583 0.6205389 0.6646583 0.4623641 0.4634021 0.4623641 0.9929078 0.9929078 1
OG0003233 1.389945 2.540555 21.4075 34.38951 3.772073 2.149086 NA 0.9999862 NA 0.9999616 NA 0.4337542 39.25634 40.24149 38.91911 0.3576094 0.3607799 0.3576094 0.4631036 0.47091 0.4631036 0.8616352 0.8553459 0.8490566
OG0003234 1.107212 6.179407 47.95886 13.62614 -3.518425e-14 -5.798423e-14 NA 0.9999111 2.10364 1.707493e-08 NA 0.9999112 32.12138 28.77821 39.99873 0.3338994 0.6460026 0.3338994 0.4787422 0.5639584 0.4787422 0.9296875 0.96875 0.953125
OG0003235 1.834569 5.036313 19.16264 6.022502 1.059752 7.919609 NA 0.9999775 NA 0.006343385 NA 0.9999777 53.21355 50.9614 52.46093 0.1069934 0.1202256 0.1069934 0.4529184 0.4584535 0.4529184 0.7763158 0.8026316 0.8026316
OG0003236 1.160558 1.573059 3.107078 8.033305 0.02245757 2.941332 NA 0.9845291 NA 0.9845294 NA 0.9845293 54.99194 54.58274 54.50219 0.07785906 0.07425775 0.07785906 0.4410505 0.4425094 0.4410505 0.3707317 0.3609756 0.3658537
OG0003237 3.969478 18.07942 39.88238 21.30644 0.9814653 9.236572 NA 0.9967062 NA 0.006353971 NA 0.9967062 54.69156 53.2131 54.66962 0.08171046 0.08337068 0.08171046 0.4466697 0.4662463 0.4466697 0.7564103 0.7948718 0.7820513
OG0003238 0.173141 2.037742 13.6806 4.36443 0.1258684 1.932799 NA 0.9999352 NA 0.01028868 NA 0.9999352 34.10668 31.69963 34.60488 0.4856877 0.5535116 0.4856877 0.4152079 0.4637196 0.4152079 0.8773585 0.9433962 0.8773585
OG0003239 0.2531597 2.95964 11.28839 7.018163 5.387827 3.053714 NA 0.8992593 NA 0.1767378 NA 0.2861371 42.68967 37.95496 42.01953 0.3518681 0.3875577 0.3518681 0.4306773 0.5057405 0.4306773 0.92 0.92 0.92
OG0003240 6.197039 18.69768 44.63597 23.88817 50.34821 52.87188 NA 0.9995481 NA 0.001146334 NA 0.9995182 58.85207 59.06571 53.73887 0.2176922 0.02936443 0.2176922 0.5690813 0.4724752 0.5690813 1 1 1
OG0003241 0.8744552 1.311742 8.917839 12.02187 4.821405 5.925435 NA 0.9996967 NA 0.9996967 NA 0.9996968 56.52352 57.37014 56.36659 0.102346 0.08900876 0.102346 0.4396696 0.433609 0.4396696 0.6459627 0.621118 0.6521739
OG0003242 10.92223 22.23566 38.90074 45.43814 12.03206 18.54075 NA 0.9975106 NA 0.9975106 NA 0.9975106 55.1985 55.54503 56.17873 0.03071998 0.03362645 0.03071998 0.4887554 0.4901332 0.4887554 0.2215909 0.2215909 0.21875
OG0003243 1.541685 9.767234 22.88454 7.60526 1.166301 2.754004 NA 0.9993254 NA 0.001373495 NA 0.9993254 50.59532 49.47193 50.84937 0.1451834 0.1529242 0.1451834 0.4363098 0.4734807 0.4363098 0.7529412 0.8117647 0.7705882
OG0003244 0.8332057 0.5064552 12.72879 6.04425 3.030964 4.346421 NA 0.74192 NA 0.1070988 NA 0.9999051 61 61 61 0.03808505 0.05095805 0.03808505 0.3701108 0.3867151 0.3701108 0.6103896 0.6493506 0.5844156
OG0003246 2.009263 8.460948 68.44161 63.6442 9.854701 10.74523 NA 0.9998841 NA 0.4902168 NA 0.9998837 46.68097 45.52538 45.51286 0.2033911 0.2184 0.2033911 0.4821762 0.4866337 0.4821762 0.7789474 0.8245614 0.7894737
OG0003247 0.0703361 1.24129 4.168072 8.966297 0.1343533 5.932579 NA 0.9999411 NA 0.9999716 NA 0.9999608 48.02754 46.59125 49.14474 0.2080148 0.2348673 0.2080148 0.3871124 0.444474 0.3871124 0.6447368 0.625 0.6381579
OG0003250 1.074171 2.756697 4.948831 3.524445 5.844864 2.588982 NA 0.9999598 NA 0.406604 NA 0.08041136 35.55867 38.08229 35.06194 0.4673932 0.3797356 0.4673932 0.3865106 0.4053747 0.3865106 0.8658537 0.8536585 0.8902439
OG0003251 1.862502 6.134684 11.78724 2.576338 1.93267 4.672797 NA 0.9999133 NA 0.003385375 NA 0.9999137 30.7676 28.96718 30.58204 0.5669544 0.6103203 0.5669544 0.4080591 0.4152652 0.4080591 0.967033 0.978022 0.967033
OG0003252 0.1352936 1.324504 3.027641 5.814367 2.946019 3.647833 NA 0.9995694 NA 0.9995694 NA 0.9995694 59.61018 57.41783 59.28175 0.1661227 0.120978 0.1661227 0.3495658 0.3534796 0.3495658 0.85 0.8 0.85
OG0003254 3.066314e-14 1.715482e-14 25.30282 8.046433 1.069751 4.813367 NA 1 1.225764 0.0007704095 NA 1 57.01628 53.61798 56.3083 0.09855834 0.1289333 0.09855834 0.437751 0.4667976 0.437751 0.6598639 0.707483 0.6802721
OG0003255 0.04543232 4.074174 6.037705 6.074133 2.065539 4.096207 NA 1 NA 1 NA 1 55.40719 55.46187 56.75943 0.09521248 0.1097215 0.09521248 0.3957649 0.4217059 0.3957649 0.2886598 0.2989691 0.3092784
OG0003256 14.52572 9.389805 16.51926 24.53563 21.39724 12.29216 NA 0.1540951 NA 0.9998225 NA 0.08733701 57.28555 57.46001 58.71358 0.04708805 0.05078415 0.04708805 0.4496069 0.4511484 0.4496069 0.531746 0.484127 0.4920635
OG0003257 14.52572 9.389805 16.51926 24.53563 21.39724 12.29216 NA 0.1540951 NA 0.9998225 NA 0.08733701 57.28555 57.46001 58.71358 0.04708805 0.05078415 0.04708805 0.4496069 0.4511484 0.4496069 0.531746 0.484127 0.4920635
OG0003258 1.641255 6.560547 35.3207 11.29935 15.68574 36.45097 NA 0.9981681 NA 0.9981681 NA 0.9981681 47.26521 42.97535 48.27692 0.191548 0.2434471 0.191548 0.4309802 0.4557704 0.4309802 0.7787611 0.8318584 0.7964602
OG0003260 6.960385 10.06515 7.278887 4.377958 30.20138 35.90404 NA 0.9998405 NA 0.1265589 NA 0.9998398 60.89565 50.24834 45.57263 0.3151494 0.1448507 0.3151494 0.5559089 0.4421227 0.5559089 0.6111111 0.6111111 0.5555556
OG0003261 0.7182661 5.225297 11.17196 25.72997 3.40523 19.96324 NA 1 NA 1 NA 1 57.92993 58.26127 57.76734 0.0324046 0.03032525 0.0324046 0.4730057 0.4733856 0.4730057 0.4237288 0.4237288 0.440678
OG0003262 3.413514 13.83593 52.93656 27.89461 9.702873 12.00289 NA 0.9991192 1.313795 7.250344e-05 NA 0.9991193 41.12333 36.39727 38.40792 0.3658538 0.4494782 0.3658538 0.4755684 0.4834126 0.4755684 0.754386 0.8070175 0.8070175
OG0003263 0.0009966099 1.764188 2 5 3.21444e-15 2.874343e-17 NA 0.9997887 NA 0.9997886 NA 0.9997884 39.5788 40.49762 38.04426 0.3859361 0.3967597 0.3859361 0.339974 0.3558148 0.339974 0.6949153 0.6610169 0.7118644
OG0003266 0.5332788 0.2213127 46.5182 35.69846 4.358696 19.85845 NA 0.1496112 NA 0.03841057 NA 0.9990348 56.07077 49.93117 53.96293 0.08161884 0.1234908 0.08161884 0.4705513 0.4866696 0.4705513 0.68 0.76 0.64
OG0003267 1.815805 9.63514 12.31795 13.15702 3.455664 0.294733 NA 0.9998614 NA 0.8028634 NA 0.0504104 30.40087 35.25464 34.61064 0.4371579 0.4162967 0.4371579 0.5131178 0.5035372 0.5131178 0.9415205 0.9649123 0.994152
OG0003268 0.01143245 0.9203343 1.062267 4.045258 1.025134 1.011174 NA 0.9996412 NA 0.9996412 NA 0.9725513 57.16544 59.38392 57.1984 0.1191101 0.1028464 0.1191101 0.3673194 0.3567212 0.3673194 0.4948454 0.4948454 0.4948454
OG0003269 17.17591 14.89972 140.1795 144.7885 12.75853 12.47504 NA 0.3587176 NA 0.1926034 NA 0.66762 57.26746 45.62751 57.801 0.05156553 0.3549753 0.05156553 0.4578777 0.8314742 0.4578777 0.75 0.5 0.75
OG0003270 4.786226 11.74214 25.86802 20.76218 4.641396 10.34639 NA 0.9991455 NA 0.2168085 NA 0.9991455 37.09867 34.8418 38.27475 0.3820992 0.4403568 0.3820992 0.4777172 0.5113062 0.4777172 0.9354839 0.9193548 0.9274194
OG0003271 10.07217 7.013129 12.14089 13.07146 4.058892 12.04464 NA 0.4462222 NA 0.9798253 NA 0.9798254 51.52016 51.49872 51.10583 0.09902598 0.09722989 0.09902598 0.4726686 0.4734072 0.4726686 0.3297872 0.3085106 0.3085106
OG0003272 60.21299 59.12584 55.21689 28.83414 5.656978 12.30405 NA 0.9128207 NA 0.002675393 NA 0.999443 37.03744 50.68315 50.25148 0.09625075 0.09918833 0.09625075 0.4803497 0.4810127 0.4803497 0.9230769 1 0.9230769
OG0003273 2.611974 6.062771 10.56564 10.01643 3.001226 5.452023 NA 0.9998284 NA 0.7339728 NA 0.9998281 42.63631 40.33767 41.73373 0.2543609 0.2737433 0.2543609 0.4464465 0.4646196 0.4464465 0.7900552 0.801105 0.7734807
OG0003274 3.013284 2.961854 8.05482 8.982134 1.034859 1.962173 NA 0.9169181 NA 0.9686297 NA 0.9686299 45.74442 47.13673 46.21221 0.2430469 0.2459673 0.2430469 0.4106864 0.4109856 0.4106864 0.8333333 0.8333333 0.8214286
OG0003275 1.880305 2.422935 12.75396 5.725753 3.137952 2.367578 NA 0.9982008 NA 0.009731881 NA 0.4904158 43.4346 49.02009 43.04385 0.2283205 0.2055261 0.2283205 0.4595965 0.5101648 0.4595965 0.7741935 0.7580645 0.7580645
OG0003276 1.428049 0.1406613 4.040121 5 8.923693e-16 2.616775e-14 NA 0.1467407 NA 0.999769 NA 0.9997654 61 61 60.32846 0.0983307 0.09795873 0.0983307 0.332165 0.3338401 0.332165 0.4487179 0.4487179 0.4487179
OG0003277 7.381072 9.249381 34.53737 25.26882 2.630849 10.60365 NA 0.9895791 NA 0.100581 NA 0.9895788 47.89355 51.60584 48.1149 0.1828554 0.1710878 0.1828554 0.471592 0.46793 0.471592 0.5625 0.609375 0.546875
OG0003278 2.283198 4.550504 6.621308 9.633406 1.482691 0.4220222 NA 0.9999157 NA 0.9999131 NA 0.190995 58.47217 47.50279 58.03932 0.1518091 0.275984 0.1518091 0.3719863 0.4540785 0.3719863 0.7419355 0.7096774 0.7580645
OG0003279 1.012702 1.051766 6.041763 3.006052 3.019308 4.983597 NA 0.9607328 NA 0.2490227 NA 0.9984388 38.5336 37.05626 38.03963 0.389346 0.4127976 0.389346 0.4632335 0.4718849 0.4632335 0.8177083 0.8333333 0.8385417
OG0003280 0.9964909 0.1508823 17.25635 4.008088 0.1742038 5.925941 NA 0.2423265 NA 0.001854096 NA 0.9997657 48.19901 45.89999 49.01003 0.1305249 0.1764275 0.1305249 0.3760437 0.41381 0.3760437 0.7580645 0.8064516 0.7741935
OG0003281 0.8829499 13.19736 28.39208 9.061787 3.129476 11.84896 NA 0.9996423 1.226087 0.0005792877 NA 0.9996426 44.54904 42.16347 44.54928 0.2500236 0.2824579 0.2500236 0.4682382 0.4774444 0.4682382 0.7122302 0.7338129 0.7266187
OG0003282 6.316722 4.890522 20.68292 20.25631 11.92814 6.717742 NA 0.3882297 NA 0.6079957 NA 0.01711268 30.56675 32.20027 29.87733 0.6053929 0.51243 0.6053929 0.6201446 0.5597623 0.6201446 0.9636364 0.9515152 0.9636364
OG0003283 13.79087 37.04609 97.72754 42.40746 15.89773 37.06868 NA 0.9967875 0.8871582 8.004937e-07 NA 0.9967874 48.88087 48.16161 49.24162 0.1178511 0.1283457 0.1178511 0.4852604 0.4854414 0.4852604 0.9724771 0.9816514 0.9633028
OG0003286 11.91251 12.96969 11.23425 16.3695 12.07091 11.28119 NA 0.9916567 NA 0.9916567 NA 0.8618579 33.78134 33.2922 33.21966 0.4490086 0.4704012 0.4490086 0.4281077 0.4286758 0.4281077 0.9393939 0.969697 0.9393939
