OG BAT_1+2_gc BAT_3rd_gc BRO_1+2_gc BRO_3rd_gc BGM_1+2_gc BGM_3rd_gc
OG0003460 56.33 88.83 56.55 89.76 56.90 89.59
OG0003461 51.07 87.25 52.46 88.84 51.30 87.13
OG0003462 46.44 81.93 46.57 83.39 46.48 83.97
OG0003466 46.34 74.70 46.22 78.01 46.22 78.25
OG0003467 53.02 71.89 61.90 92.06 50.25 63.96
OG0003468 52.92 72.50 53.78 69.75 50.85 71.19
OG0003469 57.22 74.83 55.58 80.76 56.76 91.64
OG0003470 54.90 90.91 55.21 86.11 50.22 76.55
OG0003471 53.95 84.41 54.34 86.36 54.00 82.14
OG0003472 51.09 78.39 51.00 80.13 51.42 79.90
OG0003473 61.59 83.33 61.33 95.31 61.28 88.72
OG0003474 54.41 89.39 56.47 87.63 53.28 90.53
OG0003475 50.94 84.41 52.48 84.95 50.99 85.23
OG0003476 49.00 79.04 49.28 81.92 49.08 79.68
OG0003478 46.94 64.47 49.66 74.83 47.52 65.33
OG0003479 58.10 87.45 59.13 80.37 58.31 90.85
OG0003480 45.29 55.14 43.91 63.45 43.24 43.27
OG0003481 60.16 91.67 59.78 91.26 60.25 93.47
OG0003482 49.72 82.97 53.60 91.89 52.40 89.42
OG0003483 55.67 90.07 56.38 91.13 55.67 90.07
OG0003484 43.60 62.40 49.19 53.23 51.77 51.77
OG0003485 43.97 71.72 43.17 81.94 43.20 73.99
OG0003486 52.45 85.63 54.04 90.46 54.02 87.34
OG0003487 52.52 83.61 52.88 83.37 51.86 82.94
OG0003488 42.54 32.34 42.54 33.33 42.54 32.84
OG0003489 54.42 61.54 55.82 62.69 54.93 62.09
OG0003492 39.72 59.44 40.00 60.00 39.72 60.00
OG0003493 52.06 68.20 52.95 70.82 52.47 68.20
OG0003495 50.48 82.96 52.40 85.62 50.45 79.17
OG0003496 46.74 82.75 47.02 82.80 46.15 82.75
OG0003499 64.11 83.83 64.65 85.91 65.25 87.21
OG0003500 48.14 81.40 48.36 88.18 48.03 82.06
OG0003501 46.93 85.20 46.19 85.32 46.80 85.20
OG0003502 50.55 75.60 49.32 73.93 50.67 76.06
OG0003503 48.16 74.95 48.26 75.63 47.09 75.93
OG0003505 45.59 63.15 45.68 65.46 45.77 62.76
OG0003507 48.75 96.00 49.00 97.50 49.00 96.50
OG0003508 48.88 84.55 48.88 83.94 48.88 83.13
OG0003510 45.64 73.85 47.18 71.79 44.62 72.82
OG0003511 48.15 49.21 48.15 52.91 47.62 48.68
OG0003514 43.64 67.48 44.01 67.97 43.89 71.20
OG0003516 46.49 45.10 46.52 46.15 46.53 46.03
OG0003517 52.97 74.13 53.48 76.74 52.97 76.57
OG0003518 40.15 48.59 41.03 49.62 40.62 49.36
OG0003519 47.46 62.94 51.62 77.88 50.75 74.00
OG0003520 49.58 77.50 49.71 84.84 48.70 80.83
OG0003521 60.90 89.47 54.43 89.58 55.83 84.23
OG0003524 55.80 77.35 52.93 71.98 53.36 76.80
OG0003525 52.75 79.92 53.86 82.66 52.21 79.94
OG0003526 45.14 69.51 45.23 69.85 46.70 71.90
OG0003527 51.43 63.59 51.48 66.71 52.31 68.79
OG0003528 59.39 76.15 59.63 77.55 59.38 75.54
OG0003529 56.20 81.05 56.36 82.71 56.05 81.68
OG0003530 50.32 67.35 50.47 68.72 50.24 66.56
OG0003531 45.87 56.88 43.21 69.02 42.38 45.12
OG0003532 42.21 53.77 42.46 53.77 42.96 53.77
OG0003534 57.60 94.80 57.23 94.78 57.92 95.37
OG0003535 49.23 58.18 51.13 58.72 50.14 57.77
OG0003536 42.91 69.63 44.78 67.76 44.05 56.58
OG0003538 47.48 69.77 47.87 69.38 45.96 70.98
OG0003539 54.91 93.24 54.74 94.15 54.84 91.90
OG0003540 48.16 59.84 48.01 60.10 46.25 53.51
OG0003541 44.56 35.95 44.42 35.86 44.42 36.49
OG0003542 40.65 54.45 40.88 53.71 40.43 53.71
OG0003544 54.78 89.84 55.10 92.43 54.15 87.36
OG0003545 56.28 79.30 53.23 78.65 55.19 78.18
OG0003547 41.57 46.32 40.69 48.74 39.68 45.39
OG0003548 46.80 63.37 48.36 65.12 50.86 70.29
OG0003550 43.67 61.39 43.48 63.35 46.72 64.48
OG0003551 43.47 70.92 43.20 74.04 43.18 71.81
OG0003552 57.58 83.24 57.18 81.75 57.82 83.33
OG0003553 42.41 64.53 42.32 64.82 42.64 65.25
OG0003554 55.40 60.43 54.84 62.35 56.22 58.64
OG0003555 44.83 38.70 44.83 38.54 44.88 38.02
OG0003557 46.47 52.15 49.08 63.07 49.01 58.87
OG0003558 41.24 67.53 41.24 70.10 41.24 69.59
OG0003559 47.01 77.78 47.65 81.20 46.81 77.97
OG0003561 44.92 44.11 45.59 45.18 44.64 44.11
OG0003562 53.44 92.54 54.44 92.61 54.87 93.33
OG0003563 47.18 43.13 46.67 43.81 47.24 43.77
OG0003564 50.00 77.04 53.14 78.84 53.72 78.37
OG0003565 55.36 82.05 58.77 86.59 56.75 89.36
OG0003567 61.57 88.43 57.47 86.78 62.06 87.39
OG0003571 51.08 66.91 51.63 64.71 50.65 62.09
OG0003572 45.45 75.92 47.71 77.98 48.84 71.47
OG0003573 63.65 97.92 63.54 97.41 64.14 97.92
OG0003576 48.27 44.29 47.54 42.57 48.93 46.02
OG0003577 44.43 46.29 44.83 46.49 45.16 50.23
OG0003578 53.08 84.32 52.54 89.22 56.20 78.83
OG0003579 47.09 78.17 47.61 77.13 47.58 86.23
OG0003580 56.94 57.41 49.22 58.62 52.38 49.66
OG0003581 42.41 88.61 42.42 89.67 42.28 89.11
OG0003583 61.55 83.03 62.74 89.29 62.07 89.05
OG0003585 46.97 87.12 46.95 90.08 52.66 80.32
OG0003586 46.65 51.83 46.06 51.52 46.95 50.61
OG0003587 59.15 93.14 60.00 90.55 59.65 91.71
OG0003589 56.73 85.45 54.70 86.46 56.93 86.05
OG0003590 49.83 80.83 50.17 82.59 46.80 83.05
OG0003591 55.92 81.65 57.79 80.66 55.05 81.69
OG0003592 42.31 42.10 42.54 42.41 42.53 42.67
OG0003593 44.21 50.79 49.36 68.64 47.59 56.99
OG0003594 48.23 84.06 48.56 85.60 48.19 84.99
OG0003595 45.15 69.54 46.31 73.05 43.93 65.80
OG0003596 49.21 65.08 51.65 71.62 51.68 70.95
OG0003597 54.61 85.53 59.44 94.44 59.12 89.56
OG0003598 49.93 56.90 50.00 58.16 49.93 56.42
OG0003599 53.49 84.95 54.57 88.71 51.81 81.90
OG0003600 49.54 83.16 51.61 89.62 49.72 83.62
OG0003601 52.24 82.04 52.40 85.35 51.87 84.04
OG0003602 64.06 84.38 65.16 92.02 64.32 85.94
OG0003603 55.79 91.54 55.82 84.34 55.35 92.65
OG0003604 54.53 72.98 55.60 74.75 50.19 74.85
OG0003605 37.76 34.74 37.99 35.26 37.92 35.05
OG0003606 45.88 84.37 46.30 85.38 47.43 92.45
OG0003608 60.64 88.80 60.40 91.19 61.60 89.38
OG0003609 53.20 81.01 53.62 83.39 53.67 80.14
OG0003611 47.58 70.97 48.62 71.65 47.59 72.12
OG0003612 45.82 73.64 46.23 74.90 46.03 73.64
OG0003613 48.26 44.95 48.68 44.74 48.26 44.44
OG0003615 47.26 68.16 46.04 66.01 44.12 66.18
OG0003618 52.01 89.42 50.93 86.19 51.98 91.72
OG0003620 55.47 96.35 54.10 91.80 54.10 96.72
OG0003621 48.56 92.65 49.36 91.37 48.72 91.37
OG0003622 51.44 76.17 51.92 75.55 50.96 76.46
OG0003623 49.67 63.82 48.76 62.68 49.78 64.33
OG0003624 46.64 65.13 44.89 69.47 46.43 67.65
OG0003625 55.70 85.85 56.25 89.46 55.80 85.55
OG0003626 48.77 88.17 48.32 89.46 48.55 89.29
OG0003627 43.03 75.76 43.37 78.92 44.00 54.00
OG0003629 58.19 81.53 60.06 83.36 62.53 84.91
OG0003630 49.34 84.43 51.87 90.55 50.19 87.17
OG0003631 54.64 86.43 54.84 89.92 54.52 89.42
OG0003633 49.41 75.44 57.78 87.03 52.52 82.54
OG0003635 64.19 98.42 64.77 98.60 64.36 98.42
OG0003636 48.44 62.50 48.37 55.35 48.15 53.92
OG0003637 48.86 78.03 46.52 63.48 47.02 54.30
OG0003638 50.75 78.71 54.97 90.33 50.22 77.85
OG0003639 55.32 79.47 56.37 79.08 55.86 82.74
OG0003640 49.41 78.53 52.47 80.26 52.42 79.90
OG0003641 52.80 93.13 53.04 94.55 53.20 93.29
OG0003644 45.44 65.97 47.01 68.60 45.95 65.82
OG0003645 49.49 74.80 48.95 74.32 49.33 82.30
OG0003646 48.05 74.03 48.05 78.79 44.39 73.22
OG0003647 48.31 90.18 48.53 91.79 48.61 90.03
OG0003648 53.03 69.44 53.86 74.89 52.72 69.74
OG0003649 42.99 60.97 43.28 61.25 43.15 60.77
OG0003650 59.48 79.38 58.55 77.63 59.63 80.07
OG0003651 40.21 54.12 40.21 54.12 40.21 54.64
OG0003652 57.02 76.02 61.18 81.34 61.40 76.49
OG0003655 53.86 71.58 55.59 73.87 53.62 74.64
OG0003656 46.45 75.24 46.49 72.45 46.83 72.58
OG0003657 53.03 79.76 52.59 77.52 53.20 80.79
OG0003658 43.75 75.83 43.75 76.67 43.75 76.67
OG0003659 52.93 80.65 53.01 77.37 54.15 74.31
OG0003660 50.20 74.60 50.40 76.21 50.20 75.81
OG0003661 45.34 52.80 45.77 53.35 45.50 52.32
OG0003662 46.24 31.84 46.59 33.55 48.17 35.16
OG0003663 47.97 78.23 48.44 75.22 47.98 78.02
OG0003664 44.09 61.58 43.57 68.80 44.09 62.07
OG0003666 50.28 71.72 46.05 68.48 58.12 80.75
OG0003667 50.00 85.91 50.49 86.52 50.37 84.82
OG0003669 40.70 26.51 39.26 27.16 40.47 27.44
OG0003670 48.79 72.06 46.43 85.71 43.26 73.94
OG0003672 42.66 73.39 42.20 77.06 42.66 73.39
OG0003675 51.07 84.05 50.53 87.18 53.22 81.08
OG0003676 40.58 66.76 39.85 69.70 42.04 73.88
OG0003677 60.61 88.04 60.42 92.26 60.03 95.99
OG0003679 58.63 83.69 57.49 82.32 58.87 83.25
OG0003680 50.26 74.65 50.79 78.07 50.09 73.17
OG0003681 53.22 93.10 54.48 91.93 53.59 91.48
OG0003682 38.97 49.43 39.57 49.64 38.97 47.91
OG0003684 54.52 71.59 54.41 73.90 56.37 77.40
OG0003685 46.06 60.17 45.47 59.48 46.06 59.75
OG0003689 48.81 74.50 49.08 76.88 48.62 75.41
OG0003690 48.46 77.47 49.06 81.76 47.99 79.94
OG0003691 50.51 83.50 51.02 86.55 50.51 83.25
OG0003692 50.69 67.05 54.40 78.69 53.40 74.50
OG0003693 49.28 63.17 50.36 68.73 49.43 63.05
OG0003694 53.31 87.82 53.53 89.02 53.74 94.49
OG0003695 54.75 89.15 55.64 90.34 54.61 89.30
OG0003697 47.77 52.52 47.48 54.01 47.77 53.12
OG0003698 47.19 70.96 46.98 69.80 46.41 70.92
OG0003699 46.20 87.80 46.20 87.80 45.77 92.72
OG0003701 39.07 58.08 38.92 57.78 40.26 62.93
OG0003702 43.95 65.69 44.12 67.97 43.95 66.99
OG0003703 53.78 75.66 51.69 79.75 51.48 81.09
OG0003707 47.77 54.97 47.72 60.50 48.65 69.26
OG0003708 42.33 41.94 41.32 42.20 43.59 41.88
OG0003710 53.20 87.19 51.34 80.84 52.94 84.03
OG0003711 50.09 88.81 50.60 90.50 50.09 89.29
OG0003712 53.65 63.54 55.56 70.92 47.52 75.21
OG0003713 48.74 88.12 49.16 90.62 48.62 86.31
OG0003716 50.90 82.43 52.03 83.78 54.02 90.18
OG0003717 42.30 80.14 42.64 82.90 41.02 74.69
OG0003718 43.74 35.19 43.94 34.79 43.74 34.19
OG0003720 47.58 89.08 47.17 89.96 47.69 90.76
OG0003721 47.86 70.55 48.50 74.47 47.83 71.27
OG0003722 44.76 60.89 43.38 59.75 48.57 60.94
OG0003723 47.92 61.30 48.26 58.56 47.92 61.69
OG0003724 45.26 77.78 45.65 80.00 56.60 82.08
OG0003726 48.89 70.22 56.74 59.33 49.79 68.05
OG0003727 50.95 75.43 51.57 80.23 52.18 81.70
OG0003728 45.86 45.39 45.51 45.06 45.85 45.09
OG0003729 42.61 66.98 42.77 72.96 41.82 67.28
OG0003730 43.09 40.65 44.66 55.46 47.24 56.68
OG0003731 48.18 90.91 49.72 95.45 48.36 91.27
OG0003732 57.98 77.50 59.09 79.80 61.10 82.34
OG0003733 56.47 77.33 56.76 79.82 54.75 75.56
OG0003734 42.43 36.41 42.91 36.88 42.47 36.07
OG0003735 49.81 86.14 46.62 93.92 46.73 88.69
OG0003736 48.43 50.45 48.58 53.14 48.43 50.90
OG0003737 48.86 78.43 50.16 76.80 50.97 84.05
OG0003740 40.47 61.40 41.80 63.39 40.72 61.80
OG0003741 49.23 57.84 49.34 59.07 49.23 57.40
OG0003742 47.34 61.98 42.76 63.08 43.93 61.68
OG0003743 44.93 50.00 45.22 49.04 44.52 49.36
OG0003744 49.10 65.72 50.00 69.23 49.48 64.95
OG0003745 47.26 45.00 53.40 46.15 50.47 41.82
OG0003747 48.83 65.89 48.13 67.69 47.36 72.73
OG0003748 50.48 69.48 50.58 70.27 50.10 70.08
OG0003749 52.83 82.39 52.83 83.02 50.71 90.14
OG0003750 48.75 67.26 51.53 68.00 49.29 66.90
OG0003751 52.19 78.11 52.69 78.11 52.36 77.78
OG0003752 49.93 76.03 47.94 76.09 49.85 80.20
OG0003753 55.25 92.53 56.99 94.29 71.25 62.04
OG0003755 59.78 91.03 60.26 93.45 60.47 92.91
OG0003756 51.21 50.40 52.44 70.57 52.31 66.95
OG0003757 45.91 53.51 48.77 64.57 52.21 68.75
OG0003758 48.21 66.79 48.24 71.48 48.21 69.64
OG0003759 44.61 56.59 44.91 59.58 44.61 56.89
OG0003763 42.23 49.27 43.26 48.97 43.85 51.13
OG0003765 45.73 71.33 45.58 73.22 44.81 62.84
OG0003766 54.79 84.93 45.12 67.96 51.06 81.56
OG0003768 51.47 79.56 51.85 84.44 54.07 83.74
OG0003769 50.79 73.42 50.82 70.07 50.13 74.07
OG0003771 48.82 89.94 48.82 91.72 48.82 90.53
OG0003774 50.12 84.84 49.57 85.43 49.33 85.05
OG0003777 55.74 94.11 54.70 96.30 55.89 95.32
OG0003778 54.97 85.24 55.88 91.70 54.81 86.02
OG0003780 42.34 78.26 46.04 81.29 43.80 78.83
OG0003781 45.07 33.10 44.93 32.93 45.47 32.21
OG0003782 60.56 99.44 63.75 98.41 62.29 96.19
OG0003783 45.24 68.25 45.27 70.71 45.37 69.25
OG0003785 51.28 34.13 50.58 34.23 51.64 34.43
OG0003786 49.37 63.92 48.39 63.80 49.53 64.87
OG0003787 45.27 51.27 44.75 50.72 45.27 51.27
OG0003788 52.14 80.10 49.15 78.81 50.18 69.70
OG0003789 45.81 83.25 49.84 67.41 49.28 64.48
OG0003790 48.79 65.51 50.16 72.36 48.87 66.08
OG0003792 57.97 97.99 57.45 95.74 58.04 97.28
OG0003794 43.60 63.65 45.14 64.75 44.97 67.64
OG0003795 49.11 62.78 49.49 65.82 49.18 63.54
OG0003796 54.12 82.47 53.35 84.02 52.84 80.41
OG0003797 60.96 94.84 57.28 90.02 56.23 82.95
OG0003798 49.04 75.04 46.36 79.21 46.51 79.73
OG0003800 45.47 55.34 44.29 55.24 45.31 56.96
OG0003801 48.79 72.12 48.45 72.05 50.39 82.81
OG0003802 57.28 91.02 55.16 90.59 58.77 91.41
OG0003803 48.62 63.98 49.05 67.58 48.52 63.56
OG0003804 52.18 90.88 52.63 92.91 54.27 87.37
OG0003805 45.11 71.91 47.20 79.06 45.11 71.70
OG0003806 47.01 66.67 45.81 61.29 45.51 60.51
OG0003807 59.55 97.56 55.82 94.52 58.96 96.67
OG0003808 49.49 73.66 49.28 76.75 48.09 64.29
OG0003809 42.61 77.84 42.06 73.36 41.12 80.47
OG0003811 52.03 81.18 50.55 80.26 52.69 83.33
OG0003813 51.35 88.76 52.53 87.37 51.59 87.74
OG0003815 54.35 82.50 54.20 80.50 54.41 83.23
OG0003816 46.06 67.92 46.21 69.72 46.22 68.97
OG0003817 43.83 71.49 43.83 70.21 43.40 70.64
OG0003819 49.00 40.68 48.93 41.68 50.77 42.97
OG0003820 51.77 71.24 51.99 74.34 51.99 72.57
OG0003821 42.37 60.08 41.85 59.44 41.88 59.69
OG0003822 56.16 87.06 57.76 92.13 55.90 86.96
OG0003823 52.04 81.06 52.44 81.54 49.52 86.54
OG0003824 48.33 70.63 48.51 73.61 48.24 69.44
OG0003825 47.39 60.74 46.91 55.11 45.54 51.98
OG0003828 45.95 81.08 45.95 85.59 45.70 81.09
OG0003829 47.75 74.72 48.71 78.00 46.64 73.15
OG0003830 54.70 79.26 55.70 81.60 55.48 80.82
OG0003831 44.52 38.69 44.90 35.53 44.52 38.34
OG0003832 53.52 92.86 54.17 93.74 53.49 93.20
OG0003833 53.85 87.18 54.03 89.01 54.14 87.77
OG0003834 50.80 80.96 52.57 87.04 52.49 81.67
OG0003835 44.58 41.84 44.57 43.24 44.69 42.39
OG0003836 53.52 84.82 54.77 86.21 54.51 83.33
OG0003837 50.12 80.71 50.65 83.46 53.00 97.17
OG0003840 62.24 88.54 59.36 96.79 55.19 88.89
OG0003841 47.17 28.98 45.78 28.31 45.86 27.06
OG0003842 43.41 89.23 45.60 96.27 42.97 88.79
OG0003843 54.84 88.45 55.01 87.79 57.36 88.56
OG0003844 45.31 83.75 45.94 84.38 45.62 85.62
OG0003846 48.67 33.69 48.68 33.25 48.68 32.45
OG0003847 43.72 58.29 43.71 59.53 43.67 59.27
OG0003848 58.30 89.24 58.04 90.62 57.43 92.11
OG0003850 49.82 89.68 50.13 90.46 50.37 90.16
OG0003851 45.69 75.98 51.79 76.41 42.04 77.85
OG0003852 48.71 62.03 48.71 63.06 48.80 62.89
OG0003857 44.87 52.85 49.39 68.90 45.44 53.61
OG0003858 51.09 74.16 51.00 75.45 50.60 74.25
OG0003859 46.38 73.97 45.36 71.94 46.18 73.97
OG0003860 35.73 43.86 36.03 44.54 35.71 43.94
OG0003861 48.97 49.32 48.68 58.77 49.51 54.90
OG0003864 49.12 55.85 47.61 53.37 45.26 40.76
OG0003865 49.17 73.55 53.09 78.55 49.17 73.14
OG0003868 49.14 80.98 49.63 84.56 49.16 81.86
OG0003869 44.54 40.90 44.08 39.94 44.08 40.24
OG0003872 47.41 73.65 48.24 74.12 47.41 73.35
OG0003873 48.41 77.72 48.94 79.42 50.55 74.73
OG0003874 53.93 85.87 54.50 86.43 54.17 88.74
OG0003876 46.15 75.33 46.38 76.75 45.93 75.60
OG0003879 56.57 85.71 57.20 86.40 56.60 87.60
OG0003880 52.68 86.83 52.79 91.78 52.47 86.76
OG0003881 53.08 80.84 56.32 89.59 53.23 79.85
OG0003882 44.89 52.42 45.30 55.52 45.94 55.28
OG0003883 43.15 67.86 43.15 70.83 44.50 73.64
OG0003885 47.79 86.15 48.34 84.13 59.26 59.63
OG0003886 62.35 88.75 62.81 89.66 62.52 89.62
OG0003887 47.89 65.64 48.09 67.50 47.41 60.61
OG0003888 48.14 75.35 48.37 76.74 48.14 74.88
OG0003890 54.39 61.54 54.73 62.30 56.00 64.75
OG0003891 51.11 63.98 51.63 68.86 50.91 62.90
OG0003893 54.67 92.06 54.44 92.52 54.67 92.52
OG0003894 64.44 88.69 61.82 81.09 65.13 91.82
OG0003895 56.66 90.30 54.69 94.60 56.77 91.18
OG0003896 60.76 75.06 58.68 87.15 58.68 86.35
OG0003897 55.49 89.28 55.45 89.09 54.71 87.36
OG0003898 44.95 61.32 45.33 57.01 44.33 60.17
OG0003899 49.09 51.81 45.00 38.00 45.50 36.00
OG0003900 51.73 92.10 51.60 93.33 51.23 92.59
OG0003903 54.29 79.76 45.76 64.73 54.50 83.65
OG0003904 50.72 90.58 50.94 90.58 51.05 90.13
OG0003905 43.39 47.76 43.28 48.40 43.39 47.76
OG0003906 51.32 95.10 49.62 93.69 51.32 96.42
OG0003907 47.42 77.25 42.75 74.64 50.68 80.27
OG0003908 62.27 96.93 62.83 91.74 61.59 95.73
OG0003909 48.65 72.74 48.47 72.93 48.67 72.96
OG0003910 56.37 86.36 57.35 85.06 56.62 88.56
OG0003911 34.41 38.53 34.33 39.03 35.67 40.33
OG0003912 43.63 62.75 44.61 63.73 44.12 62.75
OG0003913 47.33 32.48 47.45 32.25 47.22 32.33
OG0003914 53.53 91.18 52.84 89.82 52.15 87.56
OG0003915 51.07 62.15 50.31 64.46 49.39 64.50
OG0003916 50.95 83.47 50.95 83.94 51.03 83.62
OG0003917 49.68 69.60 50.15 70.45 50.52 72.82
OG0003918 46.33 40.68 45.70 36.90 46.63 39.11
OG0003921 41.91 51.45 42.32 53.53 42.53 49.38
OG0003922 42.36 59.72 42.36 65.28 42.07 61.64
OG0003923 42.67 78.02 44.00 80.97 42.86 79.85
OG0003924 51.97 80.79 52.71 85.22 51.72 81.77
OG0003925 46.62 73.87 47.75 61.52 46.19 53.81
OG0003928 55.52 75.52 56.12 77.91 55.36 78.64
OG0003932 47.37 36.20 47.15 34.31 47.52 35.04
OG0003933 52.59 86.67 53.93 86.13 52.72 86.91
OG0003934 41.72 57.67 41.46 66.06 41.72 58.90
OG0003935 48.83 60.94 48.44 58.59 49.61 58.59
OG0003936 47.09 38.24 46.96 37.85 47.01 38.04
OG0003938 46.06 51.00 45.24 48.69 44.41 47.87
OG0003940 50.94 81.16 50.95 80.62 52.23 81.51
OG0003942 58.77 86.07 59.58 87.26 60.28 81.90
OG0003943 41.74 52.35 41.23 53.83 41.16 52.61
OG0003944 52.63 70.76 60.94 49.48 52.33 71.10
OG0003946 54.96 72.73 52.84 78.67 51.90 73.46
OG0003947 54.52 97.66 53.91 97.22 55.42 96.60
OG0003948 49.62 83.94 50.92 84.84 50.94 81.34
OG0003949 43.99 26.57 35.94 39.11 44.04 26.54
OG0003950 39.12 62.69 41.25 83.12 41.56 83.12
OG0003951 45.39 33.79 45.42 31.76 45.44 33.79
OG0003952 39.96 43.18 40.00 43.61 36.34 34.43
OG0003953 54.09 57.93 54.77 60.06 54.10 57.94
OG0003954 56.04 94.62 52.99 88.89 55.47 92.81
OG0003955 53.47 69.61 53.95 68.53 53.27 68.53
OG0003956 49.86 60.40 49.86 59.54 49.86 60.86
OG0003957 46.38 75.74 46.19 76.75 46.21 76.00
OG0003960 45.11 60.91 47.17 63.21 46.08 62.97
OG0003961 44.67 39.30 45.62 40.55 44.89 39.57
OG0003964 51.28 36.75 51.57 37.32 51.30 37.10
OG0003965 45.25 72.09 44.34 73.98 43.81 72.49
OG0003966 53.48 99.09 53.93 95.77 53.48 97.28
OG0003967 41.12 47.73 45.63 50.00 41.26 49.51
OG0003968 50.21 83.54 52.79 79.44 50.85 85.17
OG0003970 50.44 78.07 52.53 78.27 50.18 72.14
OG0003973 51.36 80.65 51.73 80.88 50.41 80.59
OG0003975 38.26 65.73 38.26 67.14 38.08 65.58
OG0003976 49.11 66.52 51.44 71.63 50.00 70.67
OG0003978 43.79 22.75 46.05 24.42 44.24 28.32
OG0003979 41.98 37.79 42.11 37.73 42.06 37.96
OG0003980 42.97 36.32 43.41 36.94 43.09 37.08
OG0003983 47.00 71.16 48.21 52.86 46.91 72.47
OG0003984 49.88 70.59 50.13 73.49 49.76 70.73
OG0003985 51.65 67.03 51.47 67.28 52.01 67.77
OG0003986 53.02 85.73 52.71 86.84 53.23 86.38
OG0003987 48.16 36.94 48.10 37.33 46.74 39.40
OG0003988 41.80 86.07 42.14 87.86 40.98 84.71
OG0003990 53.59 84.39 54.83 86.19 53.15 84.52
OG0003991 46.48 77.46 47.42 87.79 46.48 76.06
OG0003992 46.11 45.48 45.61 40.79 45.98 44.72
OG0003993 52.11 75.12 60.17 96.12 52.24 76.37
OG0003994 45.84 63.70 46.25 64.82 44.78 59.81
OG0003995 43.24 54.05 41.60 53.19 42.08 49.75
OG0003996 52.29 71.60 53.80 73.95 44.23 67.46
OG0003997 64.37 91.60 62.61 92.74 60.00 86.09
OG0003998 43.47 60.10 48.63 86.34 41.35 40.95
OG0003999 47.88 76.86 47.88 78.80 47.79 78.09
OG0004000 51.75 99.12 56.38 95.30 51.32 98.25
OG0004001 42.82 81.22 41.99 70.72 42.58 80.87
OG0004002 43.66 34.07 45.45 63.29 45.12 63.89
OG0004004 51.59 70.76 51.66 72.58 51.66 70.47
OG0004005 37.27 41.82 36.94 42.86 37.27 42.73
OG0004006 51.93 57.81 52.54 59.23 52.24 58.86
OG0004007 44.20 60.92 45.99 72.82 45.63 69.58
OG0004009 47.97 66.45 46.75 58.87 48.48 66.28
OG0004010 58.02 83.07 59.52 86.00 59.85 84.58
OG0004011 47.96 93.24 47.96 93.92 47.96 93.92
OG0004013 48.61 68.77 49.01 71.83 48.80 70.52
OG0004014 52.75 84.25 52.58 85.27 52.93 84.48
OG0004015 47.33 69.25 49.25 72.86 48.24 72.36
OG0004016 45.81 85.57 47.17 80.87 47.06 78.87
OG0004017 48.69 75.74 48.94 76.72 48.90 76.29
OG0004019 48.10 53.35 48.65 60.31 47.87 53.36
OG0004020 45.61 64.96 45.64 67.31 45.71 65.44
OG0004021 50.17 61.99 50.00 64.36 49.48 61.94
OG0004022 48.30 46.21 47.17 46.79 47.55 46.42
OG0004023 42.53 84.42 42.53 86.36 41.60 83.20
OG0004024 68.42 84.32 66.67 82.34 67.91 85.18
OG0004025 45.83 69.93 46.57 72.66 45.83 69.93
OG0004026 44.33 48.48 42.35 48.09 44.86 51.97
OG0004029 42.66 71.82 43.19 57.28 43.51 57.69
OG0004030 47.16 77.32 47.12 79.29 46.91 76.80
OG0004032 50.83 81.74 50.60 80.95 51.04 84.65
OG0004033 53.94 68.48 53.67 69.11 43.80 53.49
OG0004034 44.20 68.15 48.96 85.89 44.53 69.72
OG0004035 44.59 66.49 44.85 67.53 45.09 63.58
OG0004036 47.32 78.86 46.60 86.18 47.48 79.97
OG0004037 52.64 89.90 54.68 90.21 57.81 91.25
OG0004038 38.36 35.34 52.12 75.53 51.97 79.82
OG0004039 53.82 85.21 54.47 94.50 53.66 85.37
OG0004043 43.38 49.41 44.33 49.41 44.09 48.70
OG0004044 55.51 94.90 55.08 93.23 53.85 96.45
OG0004046 47.94 94.76 48.31 97.38 47.76 94.80
OG0004047 46.76 48.87 47.09 50.16 49.60 57.94
OG0004048 49.20 86.67 51.48 91.47 50.65 88.68
OG0004049 45.10 62.75 45.29 66.67 45.28 62.23
OG0004050 53.79 94.44 60.70 86.47 53.79 94.95
OG0004051 56.03 86.21 56.63 87.07 55.82 87.03
OG0004054 35.65 37.04 39.79 34.97 47.65 61.01
OG0004057 48.83 72.30 51.28 72.63 48.01 73.51
OG0004058 54.04 75.44 54.09 79.87 53.30 78.30
OG0004059 46.72 45.08 47.00 47.24 48.11 46.96
OG0004061 44.24 78.79 45.86 75.19 44.28 78.44
OG0004062 48.42 72.73 46.19 68.30 53.14 76.25
OG0004063 51.87 87.00 51.43 88.74 51.76 87.67
OG0004065 43.67 60.82 44.03 68.90 43.74 60.26
OG0004067 45.03 53.42 39.24 44.94 49.45 47.54
OG0004068 51.79 87.44 53.18 86.35 56.45 83.11
OG0004069 49.44 77.68 52.69 79.42 50.10 67.68
OG0004070 52.66 76.44 55.07 78.55 49.88 71.75
OG0004071 41.14 73.14 41.09 85.15 40.91 71.75
OG0004072 44.31 55.98 45.19 56.58 43.57 53.86
OG0004074 47.15 54.04 49.05 57.72 47.39 50.17
OG0004076 45.84 76.83 44.81 77.66 44.49 75.42
OG0004077 53.33 83.17 53.41 85.60 55.04 85.34
OG0004078 57.85 95.29 58.93 95.41 58.85 95.31
OG0004079 51.38 88.28 52.41 90.34 52.05 85.03
