OG ENC_BAT ENC_BRO ENC_BGM SCUO_BAT SCUO_BRO SCUO_BGM MILC_BAT MILC_BRO MILC_BGM BAT_4FDS BRO_4FDS BGM_4FDS
OG0004560 53.8115 50.52098 51.26042 0.1714516 0.1254321 0.1714516 0.4026551 0.4512671 0.4026551 0.2424242 0.2272727 0.2424242
OG0004561 48.73378 49.12848 48.08271 0.1121328 0.1124459 0.1121328 0.425378 0.4308207 0.425378 0.3401639 0.3606557 0.3565574
OG0004562 38.54963 37.71266 35.33385 0.5004978 0.4009862 0.5004978 0.4406117 0.431197 0.4406117 0.9178082 0.913242 0.9178082
OG0004563 56.21616 57.11247 54.16428 0.1403815 0.1034952 0.1403815 0.3884969 0.3976132 0.3884969 0.6491228 0.6578947 0.6491228
OG0004564 58.144 55.28628 56.2324 0.1387748 0.1424015 0.1387748 0.3747136 0.374369 0.3747136 0.5669291 0.5905512 0.5905512
OG0004565 45.34766 44.31125 44.2048 0.3413211 0.343281 0.3413211 0.34967 0.3557536 0.34967 0.7627119 0.7542373 0.779661
OG0004566 47.14786 45.38427 46.87142 0.1732577 0.1956138 0.1732577 0.481853 0.4786553 0.481853 0.6906475 0.7032374 0.6816547
OG0004567 27.08467 31.10392 30.0436 0.6263175 0.6070718 0.6263175 0.4193856 0.3588725 0.4193856 1 0.952381 1
OG0004569 57.60865 57.89037 48.12023 0.1624829 0.09046699 0.1624829 0.4871193 0.5132944 0.4871193 0.3956044 0.4395604 0.3846154
OG0004570 56.44467 51.63119 52.81001 0.09859342 0.12127 0.09859342 0.4460498 0.4589247 0.4460498 0.697417 0.7343173 0.701107
OG0004571 42.66392 37.21723 48.83844 0.1753801 0.3547804 0.1753801 0.4686658 0.49956 0.4686658 0.7911647 0.8594378 0.7911647
OG0004572 57.73516 56.77296 51.87855 0.1176933 0.08339654 0.1176933 0.4600985 0.4146774 0.4600985 0.4942529 0.5114943 0.4942529
OG0004573 54.93963 54.54859 54.3929 0.08208291 0.09801348 0.08208291 0.4342068 0.4328469 0.4342068 0.3245614 0.3157895 0.3157895
OG0004574 56.1093 56.81411 58.75065 0.1209428 0.1326903 0.1209428 0.3229617 0.3329741 0.3229617 0.6756757 0.7027027 0.6846847
OG0004575 57.59817 56.16147 55.91414 0.0511428 0.04487122 0.0511428 0.4832617 0.4816289 0.4832617 0.42 0.4222222 0.4155556
OG0004576 41.18519 43.84853 46.50908 0.3261247 0.2648704 0.3261247 0.3968489 0.4375593 0.3968489 0.8666667 0.9047619 0.8761905
OG0004577 35.28801 34.12547 35.52188 0.4106301 0.435019 0.4106301 0.441499 0.4438972 0.441499 0.8767123 0.890411 0.8767123
OG0004578 56.03633 47.75683 50.36469 0.3803101 0.1996638 0.3803101 0.4079836 0.4062576 0.4079836 0.6666667 0.9298246 0.7017544
OG0004579 36.19186 34.78236 37.03318 0.3270912 0.4105516 0.3270912 0.4745468 0.4774969 0.4745468 0.8761468 0.9105505 0.8944954
OG0004580 39.92168 43.63933 39.80232 0.3112594 0.2797973 0.3112594 0.472398 0.4616673 0.472398 0.8015873 0.8095238 0.8134921
OG0004581 42.65757 39.45281 36.52036 0.3809406 0.3124618 0.3809406 0.4580535 0.4434322 0.4580535 0.8688525 0.8852459 0.9071038
OG0004582 56.22936 53.73133 52.84928 0.0920427 0.09023452 0.0920427 0.4683452 0.4700512 0.4683452 0.4543011 0.4623656 0.4543011
OG0004583 42.63792 48.93999 48.28042 0.1744821 0.1864006 0.1744821 0.4367019 0.4411851 0.4367019 0.787234 0.7787234 0.7914894
OG0004584 43.64939 43.44094 50.06577 0.1931524 0.3268128 0.1931524 0.4517526 0.4461321 0.4517526 0.7696629 0.7977528 0.7808989
OG0004585 52.21196 52.34797 52.00583 0.1350421 0.123626 0.1350421 0.4257656 0.4238115 0.4257656 0.311828 0.311828 0.3172043
OG0004586 34.7934 33.77465 33.76615 0.4538616 0.4547623 0.4538616 0.4336686 0.4469057 0.4336686 0.9027237 0.9066148 0.9182879
OG0004587 33.63084 32.97951 33.48261 0.5171051 0.4793705 0.5171051 0.2367287 0.2468813 0.2367287 0.875 0.9107143 0.875
OG0004589 52.79323 49.34257 52.43901 0.1018457 0.1320783 0.1018457 0.4791786 0.4835756 0.4791786 0.7019704 0.7475369 0.7068966
OG0004590 53.9338 58.14719 54.91564 0.07660233 0.06619374 0.07660233 0.447011 0.4317949 0.447011 0.6229508 0.6147541 0.5819672
OG0004591 41.72133 45.46276 40.53554 0.2458254 0.1930802 0.2458254 0.4838555 0.5088316 0.4838555 0.8309456 0.7879656 0.8338109
OG0004592 57.55528 57.85912 56.54393 0.05782649 0.04473663 0.05782649 0.4512886 0.4593277 0.4512886 0.6160991 0.6068111 0.625387
OG0004593 31.079 29.8612 30.3949 0.5143496 0.5421183 0.5143496 0.4255626 0.4461206 0.4255626 0.921875 0.921875 0.9375
OG0004594 42.60703 41.85072 38.88369 0.4359836 0.3795053 0.4359836 0.2846746 0.1949047 0.2846746 0.8571429 0.8571429 0.8571429
OG0004595 50.70875 53.06413 51.95308 0.1341202 0.09230342 0.1341202 0.4129886 0.4379282 0.4129886 0.3300971 0.3883495 0.3495146
OG0004596 42.54521 40.65309 40.67088 0.2471322 0.2565051 0.2471322 0.4614803 0.4654368 0.4614803 0.8398058 0.868932 0.8640777
OG0004597 33.18531 29.77425 33.42121 0.4389676 0.5551304 0.4389676 0.4360102 0.489882 0.4360102 0.9537037 0.9490741 0.9537037
OG0004598 44.66984 45.19415 43.63302 0.2199242 0.180792 0.2199242 0.4559582 0.4567789 0.4559582 0.846473 0.8381743 0.846473
OG0004599 53.66472 57.01865 51.67491 0.187317 0.1444962 0.187317 0.3886939 0.4349406 0.3886939 0.6923077 0.6410256 0.7179487
OG0004600 45.48097 41.17561 38.52772 0.2942498 0.2606352 0.2942498 0.4384204 0.4400023 0.4384204 0.7935223 0.8461538 0.805668
OG0004601 33.51682 32.67039 34.42206 0.4100429 0.4621519 0.4100429 0.4080356 0.4131328 0.4080356 0.9045226 0.9145729 0.8994975
OG0004602 56.05014 56.04189 55.71924 0.04006442 0.0361828 0.04006442 0.4903258 0.490208 0.4903258 0.4637378 0.4644351 0.4630404
OG0004603 51.49524 50.24486 52.17296 0.08039675 0.09595326 0.08039675 0.4805668 0.4810223 0.4805668 0.2782765 0.2980251 0.2944345
OG0004604 54.2366 51.87909 54.22201 0.1101959 0.1485803 0.1101959 0.3917774 0.4111334 0.3917774 0.7087379 0.7475728 0.7184466
OG0004605 61 59.2343 57.40125 0.07833941 0.07422826 0.07833941 0.4403981 0.3990814 0.4403981 0.3928571 0.3928571 0.4107143
OG0004606 39.08825 37.71802 49.1723 0.231322 0.3664777 0.231322 0.46877 0.4573655 0.46877 0.7111111 0.7333333 0.7185185
OG0004607 56.34611 58.02577 60.06415 0.09332049 0.0965508 0.09332049 0.3727491 0.3742801 0.3727491 0.5821918 0.609589 0.5821918
OG0004608 34.59381 28.97755 34.44928 0.5287581 0.6770406 0.5287581 0.363755 0.362275 0.363755 0.92 0.9466667 0.92
OG0004609 45.83797 44.73788 39.94437 0.2964588 0.2341754 0.2964588 0.4471836 0.4483719 0.4471836 0.7920354 0.8274336 0.8053097
OG0004611 31.01045 30.2129 27.86633 0.5889518 0.5766871 0.5889518 0.4208709 0.332604 0.4208709 0.8989899 0.9393939 0.9393939
OG0004612 44.27822 42.52386 48.10075 0.2675501 0.304793 0.2675501 0.316341 0.3559858 0.316341 0.7977528 0.8202247 0.752809
OG0004613 28.32086 28.70704 27.92254 0.6156918 0.5591336 0.6156918 0.4285331 0.4310607 0.4285331 0.9715302 0.9679715 0.975089
OG0004614 54.00639 55.47868 53.42112 0.09989886 0.09324452 0.09989886 0.4110025 0.4084878 0.4110025 0.3254438 0.3372781 0.3076923
OG0004615 47.85485 39.46454 41.80185 0.3171595 0.3491499 0.3171595 0.4344708 0.4458269 0.4344708 0.5333333 0.7 0.6666667
OG0004616 36.01965 32.28867 32.01984 0.5284848 0.5072284 0.5284848 0.4619252 0.4662927 0.4619252 0.8825623 0.911032 0.9323843
OG0004617 43.52296 33.36121 40.36266 0.4975342 0.6555921 0.4975342 0.3134854 0.3696277 0.3134854 0.8666667 0.95 0.85
OG0004618 55.44441 59.41293 56.79756 0.06242862 0.05372105 0.06242862 0.4397417 0.4279845 0.4397417 0.5888325 0.6091371 0.5888325
OG0004619 57.5836 56.40487 57.79969 0.06454443 0.07429354 0.06454443 0.4416224 0.4490493 0.4416224 0.4726027 0.5068493 0.4794521
OG0004620 37.93317 35.10275 35.01461 0.5324592 0.5522859 0.5324592 0.3913354 0.3966038 0.3913354 0.8780488 0.8943089 0.9105691
OG0004621 52.77611 52.95028 51.14935 0.102939 0.07399051 0.102939 0.4594325 0.4550211 0.4594325 0.2938596 0.3070175 0.2850877
OG0004622 45.95945 46.78439 50.7787 0.1350874 0.1724572 0.1350874 0.4451035 0.4402555 0.4451035 0.7393617 0.7765957 0.7712766
OG0004623 47.3178 44.14758 45.50874 0.2906442 0.2260985 0.2906442 0.3888393 0.4191824 0.3888393 0.8548387 0.8548387 0.8709677
OG0004625 48.97025 46.32112 48.6772 0.1543916 0.1795368 0.1543916 0.4552561 0.4632697 0.4552561 0.7163462 0.7836538 0.7331731
OG0004626 42.69898 44.51829 43.11329 0.1979439 0.193906 0.1979439 0.4741636 0.4681749 0.4741636 0.7357513 0.7487047 0.738342
OG0004627 36.46254 30.76708 30.96783 0.5269663 0.5160612 0.5269663 0.438203 0.4713039 0.438203 0.9153439 0.9365079 0.9206349
OG0004628 61 45.15142 56.60643 0.1930591 0.2953003 0.1930591 0.592553 0.4661837 0.592553 0.4 1 0.2
OG0004629 57.00322 44.0285 51.20179 0.2175648 0.2579508 0.2175648 0.3446714 0.3177715 0.3446714 0.3333333 0.4 0.3666667
OG0004630 57.72823 55.25685 57.09461 0.07087756 0.09152128 0.07087756 0.432621 0.4499659 0.432621 0.5913462 0.6057692 0.6105769
OG0004631 53.97842 50.62739 52.97053 0.1544487 0.1658362 0.1544487 0.4119808 0.423031 0.4119808 0.7112299 0.7112299 0.7165775
OG0004632 58.70047 57.82307 58.105 0.06383654 0.06766613 0.06383654 0.4122376 0.4157088 0.4122376 0.5648148 0.5787037 0.5601852
OG0004633 46.83288 38.55007 46.6511 0.1954785 0.2883572 0.1954785 0.425985 0.4327734 0.425985 0.6341463 0.7439024 0.6341463
OG0004634 61 59.02833 58.15553 0.103947 0.09192827 0.103947 0.3431041 0.3445576 0.3431041 0.5584416 0.6233766 0.5714286
OG0004635 28.38496 28.98938 27.68667 0.6123762 0.5506048 0.6123762 0.3529248 0.3959549 0.3529248 0.9508197 0.9590164 0.9672131
OG0004636 58.1103 57.44172 58.14001 0.0375419 0.03749772 0.0375419 0.5037755 0.4821382 0.5037755 0.4241573 0.4157303 0.4382022
OG0004637 49.03899 37.4219 48.39206 0.1630515 0.4030437 0.1630515 0.4593807 0.5611751 0.4593807 0.8461538 0.8901099 0.8351648
OG0004638 47.16659 50.14902 50.78996 0.1864655 0.1763321 0.1864655 0.2419321 0.25202 0.2419321 0.3898305 0.3898305 0.3898305
OG0004639 51.52515 51.03581 51.06676 0.1276864 0.138748 0.1276864 0.4059345 0.4173488 0.4059345 0.6126761 0.6760563 0.5985915
OG0004640 59.58222 53.72332 58.3051 0.08040154 0.06835289 0.08040154 0.4091053 0.4621518 0.4091053 0.40625 0.40625 0.40625
OG0004641 33.99053 34.19697 34.03793 0.4542452 0.4336158 0.4542452 0.4330245 0.4338342 0.4330245 0.9216418 0.9104478 0.9328358
OG0004642 49.9736 39.98258 49.42765 0.199536 0.3667458 0.199536 0.4902591 0.4965054 0.4902591 0.5714286 0.8571429 0.5714286
OG0004643 29.79851 30.14745 29.73761 0.6263761 0.6407576 0.6263761 0.3809235 0.3812446 0.3809235 0.9724771 0.9449541 0.9816514
OG0004644 52.49998 52.04963 47.19671 0.2572961 0.1263618 0.2572961 0.4305953 0.4233254 0.4305953 0.6516854 0.6853933 0.6516854
OG0004645 49.74945 50.26637 49.42185 0.1348266 0.1315473 0.1348266 0.4251941 0.4253748 0.4251941 0.6919831 0.7004219 0.7130802
OG0004646 37.16391 40.04018 32.54151 0.515442 0.3523961 0.515442 0.3697972 0.3084228 0.3697972 0.9166667 0.9404762 0.9166667
OG0004647 58.15217 57.37148 58.92748 0.1083338 0.0897671 0.1083338 0.3789126 0.4339178 0.3789126 0.6460177 0.7610619 0.6371681
OG0004648 44.94515 46.37118 45.29601 0.2333394 0.2274257 0.2333394 0.4357616 0.441203 0.4357616 0.7523511 0.7554859 0.7460815
OG0004649 48.24202 47.27371 44.21382 0.2379667 0.1844917 0.2379667 0.4721194 0.4757481 0.4721194 0.7147541 0.7377049 0.7213115
OG0004650 32.17818 31.46304 46.24265 0.1635491 0.5071544 0.1635491 0.7183346 0.5466259 0.7183346 0.9363636 0.9545455 0.6818182
OG0004651 52.9203 49.93676 52.62987 0.08913138 0.115126 0.08913138 0.463864 0.4676954 0.463864 0.6679245 0.7150943 0.6811321
OG0004652 41.84428 45.81545 44.90965 0.2085981 0.2156771 0.2085981 0.4024144 0.4098993 0.4024144 0.8297872 0.8297872 0.8510638
OG0004653 33.1953 32.16129 33.21578 0.4860214 0.5036142 0.4860214 0.4060719 0.395744 0.4060719 0.9433962 0.9528302 0.9433962
OG0004654 31.6506 32.93357 37.47582 0.4651951 0.4809269 0.4651951 0.3815457 0.4049371 0.3815457 0.8813559 0.8813559 0.8813559
OG0004655 37.4352 31.9935 34.47466 0.4528423 0.5063222 0.4528423 0.383769 0.4334182 0.383769 0.9441341 0.9329609 0.9497207
OG0004656 38.65819 35.16602 38.23632 0.341919 0.4333401 0.341919 0.3763195 0.4314222 0.3763195 0.8965517 0.908046 0.8965517
OG0004657 55.31055 53.90175 58.08683 0.09257146 0.1134503 0.09257146 0.3915206 0.4096462 0.3915206 0.6 0.6363636 0.5818182
OG0004658 38.52366 35.37683 37.82079 0.4812324 0.5171374 0.4812324 0.2853927 0.3209144 0.2853927 0.9090909 0.9242424 0.9090909
OG0004659 43.83855 42.02107 43.21021 0.2776938 0.2479748 0.2776938 0.4640785 0.442607 0.4640785 0.873494 0.8915663 0.8614458
OG0004660 57.84071 49.24985 53.53958 0.1522251 0.1653023 0.1522251 0.3585506 0.381021 0.3585506 0.6495726 0.7179487 0.6923077
OG0004661 59.60997 60.96265 61 0.07055991 0.081956 0.07055991 0.3793477 0.3892718 0.3793477 0.5140187 0.5794393 0.5327103
OG0004662 43.97371 42.74763 45.08313 0.2355486 0.338487 0.2355486 0.4169457 0.4688037 0.4169457 0.8292683 0.9105691 0.8455285
OG0004663 28.72032 30.11285 27.49068 0.6409131 0.6123534 0.6409131 0.4502401 0.3954204 0.4502401 0.9878049 0.9756098 0.9939024
OG0004664 45.75927 44.84446 48.94957 0.1562523 0.2236294 0.1562523 0.4582652 0.4664256 0.4582652 0.7343284 0.7373134 0.7223881
OG0004665 43.03392 44.23294 46.8005 0.1818022 0.2266972 0.1818022 0.4315318 0.4501951 0.4315318 0.7461538 0.8307692 0.7538462
OG0004666 39.3104 37.1136 38.78406 0.2949496 0.3227172 0.2949496 0.435975 0.4423367 0.435975 0.8456376 0.8758389 0.8489933
OG0004667 60.27405 59.52179 59.63043 0.04753063 0.05891654 0.04753063 0.4107016 0.4189207 0.4107016 0.4939024 0.5182927 0.5060976
OG0004668 40.6344 29.88973 39.67467 0.2632058 0.5992561 0.2632058 0.4157046 0.5917963 0.4157046 0.9133333 0.96 0.9133333
OG0004669 59.4843 58.12208 61 0.08618495 0.09338319 0.08618495 0.3796604 0.3925227 0.3796604 0.5333333 0.5333333 0.5333333
OG0004670 45.00049 45.00927 45.00927 0.2059673 0.2059673 0.2059673 0.274816 0.2756349 0.274816 0.2876712 0.3150685 0.3150685
OG0004671 49.23192 47.5852 55.23579 0.1500481 0.1925788 0.1500481 0.3849899 0.3786996 0.3849899 0.5822785 0.5949367 0.5949367
OG0004672 36.76058 36.805 35.27988 0.6364381 0.4278351 0.6364381 0.3795932 0.3570409 0.3795932 0.9344262 0.9672131 0.9508197
OG0004673 54.00013 56.58964 53.80499 0.09214917 0.09515984 0.09214917 0.4573902 0.4484857 0.4573902 0.5844749 0.5936073 0.5981735
OG0004674 36.74481 28.94466 29.5824 0.6760339 0.6107844 0.6760339 0.4177196 0.4278841 0.4177196 1 1 0.8571429
OG0004675 58.47858 61 57.66662 0.08366532 0.07806709 0.08366532 0.417923 0.4065562 0.417923 0.5798319 0.5630252 0.5630252
OG0004676 37.13034 52.3372 40.8263 0.2925138 0.1854988 0.2925138 0.4230197 0.5030332 0.4230197 0.6 0.52 0.52
OG0004677 44.77991 40.34967 43.17453 0.2300181 0.2634831 0.2300181 0.4389913 0.4443401 0.4389913 0.8228346 0.8228346 0.8149606
OG0004678 38.39381 36.92567 33.28639 0.5052493 0.4367509 0.5052493 0.2743105 0.2756063 0.2743105 0.8615385 0.8769231 0.8769231
OG0004679 49.96133 51.66951 50.56897 0.2107318 0.1828697 0.2107318 0.3974584 0.3991037 0.3974584 0.6582278 0.6708861 0.6582278
OG0004680 35.89061 35.30456 40.31488 0.3330161 0.400822 0.3330161 0.4498565 0.4593594 0.4498565 0.8863636 0.8693182 0.8465909
OG0004681 53.4683 50.89922 52.68967 0.1491612 0.1659171 0.1491612 0.4245086 0.4392331 0.4245086 0.6420664 0.6568266 0.6420664
OG0004682 38.97971 37.93898 38.61714 0.2974411 0.3211087 0.2974411 0.4887156 0.4898249 0.4887156 0.8595579 0.8673602 0.8543563
OG0004683 41.58849 40.41449 35.16865 0.4426892 0.3471293 0.4426892 0.4184433 0.4415139 0.4184433 0.8300654 0.8562092 0.8431373
OG0004684 34.33672 30.79856 34.17908 0.5361929 0.60132 0.5361929 0.2699911 0.2887842 0.2699911 0.8947368 0.9210526 0.9078947
OG0004685 48.01673 61 61 0.244431 0.1984316 0.244431 0.2114637 0.2608788 0.2114637 0.3793103 0.4137931 0.3793103
OG0004686 52.23483 51.63803 52.49497 0.1082045 0.1120559 0.1082045 0.4347212 0.4358652 0.4347212 0.3299492 0.3401015 0.3401015
OG0004687 50.71375 51.03452 60.5038 0.2305765 0.1733412 0.2305765 0.3404973 0.3521365 0.3404973 0.625 0.65625 0.640625
OG0004688 61 59.78555 54.88019 0.2338345 0.07886142 0.2338345 0.392834 0.3917115 0.392834 0.375 0.4375 0.375
OG0004689 40.13109 40.13567 40.74825 0.3453531 0.3323679 0.3453531 0.4563199 0.4563324 0.4563199 0.8302583 0.8413284 0.8376384
OG0004690 39.56838 42.95786 38.89368 0.2681202 0.1934908 0.2681202 0.4760728 0.4792609 0.4760728 0.7919075 0.8121387 0.800578
OG0004691 32.46409 30.85106 32.29397 0.5193973 0.5469675 0.5193973 0.4228822 0.4308172 0.4228822 0.9250936 0.9400749 0.9250936
OG0004692 26.2615 30.32763 29.65107 0.6309206 0.6166463 0.6309206 0.2554718 0.2064366 0.2554718 1 1 1
OG0004693 61 61 61 0.06904894 0.08245986 0.06904894 0.3266163 0.3369283 0.3266163 0.5 0.5208333 0.5
OG0004694 30.55558 28.28531 29.06402 0.5658405 0.6269492 0.5658405 0.4499238 0.4442632 0.4499238 0.9401198 0.9640719 0.9461078
OG0004695 52.64918 49.70711 53.08069 0.1338777 0.1385816 0.1338777 0.4308013 0.4488111 0.4308013 0.5449438 0.6011236 0.5449438
OG0004696 39.13509 32.48728 35.69835 0.4082642 0.5130937 0.4082642 0.3924452 0.4070316 0.3924452 0.8421053 0.9005848 0.8654971
OG0004697 55.0212 55.20237 54.6042 0.05925724 0.05506952 0.05925724 0.4539854 0.4541543 0.4539854 0.352 0.3493333 0.352
OG0004698 50.2636 51.22027 52.27874 0.1592953 0.1442522 0.1592953 0.4028643 0.4360828 0.4028643 0.6746988 0.6987952 0.6566265
OG0004699 33.06451 39.44684 41.40476 0.4615926 0.3986613 0.4615926 0.3993288 0.359486 0.3993288 0.8095238 0.7619048 0.7857143
OG0004700 58.14394 54.28251 54.44089 0.1191707 0.1102882 0.1191707 0.4550106 0.4565535 0.4550106 0.6042781 0.6684492 0.6256684
OG0004701 27.01138 29.8876 26.48267 0.7813754 0.6089323 0.7813754 0.2926754 0.3058663 0.2926754 0.9803922 1 1
OG0004702 42.56325 41.06831 45.92425 0.3163893 0.3594648 0.3163893 0.2399955 0.2733948 0.2399955 0.8297872 0.8510638 0.8297872
OG0004703 37.1216 43.48825 41.82393 0.3131855 0.2607842 0.3131855 0.4487845 0.4569822 0.4487845 0.9025641 0.8923077 0.8769231
OG0004704 46.14359 43.83551 46.09234 0.1941702 0.2210433 0.1941702 0.4586001 0.4620971 0.4586001 0.8031189 0.8206628 0.7933723
OG0004705 30.94786 28.26402 26.66332 0.6755272 0.6704507 0.6755272 0.2132376 0.2792098 0.2132376 0.9534884 0.9767442 1
OG0004706 57.15512 54.15129 56.8641 0.06659892 0.09969819 0.06659892 0.4505409 0.4574698 0.4505409 0.6060606 0.6590909 0.6212121
OG0004707 53.9869 53.17599 52.94812 0.09114463 0.09369232 0.09114463 0.4909406 0.4889744 0.4909406 0.3266453 0.3218299 0.3258427
OG0004708 24.85651 26.79058 28.98938 0.6430695 0.6815508 0.6430695 0.3551311 0.3641217 0.3551311 1 1 0.9431818
OG0004709 30.77125 32.79787 31.63726 0.4946194 0.5077808 0.4946194 0.296509 0.2718532 0.296509 0.9433962 0.9433962 0.9433962
OG0004710 54.17377 52.80249 54.49411 0.109075 0.1194027 0.109075 0.454211 0.4564004 0.454211 0.6675 0.7025 0.6525
OG0004711 53.3303 52.68129 54.11913 0.1716588 0.1795861 0.1716588 0.3905062 0.3996942 0.3905062 0.6640625 0.6875 0.65625
OG0004713 48.18975 42.51671 55.77345 0.2075138 0.3641633 0.2075138 0.3879777 0.4050404 0.3879777 0.8 0.88 0.77
OG0004714 45.6301 41.38285 46.96558 0.2959491 0.29595 0.2959491 0.4279553 0.4268937 0.4279553 0.8 0.7818182 0.8
OG0004715 51.58588 51.46776 51.25915 0.09705275 0.1005899 0.09705275 0.4692459 0.4658542 0.4692459 0.2976654 0.2937743 0.2937743
OG0004716 51.27707 53.74814 51.82536 0.140117 0.1294264 0.140117 0.3851121 0.4018777 0.3851121 0.5692308 0.6230769 0.5846154
OG0004717 61 61 61 0.1075205 0.1141395 0.1075205 0.3588133 0.3646521 0.3588133 0.4594595 0.4504505 0.4504505
OG0004718 42.67113 42.02977 49.85145 0.1506431 0.3320548 0.1506431 0.4641725 0.4377334 0.4641725 0.7235772 0.7560976 0.7479675
OG0004719 52.37393 44.9389 41.34135 0.3311025 0.3351769 0.3311025 0.3285769 0.2091571 0.3285769 0.173913 0.2608696 0.2608696
OG0004720 53.62623 50.22767 50.76355 0.2146211 0.191096 0.2146211 0.43571 0.440111 0.43571 0.6496815 0.6242038 0.6815287
OG0004721 43.98093 48.08869 50.73125 0.09371553 0.1236568 0.09371553 0.4460368 0.4438894 0.4460368 0.8529412 0.8627451 0.8529412
OG0004722 49.81508 48.03704 51.61988 0.1330404 0.1340764 0.1330404 0.4157077 0.4271542 0.4157077 0.7771084 0.7891566 0.7590361
OG0004723 55.21182 50.87681 54.66595 0.06929804 0.1053311 0.06929804 0.471644 0.4830502 0.471644 0.6504505 0.7315315 0.6630631
OG0004724 43.38136 38.99141 45.5822 0.2347409 0.3032223 0.2347409 0.3933557 0.4417412 0.3933557 0.7880795 0.7880795 0.7880795
OG0004725 50.46593 53.25613 45.83944 0.3065891 0.2855366 0.3065891 0.3321836 0.3471556 0.3321836 0.8 0.8105263 0.7684211
OG0004726 53.77781 48.91812 55.26681 0.1390612 0.135237 0.1390612 0.408003 0.4633034 0.408003 0.6981132 0.7484277 0.6855346
OG0004727 28.09985 31.55224 28.37595 0.6249927 0.6004533 0.6249927 0.4140752 0.3756274 0.4140752 0.9457364 0.9612403 0.9534884
OG0004728 32.56824 32.29002 34.04466 0.524186 0.5209683 0.524186 0.4114306 0.4249174 0.4114306 0.92 0.944 0.92
OG0004730 55.13997 54.12 52.09578 0.1100192 0.07981782 0.1100192 0.4715652 0.4750905 0.4715652 0.6387283 0.6820809 0.6416185
OG0004731 57.06404 54.2693 56.32973 0.08170329 0.09373861 0.08170329 0.451324 0.4528292 0.451324 0.5669291 0.6089239 0.5774278
OG0004733 45.92975 42.20963 47.25562 0.3594691 0.3969774 0.3594691 0.3210063 0.3248234 0.3210063 0.7894737 0.8210526 0.7578947
OG0004734 31.29683 35.95279 39.86258 0.2933192 0.3961981 0.2933192 0.4501598 0.437843 0.4501598 0.9775281 0.988764 0.9325843
OG0004735 29.22984 32.92179 29.29132 0.5944801 0.5178404 0.5944801 0.4114654 0.4203347 0.4114654 0.9541985 0.9312977 0.9541985
OG0004737 54.66188 54.55154 54.66665 0.07447138 0.07951426 0.07447138 0.4380623 0.4510679 0.4380623 0.5791667 0.6083333 0.5875
OG0004738 49.10741 44.03475 44.03999 0.2618359 0.2644881 0.2618359 0.4044842 0.4189513 0.4044842 0.8025478 0.8089172 0.8280255
OG0004739 47.12492 41.92202 40.1716 0.356459 0.4014149 0.356459 0.3687483 0.3528177 0.3687483 0.3636364 0.1818182 0.09090909
OG0004741 49.98744 51.76323 52.99282 0.1298816 0.1969031 0.1298816 0.3821994 0.3780956 0.3821994 0.2941176 0.3088235 0.2941176
OG0004742 61 59.66597 61 0.06090651 0.05622107 0.06090651 0.3817925 0.4231964 0.3817925 0.5625 0.6328125 0.578125
OG0004743 57.76154 61 49.74226 0.2381032 0.3351477 0.2381032 0.3751261 0.2512238 0.3751261 0.2222222 0.1851852 0.2962963
OG0004744 45.80264 45.58902 41.07494 0.2949234 0.2484853 0.2949234 0.4303357 0.425121 0.4303357 0.7835498 0.8008658 0.8051948
OG0004745 54.1685 56.21401 56.15575 0.05832607 0.05870545 0.05832607 0.4283012 0.4295837 0.4283012 0.4064516 0.4 0.3935484
OG0004746 51.52351 50.86463 51.13385 0.1987132 0.1524446 0.1987132 0.4112678 0.4198863 0.4112678 0.7226277 0.7007299 0.7226277
OG0004747 55.87908 55.69384 47.11614 0.3122469 0.2109372 0.3122469 0.330369 0.2734455 0.330369 0.8082192 0.8219178 0.8219178
OG0004748 29.09423 34.10112 34.82282 0.4555931 0.4152351 0.4555931 0.3576715 0.3735315 0.3576715 0.88 0.88 0.92
OG0004749 52.07265 48.5678 53.91128 0.06801457 0.1151673 0.06801457 0.4619581 0.458008 0.4619581 0.2631579 0.2368421 0.2631579
OG0004750 28.27131 41.9013 44.57583 0.3279901 0.3416951 0.3279901 0.4381517 0.4354491 0.4381517 0.984127 0.968254 0.984127
OG0004751 57.17635 56.48602 56.72429 0.03777199 0.04132724 0.03777199 0.4701542 0.4708169 0.4701542 0.4379562 0.4428224 0.4306569
OG0004752 34.66508 36.26019 34.53135 0.4583041 0.4209608 0.4583041 0.4019747 0.4037885 0.4019747 0.8782609 0.9043478 0.9043478
OG0004753 58.14085 56.06742 58.84116 0.07615797 0.09625467 0.07615797 0.4169148 0.4227338 0.4169148 0.6271186 0.6737288 0.6271186
OG0004755 33.76182 31.71468 37.86812 0.3557408 0.4777695 0.3557408 0.4727805 0.4743898 0.4727805 0.8716216 0.8885135 0.8851351
OG0004757 50.93784 44.59063 50.47694 0.1566055 0.2429279 0.1566055 0.42086 0.4613484 0.42086 0.8169935 0.8300654 0.8169935
OG0004758 51.74872 56.08188 51.6641 0.1785477 0.1475173 0.1785477 0.2910067 0.2954364 0.2910067 0.6744186 0.6511628 0.6976744
OG0004760 29.85733 31.39286 30.59166 0.5523422 0.6060169 0.5523422 0.3445936 0.3041818 0.3445936 0.9873418 0.9746835 0.9620253
