OG BAT_W-S BAT_S-W BAT_W-W BAT_S-S BRO_W-S BRO_S-W  BRO_W-W BRO_S-S BGM_W-S BGM_S-W BGM_W-W BGM_S-S BGC_BAT BGC_BAT_pval BGC_BRO BGC_BRO_pval BGC_BGM BGC_BGM_pval ENC_BAT ENC_BRO ENC_BGM SCUO_BAT SCUO_BRO SCUO_BGM MILC_BAT MILC_BRO MILC_BGM BAT_4FDS BRO_4FDS BGM_4FDS
OG0003864 4.666952 4.512369 0.3594756 0.1575542 3.391674 5.136357 0.2831893 2.171458 59.54522 102.7102 27.13072 22.21615 NA 0.8428862 NA 0.9995506 NA 0.9995508 56.22022 55.79727 54.09313 0.09747561 0.1044296 0.135299 0.4451351 0.4437672 0.5167493 0.345679 0.3580247 0.308642
OG0003865 2.03302 0.3517038 0.03553198 0.007823501 28.82082 5.524024 5.637445 1.136371 1.164296 1.153489 0.03457599 0.007941486 NA 0.09876078 1.902788 3.161976e-06 NA 0.950476 47.55985 43.77133 48.75405 0.1928349 0.2381467 0.1750162 0.3811037 0.4131561 0.3614911 0.75 0.7685185 0.7314815
OG0003868 4.477026 9.969232 0.04018457 0.02214882 19.9942 9.358449 4.07563 2.045977 10.57628 11.32477 2.060331 2.029456 NA 1 NA 0.02758269 NA 0.9999575 43.71032 40.25828 44.04727 0.3204795 0.3258515 0.3092872 0.4514582 0.4497544 0.4369664 0.8666667 0.8444444 0.8444444
OG0003869 -1.251232e-13 1.60377e-13 1.701673e-13 -3.149592e-13 9.199862 12.56128 0.961666 2.729643 3.60381 5.784912 1.480577 1.864012 NA 0.9998903 NA 0.9998903 NA 0.9998903 55.19393 51.08067 51.33489 0.06292155 0.1170267 0.1202432 0.4592314 0.4437449 0.4425044 0.2881356 0.279661 0.279661
OG0003872 1.947469 4.715303 0.9869619 1.83642 21.15688 13.2238 11.00542 1.010066 1.954248 3.980603 0.01044144 0.06816833 NA 0.9610004 NA 0.1517335 NA 0.9610004 50.39505 50.71226 50.91351 0.1277054 0.1347197 0.1253151 0.4275191 0.432201 0.4241618 0.8767123 0.890411 0.890411
OG0003873 1.844746 8.197058 0.4651619 1.389684 10.07536 3.445873 1.67092 1.631401 89.04486 84.59332 38.26861 26.68047 NA 0.999771 NA 0.01563675 NA 0.4707707 46.50698 44.78684 44.91866 0.2509186 0.2694485 0.3215396 0.4170083 0.4303083 0.5156662 0.7777778 0.7777778 0.8055556
OG0003874 2.984158 7.855087 2.280713 0.7826593 9.612474 14.09029 7.320859 0.007263471 8.849722 3.999567 3.408276 1.007541 NA 1 NA 1 NA 0.090439 38.825 37.3235 36.30536 0.358793 0.3537567 0.3977651 0.463768 0.4619706 0.475944 0.815 0.835 0.855
OG0003876 1.076465 1.642016 0.9859637 0.3525732 11.19778 5.651313 5.005302 1.3169 0.4112116 3.884336 0.006700835 0.002133464 NA 0.9999016 NA 0.1451133 NA 0.9999017 47.21634 45.83653 46.60632 0.2070097 0.2334227 0.214616 0.434634 0.4622961 0.4357116 0.7248677 0.7460317 0.7195767
OG0003879 1.053699 2.71196 2.130326 0.01073612 7.380709 7.038969 11.44034 0.9995389 4.343468 4.001728 3.256001 0.0002225319 NA 1 NA 0.813433 NA 0.8253765 39.34061 36.96499 36.85303 0.3508942 0.3687844 0.3669244 0.3805083 0.4115715 0.3837581 0.9047619 0.9047619 0.9047619
OG0003880 2.23016 28.76311 1.216279 0.1465727 147.799 33.63397 15.55713 3.467993 5.337489 32.5436 2.424491 0.1360821 NA 0.9991359 1.59565 0 NA 0.9991359 35.65789 32.36133 35.47351 0.368227 0.4749042 0.3669927 0.4875133 0.5075129 0.488491 0.8037383 0.9158879 0.8037383
OG0003881 4.385906 7.168886 1.565391 2.481006 13.26863 7.083151 7.008287 1.704095 1.333132 8.571674 2.366085 0.3385258 NA 0.9998626 NA 0.08236579 NA 0.9998627 44.79655 38.02414 46.46497 0.2621492 0.43165 0.2674032 0.4351898 0.5266725 0.4113518 0.8690476 0.8690476 0.8809524
OG0003882 11.75607 16.85091 3.60042 2.234222 13.47603 13.0315 2.887725 3.285597 14.01906 11.95273 3.32447 1.125377 NA 0.9995393 NA 0.9995405 NA 0.7276023 55.87277 56.28003 57.11968 0.06859409 0.05448633 0.05082009 0.4686626 0.4675258 0.4674718 0.4222222 0.4666667 0.4444444
OG0003883 -4.467873e-17 -1.125553e-14 3.627293e-15 -7.139086e-16 2.599326 0.005012964 2.975734 0.0009904613 14.27339 8.061821 7.69288 6.439704 NA 0.999825 NA 0.09478717 NA 0.04590911 49.80006 47.55857 38.02227 0.1974849 0.2287016 0.3618891 0.3164668 0.3615769 0.4720493 0.8823529 0.8823529 0.8823529
OG0003884 5.210822 5.242263 3.898678 1.512291 7.050381 9.196431 8.245633 0.01634733 3.951993 4.0938 1.947375 0.009661421 NA 0.9562843 NA 1 NA 1 36.8882 32.86818 35.07037 0.3567078 0.4130257 0.4059452 0.3676029 0.4152159 0.4111303 0.7727273 0.7727273 0.7727273
OG0003885 9.821185 10.93997 7.961744 1.240361 6.837953 4.217617 3.865675 0.4061435 177.2801 200.5072 88.18415 30.97616 NA 0.9999872 NA 0.1186981 NA 0.9999875 37.15411 39.90273 52.84866 0.3433334 0.3123319 0.1504189 0.5266685 0.4996578 0.5848898 0.875 0.875 0.125
OG0003886 14.67369 24.51802 17.62932 2.870225 30.68965 41.83322 37.56375 5.879139 17.19245 17.20111 16.60364 2.405876 NA 0.9999119 NA 0.9999121 NA 0.6693987 36.106 34.80371 35.54144 0.4738991 0.4714026 0.4233134 0.4867281 0.4930729 0.4806488 0.9277108 0.939759 0.9638554
OG0003887 2.097098 7.113271 1.427522 0.2507869 39.17348 15.95995 4.550245 1.8548 8.662245 21.31486 4.699116 3.128025 NA 0.9966314 1.114608 0.000279394 NA 0.9966314 53.56003 51.77647 55.77784 0.08845001 0.09863803 0.06586164 0.4752705 0.4861291 0.4796471 0.6 0.6377358 0.5886792
OG0003888 0.1442212 1.009636 0.1854514 0.0006382602 5.134539 1.999954 0.6713456 1.999252 0.003718295 1.869133 3.707743e-05 1.011879 NA 0.9999824 NA 0.2131446 NA 0.9999826 42.55691 41.44109 42.66295 0.2615674 0.3075599 0.2582421 0.3456494 0.3650615 0.3471406 0.77 0.77 0.76
OG0003890 5.368194 6.547528 0.8965999 1.540053 22.37872 18.01657 5.555845 6.371553 8.815637 12.34061 1.90116 1.367581 NA 0.9995448 NA 0.3459281 NA 0.9995456 54.98467 56.20205 52.34437 0.07181746 0.06619165 0.1235608 0.4580876 0.4573876 0.4878904 0.5714286 0.5803571 0.5714286
OG0003891 16.72515 52.17963 6.75117 5.928624 163.5982 85.39643 16.82631 13.47481 18.78412 31.96081 7.644977 5.409699 NA 0.999832 0.9181512 2.845942e-09 NA 0.999971 53.51384 50.57432 54.68198 0.07730625 0.1096625 0.06950038 0.4927729 0.501406 0.4937251 0.4444444 0.3333333 0.4444444
OG0003893 2.463239e-05 0.00461926 0.009230562 7.894458e-06 2 3 5 4.044148e-19 7.344802e-16 5.97292e-17 -1.428272e-16 1.217128e-20 NA 0.9998569 NA 0.9998561 NA 0.9998564 30.72246 29.98226 29.76874 0.5159855 0.5379007 0.5245391 0.3422574 0.3481797 0.3391476 0.88 0.88 0.88
OG0003894 0.2682064 0.5472122 0.3875791 0.003247664 39.37742 93.01264 33.50033 6.581085 21.52784 11.50722 5.807773 1.092305 NA 0.9922419 NA 0.9922421 NA 0.02409822 33.74643 43.83472 31.05485 0.392272 0.2647404 0.4520597 0.4655293 0.4928303 0.5003281 0.8 0.6 0.9
OG0003895 12.64221 30.22099 23.68206 1.317536 62.75283 53.45017 52.60624 9.484088 24.51283 24.24977 12.12029 1.355988 NA 0.9998306 NA 0.2140227 NA 0.857706 32.54728 29.53552 31.89824 0.4285706 0.5323463 0.4423813 0.4872003 0.5188622 0.4906804 0.9345238 0.9464286 0.952381
OG0003896 49.30972 70.62855 40.3184 23.19889 34.69369 19.12465 21.88482 3.355495 6.190201 5.214565 4.125102 2.220817 NA 0.9993502 1.280629 0.0005616974 NA 0.4706541 45.58329 37.18326 37.2602 0.1924115 0.3639401 0.3375427 0.4890318 0.5278144 0.4951826 0.862069 0.8965517 0.8965517
OG0003897 1.311606 6.085213 0.7056659 0.1639564 14.516 13.5029 5.972521 1.489695 2.379494 6.744778 2.048031 1.378572 NA 0.9997159 NA 0.4685046 NA 0.9996982 36.55045 37.05817 37.29996 0.4181536 0.4408505 0.4164526 0.4666705 0.4281932 0.4156959 0.8941176 0.8941176 0.8941176
OG0003898 5.078532 1.4201 0.03590263 1.614798 12.94171 18.98526 7.427892 4.284629 -1.732793e-13 -5.057202e-14 3.224779e-14 -3.697075e-14 NA 0.04331796 NA 0.9791603 NA 0.9791608 54.52063 55.52294 54.22094 0.08698839 0.1051972 0.09997238 0.451803 0.4442699 0.444869 0.626506 0.626506 0.6144578
OG0003899 1.688198 0.1231956 0.07439675 0.07775271 2.567968 2.283944 1.268595 0.2494482 0.05007643 0.2423451 0.01872557 0.1276969 NA 0.005069255 NA 0.6917983 NA 0.9997374 61 59.18097 55.82148 0.07278869 0.191549 0.2089041 0.3820258 0.3054262 0.2811827 0.2758621 0.2758621 0.2413793
OG0003900 4.024881 2.26152 1.884151 0.9632727 11.99337 6.229967 9.032454 2.000644e-05 0.7715685 1.008169 0.02778793 0.007143983 NA 0.4237985 NA 0.1533208 NA 0.9980585 32.24452 31.58253 31.951 0.4908818 0.5216286 0.4972341 0.4492372 0.4844535 0.452922 0.9364162 0.9479769 0.9421965
OG0003903 5.623255 10.45867 1.860517 0.06948959 45.33726 100.0598 46.092 12.87213 11.15562 2.376176 0.8686716 0.02454458 NA 1 NA 1 NA 0.9984057 45.21256 56.16085 41.84478 0.254066 0.1683303 0.303554 0.4707455 0.4434628 0.5367555 0.6184211 0.6842105 0.6710526
OG0003904 1.640143 2.907486 3.251229 0.03476904 21.94799 19.09394 23.32704 2.03475 9.62837 8.774326 1.246972 0.965117 NA 0.9994517 NA 0.5849335 NA 0.7793481 35.27245 35.24501 35.32313 0.4094856 0.4073654 0.3951238 0.4778564 0.4737068 0.480367 0.9275862 0.9241379 0.9172414
OG0003905 0.6586378 0.9145147 0.01002567 9.642266e-05 4.025757 3.000006 4.240464e-06 1.001663 0.004878855 0.9791275 2.163314e-06 0.9983261 NA 0.9999903 NA 0.6895534 NA 1 61 61 61 0.04091371 0.03721207 0.04342809 0.4228647 0.418697 0.4194505 0.4378378 0.4486486 0.4432432
OG0003906 2.006713 9.029182 2.70373 0.0009121418 11.92957 33.4809 24.52972 2.535714 0.977539 1.006421 4.413648 0.0003372423 NA 0.9733855 NA 0.9733855 NA 0.9717707 31.45243 32.65378 30.77029 0.5863906 0.5296988 0.6241924 0.4578086 0.4552329 0.4599272 0.952381 0.9428571 0.9809524
OG0003907 3.658206 0.6830973 0.01371188 0.007772695 3.350946 2.492363 0.2760777 0.1504776 18.54225 17.70313 6.982306 4.47081 NA 0.01760101 NA 0.5002304 NA 0.6500936 43.94646 46.93024 42.57152 0.23417 0.3038727 0.2978951 0.4104304 0.4021566 0.4610889 1 1 0.9090909
OG0003908 9.226598 4.741747 5.579482 0.1875358 11.29322 10.24524 12.31611 0.6227939 2.649399 5.196315 2.701156 0.09602622 NA 0.02564168 NA 0.5273859 NA 0.999887 28.42477 32.61775 29.28634 0.64166 0.4433715 0.6055532 0.467876 0.4358975 0.4602372 0.9558824 0.9705882 0.9411765
OG0003909 0.2721395 0.3684735 0.325038 0.04347039 16.41642 20.35056 6.066105 0.1022716 9.171156 8.109186 2.46017 0.01735903 NA 0.9983273 NA 0.9983271 NA 0.7183592 46.98933 47.00289 46.41388 0.1588881 0.1646291 0.1683338 0.4690313 0.4634313 0.4652344 0.7391304 0.826087 0.7826087
OG0003910 2.782166 2.929225 0.8687424 0.3712862 53.74559 49.2009 36.21131 3.998113 4.079995 9.841519 3.42673 0.5891501 NA 0.9928761 NA 0.4642311 NA 0.9928761 35.8742 36.60293 35.18142 0.3577524 0.3878221 0.3933646 0.4608181 0.4791474 0.4562288 1 0.75 1
OG0003911 0.5810073 2.618358 1.011894 1.491435 14.24258 13.4808 0.09779301 4.769563 1.085384 2.999411 0.0345776 0.119258 NA 1 NA 0.9558028 NA 1 56.4005 53.62003 57.39357 0.07833675 0.08829119 0.07857913 0.3921118 0.3986175 0.385223 0.3707865 0.3707865 0.3707865
OG0003912 0.07114712 1.009644 0.04255028 0.0002129664 5.057861 2.996357 2.042094 0.0001938497 1.004213 0.9427101 0.9580372 0.9999523 NA 0.9999923 NA 0.3968114 NA 0.9242187 61 61 61 0.2229682 0.2167 0.2371663 0.1844851 0.2361899 0.2205787 0.7222222 0.7222222 0.7222222
OG0003913 0.07135639 0.9722832 0.01260121 0.09732662 2.5866 5.530645 0.1036722 1.294427 0.2213264 3.188253 0.03876379 0.1125508 NA 1 NA 1 NA 1 49.04635 47.92584 49.46011 0.1755353 0.1687244 0.165488 0.4243306 0.430873 0.4245937 0.3513514 0.3108108 0.3243243
OG0003914 5.048052 3.43449 1.705252 0.007488891 2.755657 8.219763 2.393439 1.01587 0.642361 3.638453 0.390307 0.09083592 NA 0.4400305 NA 0.9986824 NA 0.9986839 33.32051 34.5057 34.49085 0.4609288 0.43001 0.4381466 0.4309171 0.4265648 0.368632 0.8 0.85 0.8166667
OG0003915 1.859083 7.862044 1.94487 0.9021734 20.71742 18.30396 3.228967 3.328909 8.362712 14.56876 1.602838 5.181127 NA 0.9998132 NA 0.453185 NA 0.9998131 52.30365 51.04159 53.43311 0.09289845 0.1004788 0.08721648 0.4727675 0.4773428 0.4679325 0.5795918 0.5836735 0.6
OG0003916 2.092615 5.712653 0.8303784 0.9922503 20.20714 21.06253 24.05114 5.99829 1.043801 2.899191 1.960464 0.00202872 NA 0.9922525 NA 0.8297698 NA 0.9922286 39.71511 38.78807 39.62435 0.2791392 0.2976031 0.2809265 0.4618054 0.4814712 0.4644317 0.8445946 0.8378378 0.8378378
OG0003917 18.97201 26.93471 7.431819 8.919213 44.33291 16.18586 17.5907 4.370209 8.953093 7.098575 4.814354 0.3677581 NA 0.9986146 1.223625 5.321225e-05 NA 0.6038763 51.47572 50.59718 50.13009 0.1326913 0.1269617 0.1475512 0.4661366 0.4649445 0.4558233 0.7 0.7526316 0.7052632
OG0003918 1.35499 2.221898 0.02087992 0.0334996 2.592707 5.657072 0.04824302 0.07857417 1.325469 2.194073 0.02054967 0.03296384 NA 0.9998907 NA 0.9998907 NA 0.9998815 61 61 59.74507 0.1167972 0.1126852 0.1269714 0.3083943 0.3153454 0.326198 0.5263158 0.4736842 0.4736842
OG0003921 2.401068 4.031711 0.01135403 0.1413542 11.53588 8.828976 0.03385701 3.132744 3.345571 9.648239 0.02079616 1.466896 NA 0.9996774 NA 0.39197 NA 0.9996796 61 57.25535 55.07656 0.07729399 0.1054611 0.1255169 0.3747516 0.3989648 0.3965412 0.4375 0.4166667 0.3958333
OG0003922 0.001633286 2.282638 2.582592e-05 0.0001629906 7.012283 2.019138 1.999907 5.471021e-06 0.9975473 0.004402306 3.650916e-05 6.269729e-06 NA 0.9991211 NA 0.07194985 NA 0.1950059 53.18852 59.19595 54.04057 0.2129073 0.1825722 0.2059831 0.3320275 0.3200167 0.3147202 0.5 0.5357143 0.5357143
OG0003923 1.13458 4.05675 0.03108717 0.07939937 5.393825 9.768615 5.31478 1.489892 3.155616 0.08408921 0.04365901 0.9597234 NA 0.993171 NA 0.9931711 NA 0.03945718 49.41215 47.17703 47.61399 0.2512039 0.3266541 0.258315 0.4252229 0.4745088 0.440683 0.8227848 0.7848101 0.835443
OG0003924 0.9636292 3.039027 0.004520381 0.00150814 10.10285 1.991785 2.995432 7.139551e-07 0.07434043 2.963279 0.004484314 1.439488e-05 NA 0.9989833 NA 0.01033942 NA 0.9989833 40.98762 37.75544 40.48087 0.3336316 0.3948744 0.3423001 0.3449883 0.374895 0.3488266 0.7941176 0.8529412 0.8088235
OG0003925 24.11726 28.17566 7.999321 8.069971 83.48715 64.616 27.97288 27.25288 6.001223 4.108293 1.336506 2.381508 NA 0.9997731 NA 0.02407036 NA 0.181969 48.19969 60.18423 59.01255 0.2317178 0.07975023 0.04957806 0.6290673 0.4668749 0.4663765 1 0.8333333 0.8333333
OG0003928 0.2122496 3.823244 0.9685467 0.01176916 12.59537 10.23668 3.027267 0.03828742 6.311787 3.996855 2.029109 0.01796017 NA 1 NA 0.4289015 NA 0.3467794 43.77746 44.06769 42.85442 0.2401939 0.2702636 0.2747787 0.4381059 0.4686478 0.4762724 0.6829268 0.7073171 0.7317073
OG0003932 14.71402 2.732679 1.002264 3.655783 5.682401 9.704994 0.003497521 2.520171 8.713697 2.731399 1.00109 0.2550994 NA 0.003022502 NA 0.9999448 NA 0.05595403 53.62972 53.00821 53.40397 0.0946826 0.1117351 0.1077597 0.4464531 0.4501106 0.4460314 0.3478261 0.3478261 0.3804348
OG0003933 1.765177 6.112486 3.793044 3.055497 27.9409 15.85187 34.77998 2.565179 1.24007 3.591243 0.3548683 0.9562208 NA 0.9999933 NA 0.01138837 NA 0.999993 37.51633 37.04898 36.95027 0.3429647 0.3487703 0.3631407 0.4817813 0.4882562 0.4931618 0.8615385 0.8769231 0.8692308
OG0003934 0.1824586 2.205234 5.12845e-05 0.0005083262 11.20377 6.978802e-05 5.644024e-05 4.331989e-07 0.03093835 1.82724 1.007993e-06 0.0001074143 NA 0.9999402 59.57002 1.147658e-05 NA 0.9999403 59.54111 55.88419 58.10929 0.1558736 0.2048958 0.1668731 0.3014265 0.3566671 0.2932469 0.5272727 0.6545455 0.5454545
OG0003935 1.437292 1.983743 0.02546716 0.02060257 1.237317 4.235637 0.0479962 1.024197 1.102285 1.082686 0.01613889 0.004847665 NA 0.999867 NA 0.9998671 NA 0.9998671 60.12287 58.00963 60.39227 0.1934806 0.1797719 0.1677323 0.267731 0.2921748 0.2794618 0.5416667 0.5208333 0.5416667
OG0003936 1.042227 1.036158 0.0002381158 0.002030397 6.024523 11.02238 0.9999378 2.000552 3.008181 5.006041 6.250773e-05 0.9994918 NA 0.9820294 NA 0.9024151 NA 0.9024151 53.06491 53.1179 53.44786 0.09218535 0.09050227 0.08983796 0.4644135 0.4636864 0.4632778 0.3870968 0.3709677 0.3709677
OG0003938 17.99961 2.80355 2.990827 2.144447 38.23911 26.65318 12.92364 11.69249 9.609664 14.34399 3.497815 5.76336 5.257285 2.932122e-06 NA 0.1170983 NA 0.9997711 56.37309 57.41715 56.33944 0.05620391 0.04563197 0.05313665 0.4542657 0.4571425 0.4535626 0.454023 0.4482759 0.4252874
OG0003940 5.002286 5.417437 2.299761 0.9825002 10.13287 9.40666 8.417009 2.245716 5.462566 4.414378 2.606976 0.2313629 NA 0.9852847 NA 0.6835113 NA 0.560166 41.47869 40.84614 41.70072 0.2467782 0.241894 0.2454307 0.4919915 0.4857934 0.4771369 0.8479532 0.8421053 0.8362573
OG0003942 5.325616 10.19286 0.2097401 0.1217132 13.22412 6.180655 1.118898 1.205172 22.04375 34.09758 30.84953 8.154489 NA 1 NA 0.02960249 NA 1 37.21056 35.48505 41.88704 0.4018595 0.4379242 0.3173869 0.4513181 0.4603015 0.4343134 0.8633094 0.8561151 0.8561151
OG0003943 1.665942 6.83573 0.01182423 0.06182164 12.69449 10.74818 0.0221361 5.078831 0.8543465 6.713818 1.098015 3.219263 NA 0.9998329 NA 0.5980741 NA 0.9998329 56.4664 57.20734 54.25267 0.05586934 0.04643606 0.06665621 0.4454667 0.4467445 0.4474967 0.5 0.5666667 0.525
OG0003944 3.330442 3.78838 0.2942569 0.1363306 56.95035 69.04906 39.85465 13.68968 1.210878e-13 2.478229e-14 -8.723293e-15 2.692939e-15 NA 0.9998731 NA 0.9998735 NA 0.9998733 50.33071 61 49.87758 0.2250755 0.1094045 0.2330708 0.3659692 0.5084721 0.3632792 0.5909091 0.4772727 0.6136364
OG0003946 53.98908 51.17737 18.64485 10.64856 16.58268 3.00341 2.728175 1.918401 0.3023491 0.6418518 0.3630603 0.1080658 NA 0.5105922 2.044537 0.0004789522 NA 0.9999848 49.32153 42.33425 49.83669 0.2666869 0.2962206 0.2002413 0.4393639 0.44299 0.3626526 1 0.9444444 0.9444444
OG0003947 0.1455905 0.1314694 0.6925351 0.00620146 2.734738 6.534263 19.54029 2.207308 4.653454 9.018272 11.80413 0.1620593 NA 0.927602 NA 0.9819461 NA 0.9819458 28.51122 28.53311 28.37873 0.6390257 0.6365445 0.6183775 0.5107921 0.5013146 0.5096552 1 1 1
OG0003948 0.1455905 0.1314694 0.6925351 0.00620146 2.734738 6.534263 19.54029 2.207308 4.653454 9.018272 11.80413 0.1620593 NA 0.927602 NA 0.9819461 NA 0.9819458 28.51122 28.53311 28.37873 0.6390257 0.6365445 0.6183775 0.5107921 0.5013146 0.5096552 1 1 1
OG0003949 0.1455905 0.1314694 0.6925351 0.00620146 2.734738 6.534263 19.54029 2.207308 4.653454 9.018272 11.80413 0.1620593 NA 0.927602 NA 0.9819461 NA 0.9819458 28.51122 28.53311 28.37873 0.6390257 0.6365445 0.6183775 0.5107921 0.5013146 0.5096552 1 1 1
OG0003950 17.4696 50.92495 11.49885 7.802661 5.989191 4.815633 4.380072 0.2326158 3.033795 0.9445667 2.198529 0.09735616 NA 0.9999276 NA 0.4492555 NA 0.109428 56.81329 50.63802 44.61371 0.1686204 0.4209776 0.3827403 0.493344 0.4739803 0.4546031 0.7 0.7333333 0.8
OG0003951 17.4696 50.92495 11.49885 7.802661 5.989191 4.815633 4.380072 0.2326158 3.033795 0.9445667 2.198529 0.09735616 NA 0.9999276 NA 0.4492555 NA 0.109428 56.81329 50.63802 44.61371 0.1686204 0.4209776 0.3827403 0.493344 0.4739803 0.4546031 0.7 0.7333333 0.8
OG0003952 1.745959 2.709611 1.00838 0.2851551 7.541241 5.481042 0.04186105 2.081062 12.1702 27.73458 8.950561 9.96304 NA 0.9997105 NA 0.4429892 NA 0.9997108 55.75749 56.47589 51.92659 0.1077567 0.09718448 0.158724 0.3817379 0.3826035 0.4046926 0.34375 0.40625 0.375
OG0003953 2.035865 6.251797 0.4293003 0.9784973 76.12345 25.64379 7.127409 6.065091 5.729423 13.80262 1.005396 1.001733 NA 0.99159 1.125289 1.555311e-07 NA 0.99159 57.33809 56.90423 57.18423 0.05643224 0.06007786 0.05692476 0.4783329 0.4793979 0.4784397 0.814433 0.8659794 0.8247423
OG0003954 20.59994 18.33736 32.65648 3.976211 16.04947 33.03543 33.45881 2.542687 17.44618 21.83892 25.90367 3.559354 NA 0.360692 NA 0.9941391 NA 0.9941385 31.39913 35.99401 33.60142 0.535727 0.4409771 0.4892464 0.4782553 0.4599662 0.4520983 0.9586777 0.9421488 0.9173554
OG0003955 3.726112 4.435359 1.238956 0.3758626 114.6408 79.07816 46.64589 11.91075 40.91139 33.23204 17.03887 2.635888 NA 0.989442 NA 0.002946891 NA 0.2752406 50.39736 51.77629 51.63947 0.09487295 0.08004358 0.08214213 0.4872915 0.4854438 0.4837576 0.8461538 0.9230769 0.9230769
OG0003956 0.9932312 1.243703 0.007585575 0.7552022 11.09235 15.26125 6.031079 5.97336 1.089628 2.228094 0.009951204 1.966283 NA 0.9999328 NA 0.9998734 NA 0.9999655 57.18547 55.75661 57.22959 0.09846911 0.1205083 0.09752608 0.4007897 0.4084127 0.3966677 0.63 0.64 0.64
OG0003957 2.705681 3.961134 0.02384673 0.6016049 11.14009 4.251831 3.026758 0.03930102 0.1245927 5.009962 0.009225521 0.01146542 NA 0.9998123 NA 0.05907302 NA 0.9998126 50.44541 49.30842 49.93839 0.2041591 0.2274418 0.2077632 0.4343185 0.442081 0.4348405 0.7688172 0.8010753 0.7741935
OG0003960 2.706881 13.66594 1.976255 3.654889 83.68411 30.30591 23.62747 14.0363 11.44153 12.82123 1.790989 2.413408 NA 1 NA 1 NA 1 57.03283 56.65238 56.80665 0.0539 0.06093019 0.06125411 0.4712266 0.4790645 0.4733811 0.5402299 0.5862069 0.5517241
OG0003961 3.682753 7.589175 1.850689 1.822632 31.3623 12.60831 4.300917 9.641912 15.10399 22.82307 7.502994 4.059835 NA 0.9992872 NA 0.00372895 NA 0.9992883 53.37959 54.14943 53.43072 0.08591036 0.0829765 0.08928086 0.4658053 0.4633189 0.4628202 0.6363636 0.6590909 0.6818182
OG0003964 0.290593 3.346068 0.01319079 0.9938241 4.039212 3.090351 0.02014004 0.02084336 2.042788 1.089927 0.01546246 0.01461395 NA 0.9999624 NA 0.7131334 NA 0.553126 56.41034 55.97081 56.16591 0.1084044 0.1111689 0.1103263 0.3983551 0.4041673 0.3974756 0.2913386 0.2913386 0.2992126
OG0003965 9.89052 17.14643 3.295313 0.276679 32.3475 24.81502 19.56992 5.484579 10.70832 13.96497 9.012437 2.09769 NA 0.9990292 NA 0.1235731 NA 0.9990292 48.96877 49.17357 49.64561 0.1558424 0.1739369 0.1576064 0.4771441 0.4736263 0.4638791 0.7089552 0.738806 0.7462687
OG0003966 0.4974056 1.033072 5.056553 0.1172565 6.67579 15.17144 24.02639 1.13747 3.135249 5.685744 3.260229 1.895321 NA 0.999946 NA 0.9999495 NA 0.9999491 27.62011 29.07524 29.38598 0.6736126 0.5926439 0.6356646 0.5517548 0.5062106 0.5430222 0.9931973 0.9659864 0.9795918
OG0003967 1.479996 1.342713 0.0372549 0.4343266 12.77479 10.28338 2.25238 3.071439 2.46963e-13 2.420956e-14 -6.976928e-15 1.086203e-13 NA 0.9997961 NA 0.3249694 NA 0.9998807 59.72748 60.15117 59.75604 0.04887356 0.1518469 0.05973203 0.4392139 0.4549349 0.4301438 0.4871795 0.5641026 0.4871795
OG0003968 4.202389 8.709542 1.581516 0.404425 19.02216 27.85251 7.043357 3.597915 7.123476 5.448643 3.740502 0.1521603 NA 0.9997348 NA 0.9997349 NA 0.3939618 42.57627 43.5291 38.83597 0.3322329 0.2605172 0.3589851 0.4131532 0.4075859 0.4215836 0.8529412 0.8529412 0.8235294
OG0003970 11.86376 17.36804 2.556919 0.1800741 55.58022 30.7714 21.93911 3.210496 8.959686 6.795125 0.8162836 0.2873026 NA 0.9999544 NA 0.003703528 NA 0.5021895 46.42816 46.99835 50.266 0.1797431 0.1869358 0.1105985 0.4698163 0.481058 0.4637336 0.9375 0.9375 0.9375
OG0003973 0.5321787 12.20505 1.022387 2.010139 20.19341 22.14983 3.126756 0.1183944 11.04987 24.93955 4.172588 6.071581 NA 0.9986273 NA 0.9986273 NA 0.9986273 42.97055 42.59399 43.40513 0.2435352 0.2520883 0.241024 0.4632652 0.4634838 0.4644802 0.7875895 0.7995227 0.7899761
OG0003975 0.05027925 0.9953491 1.856258e-08 2.871626e-05 5.04981 2.994879 6.224661e-07 1.298859e-05 1.014072 0.9591414 7.638182e-08 1.579631e-05 NA 0.9989882 NA 0.4188723 NA 0.9491562 59.20797 54.02445 55.17286 0.1661517 0.1863486 0.1724237 0.3439158 0.350356 0.3351589 0.6421053 0.6526316 0.6526316
OG0003976 0.3202226 7.343899 0.08167035 1.055233 11.908 4.472788 3.181732 0.1244657 1.134654 1.987983 0.03016849 0.01985328 NA 0.9999857 NA 0.05077215 NA 0.9999857 53.52433 49.78534 52.06538 0.1702405 0.2575522 0.2097135 0.3720904 0.3720805 0.3400007 0.7647059 0.7843137 0.7647059
OG0003978 26.43935 35.04033 5.553977 20.33395 112.9474 104.9126 18.12259 80.33557 25.69115 30.45066 6.014406 17.74349 NA 0.9987658 NA 0.116115 NA 0.9987659 44.81927 46.78317 48.05015 0.1886164 0.1598002 0.1222339 0.4930511 0.4949731 0.4980878 0.22 0.22 0.21
