BAT_transcript BAT_logFC BAT_padj BRO_transcript BRO_logFC BRO_padj BGM_transcript BGM_logFC BGM_padj OG
TRINITY_DN4916_c0_g5 -0.459277064488842 0.0670109308159943 TRINITY_DN1786_c0_g4 -0.216975209169618 0.152597697246278 TRINITY_DN1316_c5_g1 -0.00770436384666076 0.982772603482328 OG0003598
TRINITY_DN50224_c0_g1 0.420614816448456 0.417924592133442 TRINITY_DN9822_c0_g1 0.409497437261074 0.107023288117453 TRINITY_DN12817_c0_g1 0.748167144190519 0.535359341866757 OG0003599
TRINITY_DN57953_c0_g1 1.5307183877058 7.33934797786836e-12 TRINITY_DN28149_c0_g1 1.22893897473829 7.63447723193891e-11 TRINITY_DN20537_c0_g2 1.03381283416331 1.85988904035959e-05 OG0003600
TRINITY_DN620_c0_g2 0.579753794854905 0.0151072630214193 TRINITY_DN7014_c2_g1 1.18712972853622 2.22537314559007e-13 TRINITY_DN2071_c3_g1 1.11321854156833 1.50942333482421e-06 OG0003601
TRINITY_DN624_c36_g1 1.19057511184242 0.030320487937106 TRINITY_DN3548_c4_g1 0.281107865131876 0.654315578418304 TRINITY_DN1112_c0_g1 -0.243158075958438 0.731548011161956 OG0003602
TRINITY_DN6669_c0_g3 -2.2955220702579 2.42550509979828e-25 TRINITY_DN18379_c0_g3 -1.66470930001441 3.42479168216114e-13 TRINITY_DN9455_c0_g1 -1.2312026569465 3.17573960872003e-10 OG0003603
TRINITY_DN6808_c0_g2 0.311746939595433 0.161881171945543 TRINITY_DN3594_c0_g1 0.922903531615285 1.70113475366078e-12 TRINITY_DN13022_c1_g1 0.541269516582311 0.00425797375278656 OG0003604
TRINITY_DN761_c5_g2 0.0993141283752802 0.739400440575397 TRINITY_DN318_c7_g1 0.277769238662611 0.0247177317437215 TRINITY_DN8467_c0_g1 -0.00215701829587498 0.99489037149618 OG0003605
TRINITY_DN7726_c0_g1 0.0244252701830592 0.947258471957123 TRINITY_DN34487_c0_g1 -0.0189918903223348 0.892043319080349 TRINITY_DN911_c1_g1 -0.026839953234659 0.939129054900053 OG0003606
TRINITY_DN96995_c1_g2 -2.41815047432993 6.17287374127028e-05 TRINITY_DN19657_c0_g1 -1.15742561780893 0.0114042851655333 TRINITY_DN44998_c1_g1 -2.23125999835304 4.8926837788295e-06 OG0003608
TRINITY_DN9741_c0_g1 0.00678433035549626 0.978554225255682 TRINITY_DN175_c0_g1 0.593719373544939 1.41593172767369e-10 TRINITY_DN542_c0_g1 0.192803636712481 0.207702977738215 OG0003609
TRINITY_DN11790_c0_g1 0.25820998923483 0.113144280927612 TRINITY_DN2448_c0_g1 0.584278537626807 3.23266415719492e-08 TRINITY_DN1900_c0_g1 0.557895573669337 2.62996339242282e-07 OG0003611
TRINITY_DN1199_c0_g2 0.068767988959119 0.841679649363382 TRINITY_DN316_c28_g1 -0.162536068430354 0.430209636347534 TRINITY_DN478_c4_g1 0.163120414475475 0.632782224524916 OG0003612
TRINITY_DN1363_c0_g1 0.946456802862942 2.39825588587953e-07 TRINITY_DN6908_c0_g1 1.1252025221098 2.90415512299704e-15 TRINITY_DN503_c1_g1 0.937923165534494 3.06557147038077e-06 OG0003613
TRINITY_DN1579_c0_g2 0.184567923859321 0.720781600650364 TRINITY_DN489_c2_g4 0.064850398040417 0.822748186227213 TRINITY_DN65_c2_g1 0.29607006003915 0.49244242504812 OG0003615
TRINITY_DN173218_c0_g1 -0.93654752969587 0.452574053874998 TRINITY_DN109386_c0_g3 -6.28114828743639 6.35325334749623e-06 TRINITY_DN103214_c0_g1 0.35932980281806 0.691844072453105 OG0003618
TRINITY_DN2155_c0_g1 0.12460531913511 0.834486285160099 TRINITY_DN249607_c0_g1 2.01697856410699 5.06407512078986e-08 TRINITY_DN354899_c0_g1 1.75690559026762 4.30631470549552e-06 OG0003620
TRINITY_DN2192_c0_g1 -0.171408988998359 0.61958928468223 TRINITY_DN9913_c0_g1 0.0956392634443553 0.646577905203385 TRINITY_DN2615_c2_g1 -0.0995301466577089 0.746797204909005 OG0003621
TRINITY_DN23200_c0_g1 -0.385888911563408 0.0985343323605248 TRINITY_DN3362_c0_g1 0.613797668917197 4.28365699747602e-05 TRINITY_DN3647_c0_g1 0.225285396592495 0.34037756135472 OG0003622
TRINITY_DN248021_c0_g1 -4.97644616351676 2.40477401956459e-11 TRINITY_DN150296_c0_g1 -4.12290396731302 3.21696215308546e-11 TRINITY_DN20961_c1_g1 -7.36089541829437 3.90410514211678e-23 OG0003623
TRINITY_DN2485_c1_g1 -0.965075479048345 2.2684526865187e-05 TRINITY_DN79821_c0_g1 0.458605884689597 0.0742864785683788 TRINITY_DN2581_c0_g1 0.240563152173133 0.513957280893733 OG0003624
TRINITY_DN2991_c0_g1 0.498783791240265 0.000298476238211907 TRINITY_DN1673_c2_g1 1.00720439640269 4.9889087398231e-25 TRINITY_DN1337_c0_g1 0.541301594541811 2.60843025783886e-07 OG0003625
TRINITY_DN32093_c0_g1 0.0261610984181635 0.929709779403129 TRINITY_DN393_c1_g1 0.381988363114751 0.00845842141379305 TRINITY_DN4324_c0_g2 0.265486394674521 0.226896883293875 OG0003626
TRINITY_DN33523_c0_g3 -0.258696120737388 0.353814676920188 TRINITY_DN1774_c0_g2 0.861910155520611 6.97082381388813e-14 TRINITY_DN33214_c0_g1 -0.090300167819326 0.768859103591612 OG0003627
TRINITY_DN3728_c1_g1 1.94690489175693 6.29094739075209e-13 TRINITY_DN12587_c0_g1 1.83686676815288 8.76883685842294e-10 TRINITY_DN3955_c1_g2 1.76292283631645 7.51370014585354e-06 OG0003629
TRINITY_DN4030_c1_g1 0.869165275614167 0.000272663011345473 TRINITY_DN351_c3_g3 0.57374824970524 0.00794575989078122 TRINITY_DN2507_c0_g1 0.683613067216948 0.000917720223188388 OG0003630
TRINITY_DN41946_c1_g1 0.869971376794716 0.00253900922622427 TRINITY_DN49430_c0_g2 2.8832704009446 3.07632789205906e-38 TRINITY_DN9256_c5_g1 0.203803918095006 0.635939109532033 OG0003631
TRINITY_DN50605_c0_g2 -0.35639984006481 0.299827982412511 TRINITY_DN5908_c0_g2 -1.13373011803342 0.000140405437836192 TRINITY_DN11186_c0_g1 -0.488176312803894 0.0977532400084914 OG0003633
TRINITY_DN6102_c0_g1 3.93458327234273 4.13258260795528e-26 TRINITY_DN30461_c0_g1 2.13658747040602 3.52603167157904e-17 TRINITY_DN11018_c1_g2 3.55739717642353 1.71233258525891e-18 OG0003635
TRINITY_DN61945_c0_g2 0.268617445209004 0.482919343884425 TRINITY_DN1129_c0_g2 0.376995960341581 0.00121857216807203 TRINITY_DN850_c0_g1 0.282685436969009 0.08675908257566 OG0003636
TRINITY_DN61964_c0_g1 0.47042413196855 0.355255415829358 TRINITY_DN16764_c0_g5 1.15619082551492 4.20879557296185e-10 TRINITY_DN13380_c0_g2 0.775980830476757 0.00330988567605934 OG0003637
TRINITY_DN6752_c1_g2 0.188401280381047 0.625857735810686 TRINITY_DN8813_c0_g1 0.0111180967619966 0.969974465221628 TRINITY_DN541_c0_g1 0.0292562441821865 0.927374575130842 OG0003638
TRINITY_DN8330_c1_g1 -5.99560867793012 2.80697182106317e-07 TRINITY_DN72107_c0_g3 0.794648092392628 0.352020013347542 TRINITY_DN1456_c1_g2 -3.12549320294559 5.88633505045612e-06 OG0003639
TRINITY_DN88023_c0_g1 -1.56754425947701 0.00519347019751249 TRINITY_DN290390_c0_g1 -4.50498724135961 3.30667282919406e-47 TRINITY_DN2341_c0_g2 -3.9997632801981 4.0672182048142e-30 OG0003640
TRINITY_DN9428_c0_g1 0.0453029323488327 0.889488909904299 TRINITY_DN1477_c1_g1 0.678322223199589 1.14863427502147e-05 TRINITY_DN2406_c6_g2 0.285493917894809 0.250183679279407 OG0003641
TRINITY_DN11538_c0_g1 0.272763284798132 0.217169108983911 TRINITY_DN56745_c0_g1 0.297122005742259 0.0202539677415806 TRINITY_DN14698_c0_g2 -0.182200358437416 0.468180959897942 OG0003644
TRINITY_DN1166_c2_g2 -0.347981903538242 0.0437419461523198 TRINITY_DN2716_c1_g1 -0.0175485099200157 0.918667832006626 TRINITY_DN1564_c0_g1 -0.229968275628487 0.450331960750443 OG0003645
TRINITY_DN11790_c1_g1 0.447171352714776 0.155545319730371 TRINITY_DN4739_c0_g3 1.27935542729541 3.37283535467808e-09 TRINITY_DN56040_c1_g2 1.01236154192653 2.60779383963327e-06 OG0003646
TRINITY_DN1371_c4_g1 -0.346755470980134 0.217976952018321 TRINITY_DN2163_c2_g1 0.0486921763692806 0.879753510436957 TRINITY_DN40072_c0_g1 -0.34221401024428 0.176015126635868 OG0003647
TRINITY_DN14060_c0_g1 0.31984061226727 0.30266189731848 TRINITY_DN32685_c0_g1 0.644479495405796 0.00436108203377723 TRINITY_DN1208_c0_g1 0.56980119519152 0.00708914815988057 OG0003648
TRINITY_DN14883_c0_g1 0.571023756898047 0.00037850099903712 TRINITY_DN60720_c0_g1 -0.164933871000705 0.232176975709564 TRINITY_DN23_c2_g3 0.130890898888115 0.478060830820994 OG0003649
TRINITY_DN16085_c1_g1 -0.198804361105866 0.586451895140373 TRINITY_DN392_c2_g1 -0.288632215265173 0.240529488775848 TRINITY_DN2804_c0_g1 -0.20170780693192 0.632524432833091 OG0003650
TRINITY_DN16211_c0_g3 0.362162974087766 0.177286530496089 TRINITY_DN52072_c0_g2 0.489466952574735 8.73775688137816e-06 TRINITY_DN3316_c0_g2 0.00827379851653719 0.977133274068651 OG0003651
TRINITY_DN16644_c0_g1 0.263187160640171 0.490934588173586 TRINITY_DN4594_c0_g1 0.77760428975417 3.07933594368226e-06 TRINITY_DN32587_c0_g1 0.493733086645905 0.05057531503796 OG0003652
TRINITY_DN2041_c0_g1 0.645603537772086 0.0172366337887828 TRINITY_DN1775_c2_g1 -0.180293817564737 0.302251221207938 TRINITY_DN10461_c2_g1 0.927684443774359 0.0017614240243257 OG0003655
TRINITY_DN2118_c0_g2 -0.25845302869998 0.310988154241075 TRINITY_DN1641_c1_g3 0.453409119807968 0.000270713605460309 TRINITY_DN17155_c0_g1 0.273174958933469 0.165283945904594 OG0003656
TRINITY_DN21196_c0_g1 -5.89413995481603 1.93608234590414e-34 TRINITY_DN7187_c0_g1 -7.39521704061459 1.21032069185636e-33 TRINITY_DN398726_c0_g1 -7.72303419229232 1.52936167024873e-19 OG0003657
TRINITY_DN2168_c0_g1 -0.201987096041997 0.633176901504597 TRINITY_DN904_c0_g1 -0.302324989424336 0.00957374694963323 TRINITY_DN952_c4_g1 -0.255866403543195 0.199140664059537 OG0003658
TRINITY_DN2253_c2_g1 -0.463973871657517 0.11221073792596 TRINITY_DN294_c1_g2 0.772981477795984 2.86765789335259e-05 TRINITY_DN1823_c2_g1 -0.271956593072857 0.656052206899696 OG0003659
TRINITY_DN2275_c0_g1 0.0361620484343808 0.935291544511305 TRINITY_DN8234_c0_g1 0.346165535236463 0.0712323517894337 TRINITY_DN7745_c1_g1 0.23027050237793 0.601510822818617 OG0003660
TRINITY_DN24529_c0_g2 -1.70000281399861 5.75697228200591e-11 TRINITY_DN41100_c0_g1 -0.788144084980367 0.000303017568107208 TRINITY_DN33084_c0_g1 -0.706190971190926 0.393816477345631 OG0003661
TRINITY_DN2519_c0_g1 0.239491541689909 0.0999141285912815 TRINITY_DN253_c0_g2 0.232761432418848 0.00520541205760585 TRINITY_DN1869_c0_g1 0.117236829662482 0.561878287507502 OG0003662
TRINITY_DN2538_c1_g1 -0.505944990764444 0.00895093444137188 TRINITY_DN71165_c0_g2 0.169863819290968 0.571832946928755 TRINITY_DN18587_c0_g4 -0.00609947258130004 0.988646851495054 OG0003663
TRINITY_DN26801_c0_g1 0.653182756240222 0.000502217546589246 TRINITY_DN15998_c0_g2 0.0857918826206064 0.655889677166006 TRINITY_DN6806_c0_g3 1.14811154147891 2.15902180206314e-11 OG0003664
TRINITY_DN274_c0_g1 -3.28556412678638 3.37750452534876e-46 TRINITY_DN2493_c1_g1 -3.17125822472885 3.50550577940355e-39 TRINITY_DN22605_c0_g2 -2.27866011440692 1.68430218094323e-18 OG0003666
TRINITY_DN27748_c0_g1 -0.11349697557309 0.630243952246904 TRINITY_DN18358_c0_g2 0.347373296233268 0.000725008580709086 TRINITY_DN6001_c0_g1 0.546092433914151 0.000902859981526559 OG0003667
TRINITY_DN2_c0_g3 0.240696666228023 0.481969930452371 TRINITY_DN765_c1_g1 0.333743559913838 0.00347789170263013 TRINITY_DN872_c0_g2 0.260766166219399 0.291452363338613 OG0003669
TRINITY_DN3453_c0_g1 0.205569846364396 0.581960005319264 TRINITY_DN625_c0_g1 -0.209353250117996 0.587695055064359 TRINITY_DN43233_c0_g1 -0.0394602576723486 0.952547421489454 OG0003670
TRINITY_DN3520_c0_g1 1.85309605863253 1.60160030566447e-14 TRINITY_DN9765_c0_g4 1.72439689977634 2.48466837886379e-28 TRINITY_DN41316_c0_g1 1.68871989813938 1.17874313360762e-15 OG0003672
TRINITY_DN434_c10_g1 0.504776761650851 0.0573439119242356 TRINITY_DN3608_c0_g2 1.26557894498314 1.35845315109663e-40 TRINITY_DN983_c2_g1 0.977573664249013 6.81943805200228e-06 OG0003675
TRINITY_DN4607_c0_g1 -5.91913175497398 1.74145217236666e-16 TRINITY_DN16384_c0_g1 -6.61346331279647 1.83981268663445e-39 TRINITY_DN27230_c0_g1 -5.57360626106058 5.50119256859738e-14 OG0003676
TRINITY_DN46556_c0_g1 -1.36141036039097 0.00123414756065853 TRINITY_DN18919_c0_g1 -2.08126104969042 0.00238095500945612 TRINITY_DN105096_c0_g2 -1.15506568909002 0.172202587845215 OG0003677
TRINITY_DN5013_c0_g1 0.902079648327306 1.47706627699945e-05 TRINITY_DN192_c1_g1 1.28491151050599 5.12965061083795e-17 TRINITY_DN192_c85_g1 0.977324875431054 4.82290921160536e-08 OG0003679
TRINITY_DN5197_c0_g1 -0.0280621944859731 0.92183533163199 TRINITY_DN1302_c0_g1 0.345770395915396 0.0156134776900509 TRINITY_DN5564_c1_g2 0.078443364410964 0.765101055972503 OG0003680
TRINITY_DN53280_c0_g1 0.178942289808717 0.712567996392615 TRINITY_DN16864_c0_g3 0.243947209472132 0.0873739528063625 TRINITY_DN13089_c0_g3 -0.372568205513467 0.100828769779573 OG0003681
TRINITY_DN5820_c0_g1 -0.730881203679678 1.89330442168205e-05 TRINITY_DN2844_c0_g1 -0.0961657104516611 0.511030358623793 TRINITY_DN1264_c5_g1 0.0811810499664638 0.764210044988182 OG0003682
TRINITY_DN6004_c0_g2 0.173895895471996 0.721270021339239 TRINITY_DN94416_c0_g1 0.438115019342743 0.146927351113168 TRINITY_DN49995_c1_g1 0.511296443840658 0.416285663279426 OG0003684
TRINITY_DN6213_c0_g1 0.289585823932462 0.0871547274682409 TRINITY_DN9081_c1_g1 -0.527964729525622 0.000190263901334752 TRINITY_DN297_c2_g1 0.0693484792665112 0.778052745997038 OG0003685
TRINITY_DN884_c0_g1 0.0717546329571285 0.816936658384915 TRINITY_DN48366_c1_g1 -0.0499075181935115 0.732414394369039 TRINITY_DN28899_c2_g2 0.745432930389151 2.92958107211154e-09 OG0003689
TRINITY_DN89462_c0_g1 0.187013355539718 0.734009659940297 TRINITY_DN44004_c0_g1 0.446877328869559 0.232239770816259 TRINITY_DN12411_c0_g2 0.304752042187747 0.552123636632104 OG0003690
TRINITY_DN902_c1_g1 0.648424314276224 0.00219705674517705 TRINITY_DN1109_c0_g2 0.86944578654808 5.03826518692753e-07 TRINITY_DN15986_c0_g1 0.408371859161828 0.0274510991205111 OG0003691
TRINITY_DN107_c0_g2 -1.72524999822129 4.10218934264726e-18 TRINITY_DN22_c3_g1 -0.350849419205897 0.069807366546642 TRINITY_DN241_c1_g1 -1.25474220725395 1.01302647266886e-11 OG0003692
TRINITY_DN11594_c0_g1 -0.0539012931576542 0.884643089343571 TRINITY_DN750_c1_g1 -0.0359345274427985 0.817233541675401 TRINITY_DN3413_c0_g1 0.228592189200184 0.228436312384732 OG0003693
TRINITY_DN117_c0_g1 -1.21667106056413 6.11604386721352e-18 TRINITY_DN35082_c2_g1 -1.01495241593913 1.04742080010335e-08 TRINITY_DN1288_c0_g1 -0.537529284066089 0.00028426849232903 OG0003694
TRINITY_DN11845_c0_g1 0.769963293170917 0.00253900922622427 TRINITY_DN20271_c0_g1 0.273472527212334 0.269656120157225 TRINITY_DN48545_c0_g1 1.16896934580854 4.28849365674363e-05 OG0003695
TRINITY_DN125223_c0_g1 5.71892350780439 0.000532501184968391 TRINITY_DN125244_c0_g1 1.8764356553133 0.0195718608992513 TRINITY_DN3901_c1_g1 2.45577078351783 0.0217716942915611 OG0003697
TRINITY_DN12861_c0_g1 -0.32597603802284 0.228852443224159 TRINITY_DN22593_c3_g2 0.541350807707621 0.00073314422553377 TRINITY_DN7183_c0_g1 0.0959798187966541 0.81447518032289 OG0003698
TRINITY_DN1751_c3_g1 1.05400827018958 5.4277751938099e-07 TRINITY_DN1019_c3_g3 1.7318437894865 5.30447964357003e-32 TRINITY_DN1269_c0_g3 0.708192701937163 0.000268164338401025 OG0003699
TRINITY_DN1794_c1_g3 0.749595409504487 6.29222968049446e-05 TRINITY_DN2381_c2_g1 0.922190579421978 5.86004372198325e-14 TRINITY_DN26407_c0_g1 0.314602265737906 0.158628912675739 OG0003701
TRINITY_DN17957_c0_g1 -0.74105150210349 0.000148820934876163 TRINITY_DN6610_c1_g1 -0.549505629491633 9.91191229025775e-07 TRINITY_DN62247_c0_g1 -0.764768521483571 6.93630608946994e-05 OG0003702
TRINITY_DN1845_c0_g1 0.0766198649870565 0.820219836768144 TRINITY_DN55146_c1_g2 -0.0374596613822966 0.867063282846302 TRINITY_DN3319_c0_g1 -0.12741630103217 0.725927577414805 OG0003703
TRINITY_DN266904_c0_g2 -6.79367706271564 1.07747400635069e-05 TRINITY_DN69822_c2_g3 -6.77744604054513 5.07595712091043e-07 TRINITY_DN174492_c0_g2 -5.45536843733715 0.000370113846347655 OG0003707
TRINITY_DN27689_c0_g3 0.592407524009893 0.00125547962733946 TRINITY_DN12962_c0_g1 0.33378066568525 0.0241658127943965 TRINITY_DN12821_c0_g1 0.488606706395438 0.0116676100298009 OG0003708
TRINITY_DN3227_c0_g1 -0.2182381643015 0.529386817505712 TRINITY_DN21818_c0_g2 0.254457927365889 0.207893639300692 TRINITY_DN2502_c1_g2 0.619796398068113 0.0992559683254778 OG0003710
TRINITY_DN3236_c0_g1 0.657893137358518 0.00368737881697748 TRINITY_DN10825_c0_g2 0.714754611787577 0.000175492130007729 TRINITY_DN17022_c0_g1 0.984593542832362 4.32564566819947e-07 OG0003711
TRINITY_DN32751_c0_g2 0.640312224977541 0.0452104949478574 TRINITY_DN1179_c0_g2 1.2035839779734 1.01109611802052e-06 TRINITY_DN40754_c0_g4 1.81182732030009 3.37322790530871e-05 OG0003712
TRINITY_DN3310_c0_g1 -1.00256653730451 0.000626145803209662 TRINITY_DN17184_c0_g2 -0.74936600463737 0.00314892053297774 TRINITY_DN5165_c4_g1 -0.527199820258254 0.378726714550897 OG0003713
TRINITY_DN384_c28_g1 1.37546741830597 1.26910564321462e-07 TRINITY_DN24396_c0_g1 0.719935861408453 0.00348297967110277 TRINITY_DN37283_c0_g1 0.573676217315266 0.411956544340649 OG0003716
TRINITY_DN4317_c0_g1 0.131339660039036 0.57726921582575 TRINITY_DN34256_c0_g3 -0.0406638961924311 0.760680115570058 TRINITY_DN4963_c0_g2 -0.00216014717674015 0.993366820677673 OG0003717
TRINITY_DN43202_c6_g1 0.237872720007174 0.205896526907391 TRINITY_DN4557_c7_g1 0.451849305987655 1.10125707119859e-05 TRINITY_DN6215_c0_g1 0.235561547353195 0.14246652276788 OG0003718
TRINITY_DN45251_c0_g3 -1.80827130197035 1.65277612982416e-05 TRINITY_DN18005_c0_g1 -3.54700534165905 1.10544539221876e-22 TRINITY_DN6689_c0_g1 -1.35051986299488 7.66169109251465e-05 OG0003720
TRINITY_DN491_c1_g1 0.0340693360798973 0.880759267204744 TRINITY_DN443_c0_g2 0.398724328061781 0.000124726032427044 TRINITY_DN1277_c1_g1 -0.0613458284840616 0.718830281589158 OG0003721
TRINITY_DN51540_c0_g1 -0.137222549183156 0.725403360998267 TRINITY_DN18824_c0_g1 0.748743666045769 0.00133551235627936 TRINITY_DN2274_c0_g1 0.661464995613667 0.0136141181113268 OG0003722
TRINITY_DN6286_c0_g1 0.308606399103584 0.136930339051445 TRINITY_DN73_c0_g2 0.34035089081209 0.018797723970694 TRINITY_DN5384_c0_g4 0.518555980236863 0.00340521292942543 OG0003723
TRINITY_DN64189_c0_g1 -0.641328329014225 0.080224932264001 TRINITY_DN11865_c0_g1 -0.661304873650611 0.0521498150222296 TRINITY_DN4503_c0_g2 -1.40526930040834 0.032993081908755 OG0003724
TRINITY_DN8423_c2_g1 0.528760477365379 0.0146148611463745 TRINITY_DN1359_c2_g1 0.973835123350271 1.86124869771376e-09 TRINITY_DN3617_c1_g1 0.50898633932 0.0265188807146941 OG0003726
TRINITY_DN898_c1_g1 0.504111698014352 0.0217169189580571 TRINITY_DN3599_c0_g4 0.934218132164991 6.57704151032022e-19 TRINITY_DN73_c8_g1 0.961378312741592 9.60654681829404e-07 OG0003727
TRINITY_DN951_c1_g1 0.44140081309684 0.042571822162575 TRINITY_DN460_c0_g1 0.561487070525204 1.08951282223759e-06 TRINITY_DN143_c1_g1 0.439527569152254 0.000435460428698603 OG0003728
TRINITY_DN9796_c0_g1 0.964058769459262 0.0028901629601172 TRINITY_DN6849_c0_g1 0.899661398565767 0.000214334822107818 TRINITY_DN4297_c1_g2 0.926044098585825 0.00570777439358003 OG0003729
TRINITY_DN10377_c0_g1 -0.017556911959926 0.987038527011789 TRINITY_DN7121_c0_g1 -0.809767740256618 0.0653833183000601 TRINITY_DN1029_c8_g1 -0.211005050095802 0.65264067593349 OG0003730
TRINITY_DN1155_c8_g1 -0.530460082097023 0.0616984071697299 TRINITY_DN6365_c0_g1 -0.23455717189236 0.360227641748988 TRINITY_DN212_c10_g1 -0.556396758706201 0.0057815252874907 OG0003731
TRINITY_DN12321_c0_g2 0.446385748474223 0.0302516642800689 TRINITY_DN10635_c1_g4 1.23950503719172 3.34719563164621e-10 TRINITY_DN18555_c0_g1 1.25332032489925 1.31770943289523e-05 OG0003732
TRINITY_DN12908_c0_g1 0.517227138479268 0.413732800317027 TRINITY_DN4303_c0_g1 0.765679186119942 0.000961453433694042 TRINITY_DN50_c1_g3 0.0781348513729343 0.909669752538969 OG0003733
TRINITY_DN1392_c0_g1 0.327592414920147 0.0871151670579252 TRINITY_DN24385_c0_g1 0.454782653998034 5.1238131115239e-05 TRINITY_DN37196_c0_g1 0.440162447758766 0.00116974900799348 OG0003734
TRINITY_DN14534_c0_g2 -1.15199300724665 6.0872892615147e-10 TRINITY_DN10175_c0_g1 -1.60996869679377 5.38924223579031e-16 TRINITY_DN3620_c0_g1 -0.807733081308327 1.3862674011182e-05 OG0003735
TRINITY_DN1489_c8_g1 0.179583683538579 0.494343492591797 TRINITY_DN2837_c1_g3 -0.032949904679431 0.845607351188833 TRINITY_DN45221_c2_g1 -0.0435253175991802 0.856367337589515 OG0003736
TRINITY_DN16340_c0_g1 1.21270429367976 6.7533511409957e-07 TRINITY_DN15136_c1_g1 0.274203716021765 0.113123825434252 TRINITY_DN19632_c0_g1 0.238504188129828 0.382336617263975 OG0003737
TRINITY_DN20349_c0_g2 5.27705681694632 8.12020554668456e-23 TRINITY_DN89180_c0_g1 6.49850094786985 1.78402646229863e-18 TRINITY_DN98_c4_g3 8.07136606492389 1.12980564376295e-13 OG0003740
TRINITY_DN2138_c2_g1 -0.394160654689774 0.000271908080229498 TRINITY_DN750_c0_g1 -0.408708124326191 6.02518173902998e-06 TRINITY_DN1592_c0_g2 -0.684019246649552 2.65058123195871e-11 OG0003741
TRINITY_DN2195_c0_g1 -5.09420401972245 8.02936171893977e-70 TRINITY_DN270980_c0_g1 -6.58298831108898 9.62231599440926e-95 TRINITY_DN3256_c1_g1 -5.48486384474104 4.92878489920414e-18 OG0003742
TRINITY_DN2470_c0_g1 -0.159981083794158 0.606241910055166 TRINITY_DN11185_c0_g1 0.669554227198277 0.00552615800847815 TRINITY_DN500_c4_g1 -0.747158701150955 0.00472166113814892 OG0003743
TRINITY_DN2504_c0_g3 -0.866697771964689 1.71135146712589e-07 TRINITY_DN15312_c1_g1 -1.06138810672814 1.95768746020727e-14 TRINITY_DN4141_c0_g1 -0.444178441926469 0.0409524664572986 OG0003744
TRINITY_DN2553_c0_g1 -0.396498771417148 0.38181788937425 TRINITY_DN12455_c0_g1 -0.944608783167788 0.00264474340071819 TRINITY_DN23027_c0_g1 -0.767080789976615 0.000315476087332482 OG0003745
TRINITY_DN3206_c0_g1 0.626084551666006 0.041310689902626 TRINITY_DN3757_c0_g1 0.140709323996932 0.626500112830085 TRINITY_DN20442_c0_g1 0.493267850367267 0.114905454549778 OG0003747
TRINITY_DN3254_c0_g1 1.63294013721287 4.87373285528913e-17 TRINITY_DN62_c0_g1 1.9423199461305 2.25122350943503e-58 TRINITY_DN182_c10_g1 1.67989575585861 2.29446113110817e-36 OG0003748
TRINITY_DN3351_c0_g2 1.51766998813269 2.41464096997778e-06 TRINITY_DN18855_c0_g1 0.711971498384259 2.00033861825656e-08 TRINITY_DN9439_c1_g2 1.08084953851017 1.72829970564001e-07 OG0003749
TRINITY_DN3457_c0_g1 0.316579905564386 0.391083823672515 TRINITY_DN57358_c0_g2 0.0328236847329284 0.887106423811017 TRINITY_DN25605_c0_g2 0.0497154674454724 0.921102467043641 OG0003750
TRINITY_DN3665_c0_g1 0.650702895413695 0.0872010734425681 TRINITY_DN6710_c0_g2 0.772249843714327 0.00117698871391032 TRINITY_DN246_c3_g2 0.125701077746902 0.693796342150935 OG0003751
TRINITY_DN3698_c0_g1 0.330823582902649 0.11350771042285 TRINITY_DN482_c0_g1 0.814183411831675 6.29111889812116e-08 TRINITY_DN10068_c0_g1 1.59594250009382 1.02979417645733e-13 OG0003752
TRINITY_DN3728_c0_g1 0.693029126403391 0.0156105534858752 TRINITY_DN61605_c0_g1 1.035722595254 0.00636090154998671 TRINITY_DN4577_c3_g1 1.46640420881914 0.000197998938675582 OG0003753
TRINITY_DN51660_c0_g1 -0.391315574077127 0.201389502574298 TRINITY_DN8909_c0_g1 0.0102024373035075 0.953745644799692 TRINITY_DN3123_c0_g1 -0.207060575214742 0.525204950135633 OG0003755
TRINITY_DN53872_c0_g1 -0.035114353621727 0.951889477163956 TRINITY_DN10389_c0_g1 0.131562125088834 0.361450536171217 TRINITY_DN568_c0_g2 -0.139126646631721 0.602884337328131 OG0003756
TRINITY_DN5620_c0_g1 -0.0832921274080176 0.849417053322481 TRINITY_DN10285_c0_g1 0.268975588704721 0.0497592971322273 TRINITY_DN9531_c0_g2 -0.225841372216748 0.293951406712902 OG0003757
TRINITY_DN595_c0_g3 -0.360190547511521 0.202864184751379 TRINITY_DN1991_c8_g1 -0.142089066972693 0.416861037259302 TRINITY_DN6383_c2_g2 -0.0505340576803354 0.856260085614373 OG0003758
TRINITY_DN5987_c0_g3 0.0470272975031474 0.902251371243695 TRINITY_DN2232_c1_g1 -0.147807356875011 0.420409661595597 TRINITY_DN536_c3_g1 -0.120982937812487 0.600847424096372 OG0003759
TRINITY_DN824_c1_g1 1.09148747597665 5.12551004891277e-06 TRINITY_DN2810_c0_g2 0.969404165879271 4.16136854871219e-09 TRINITY_DN64429_c0_g1 1.38583957333322 6.57698911111487e-10 OG0003763
TRINITY_DN8656_c0_g1 -0.0405434844949578 0.961824704172555 TRINITY_DN130475_c0_g1 0.767341239670474 0.108951156337263 TRINITY_DN24000_c0_g1 0.397655691927519 0.69808361808851 OG0003765
