sp contig logFC pval sp contig logFC pval sp contig logFC pval sp contig logFC pval OG contig_BAT 1+2GC% 3rdGC% totGC% contig_BRO 1+2GC% 3rdGC% totGC% contig_BGM 1+2GC% 3rdGC% totGC%
BGM_M TRINITY_DN578_c1_g1 525.121783181432 0.0804268645470125 BAT TRINITY_DN570_c0_g3 996.804309044485 0.758857768737225 BRO TRINITY_DN1374_c0_g3 2332.48629887836 0.509206118126675 BGM TRINITY_DN578_c1_g1 648.233170792864 0.886476257333301 OG0004413 TRINITY_DN570_c0_g3_i2.p1 52.49 85.82 63.60 TRINITY_DN1374_c0_g3_i2.p1 53.29 86.85 64.48 TRINITY_DN578_c1_g1_i1.p1 49.05 80.38 59.49
BGM_M TRINITY_DN20537_c0_g2 155.699000243991 0.00142959463624642 BAT TRINITY_DN57953_c0_g1 87.8074536915507 7.33934797786836e-12 BRO TRINITY_DN28149_c0_g1 100.497855145565 7.63447723193891e-11 BGM TRINITY_DN20537_c0_g2 80.9000149471835 1.85988904035959e-05 OG0004414 TRINITY_DN57953_c0_g1_i2.p1 49.54 83.16 60.75 TRINITY_DN28149_c0_g1_i5.p1 51.61 89.62 64.28 TRINITY_DN20537_c0_g2_i1.p1 49.72 83.62 61.02
BGM_M TRINITY_DN3781_c0_g2 380.613327976994 3.22846689719185e-17 BAT TRINITY_DN613_c0_g1 316.440680736687 0.000697636338239046 BRO TRINITY_DN6220_c0_g1 123.96078913432 1.53737238073031e-06 BGM TRINITY_DN3781_c0_g2 319.264199039675 2.4863544770504e-10 OG0004415 TRINITY_DN613_c0_g1_i9.p1 54.06 74.94 61.02 TRINITY_DN6220_c0_g1_i4.p1 57.42 76.98 64.00 TRINITY_DN3781_c0_g2_i3.p1 53.85 72.83 60.22
BGM_M TRINITY_DN2071_c3_g1 126.411329750291 0.00409860307320884 BAT TRINITY_DN620_c0_g2 68.1794641813639 0.0151072630214193 BRO TRINITY_DN7014_c2_g1 80.2623579275044 2.22537314559007e-13 BGM TRINITY_DN2071_c3_g1 53.6387585535786 1.50942333482421e-06 OG0004416 TRINITY_DN620_c0_g2_i2.p1 52.24 82.04 62.18 TRINITY_DN7014_c2_g1_i1.p1 52.40 85.35 63.38 TRINITY_DN2071_c3_g1_i1.p1 51.87 84.04 62.59
BGM_M TRINITY_DN1112_c0_g1 17.9870919478776 1.41773995151169e-06 BAT TRINITY_DN624_c36_g1 9.22399512643603 0.030320487937106 BRO TRINITY_DN3548_c4_g1 6.15124559141579 0.654315578418304 BGM TRINITY_DN1112_c0_g1 7.75771792385397 0.731548011161956 OG0004417 TRINITY_DN624_c36_g1_i1.p1 64.06 84.38 70.83 TRINITY_DN3548_c4_g1_i1.p1 65.16 92.02 74.11 TRINITY_DN1112_c0_g1_i1.p2 64.32 85.94 71.53
BGM_M TRINITY_DN9455_c0_g1 64.2273094978293 3.4932124119908e-14 BAT TRINITY_DN6669_c0_g3 77.6835863631711 2.42550509979828e-25 BRO TRINITY_DN18379_c0_g3 87.5957447064874 3.42479168216114e-13 BGM TRINITY_DN9455_c0_g1 75.2566200836514 3.17573960872003e-10 OG0004418 TRINITY_DN6669_c0_g3_i3.p2 55.79 91.54 67.71 TRINITY_DN18379_c0_g3_i3.p1 55.82 84.34 65.32 TRINITY_DN9455_c0_g1_i4.p1 55.35 92.65 67.78
BGM_M TRINITY_DN13022_c1_g1 97.8826753722717 0.0095682038865139 BAT TRINITY_DN6808_c0_g2 139.865919479731 0.161881171945543 BRO TRINITY_DN3594_c0_g1 142.308450112667 1.70113475366078e-12 BGM TRINITY_DN13022_c1_g1 93.6397282860863 0.00425797375278656 OG0004419 TRINITY_DN6808_c0_g2_i3.p1 54.53 72.98 60.68 TRINITY_DN3594_c0_g1_i4.p1 55.60 74.75 61.98 TRINITY_DN13022_c1_g1_i1.p1 50.19 74.85 58.41
BGM_M TRINITY_DN1992_c2_g2 104.210047245197 3.6443935274474e-05 BAT TRINITY_DN6852_c1_g1 93.683215844135 1.44501535349024e-06 BRO TRINITY_DN3932_c0_g1 164.32223429821 1.07750167661584e-20 BGM TRINITY_DN1992_c2_g2 124.182742766496 1.79860179340293e-14 OG0004420 TRINITY_DN6852_c1_g1_i1.p1 47.28 69.75 54.77 TRINITY_DN3932_c0_g1_i4.p1 47.31 70.75 55.13 TRINITY_DN1992_c2_g2_i2.p1 46.99 69.89 54.62
BGM_M TRINITY_DN8467_c0_g1 306.418944116607 3.5937868803928e-21 BAT TRINITY_DN761_c5_g2 144.110015993997 0.739400440575397 BRO TRINITY_DN318_c7_g1 285.248786863365 0.0247177317437215 BGM TRINITY_DN8467_c0_g1 96.4808729710967 0.99489037149618 OG0004421 TRINITY_DN761_c5_g2_i1.p1 37.76 34.74 36.76 TRINITY_DN318_c7_g1_i1.p1 37.99 35.26 37.08 TRINITY_DN8467_c0_g1_i1.p1 37.92 35.05 36.96
BGM_M TRINITY_DN911_c1_g1 133.410452906511 9.30499340647824e-18 BAT TRINITY_DN7726_c0_g1 127.899982176923 0.947258471957123 BRO TRINITY_DN34487_c0_g1 181.914695997554 0.892043319080349 BGM TRINITY_DN911_c1_g1 51.3186900295088 0.939129054900053 OG0004422 TRINITY_DN7726_c0_g1_i6.p1 45.88 84.37 58.79 TRINITY_DN34487_c0_g1_i1.p1 46.30 85.38 59.40 TRINITY_DN911_c1_g1_i1.p1 47.43 92.45 62.58
BGM_M TRINITY_DN31865_c0_g1 18.0856667775811 2.60990707990363e-18 BAT TRINITY_DN8972_c0_g1 3.98438569421031 1.3888665903736e-05 BRO TRINITY_DN1954_c0_g1 2.03665388138226 0.0260640998231479 BGM TRINITY_DN31865_c0_g1 3.74473414490828 1.44792272490138e-05 OG0004426 TRINITY_DN8972_c0_g1_i1.p1 51.46 94.75 65.89 TRINITY_DN1954_c0_g1_i6.p2 50.32 94.84 65.33 TRINITY_DN31865_c0_g1_i1.p1 50.91 94.83 65.55
BGM_M TRINITY_DN44998_c1_g1 13.8230839639576 5.00927401644655e-09 BAT TRINITY_DN96995_c1_g2 6.45196952443005 6.17287374127028e-05 BRO TRINITY_DN19657_c0_g1 10.7012135219969 0.0114042851655333 BGM TRINITY_DN44998_c1_g1 12.1767344575157 4.8926837788295e-06 OG0004427 TRINITY_DN96995_c1_g2_i5.p1 60.64 88.80 70.03 TRINITY_DN19657_c0_g1_i2.p1 60.40 91.19 70.90 TRINITY_DN44998_c1_g1_i2.p1 61.60 89.38 70.86
BGM_M TRINITY_DN542_c0_g1 857.397066830273 1.89133673470738e-36 BAT TRINITY_DN9741_c0_g1 338.644334770033 0.978554225255682 BRO TRINITY_DN175_c0_g1 372.447344510091 1.41593172767369e-10 BGM TRINITY_DN542_c0_g1 259.867745756787 0.207702977738215 OG0004428 TRINITY_DN9741_c0_g1_i9.p1 53.20 81.01 62.47 TRINITY_DN175_c0_g1_i3.p1 53.62 83.39 63.57 TRINITY_DN542_c0_g1_i7.p1 53.67 80.14 62.49
BGM_M TRINITY_DN1900_c0_g1 745.059339543801 0.576385470374294 BAT TRINITY_DN11790_c0_g1 590.363203841927 0.113144280927612 BRO TRINITY_DN2448_c0_g1 903.823075764354 3.23266415719492e-08 BGM TRINITY_DN1900_c0_g1 594.744385063142 2.62996339242282e-07 OG0004429 TRINITY_DN11790_c0_g1_i3.p1 47.58 70.97 55.38 TRINITY_DN2448_c0_g1_i1.p1 48.62 71.65 56.30 TRINITY_DN1900_c0_g1_i2.p1 47.59 72.12 55.90
BGM_M TRINITY_DN41391_c1_g1 251.837204784161 1.24337346452797e-65 BAT TRINITY_DN11881_c0_g1 54.8983217948219 1.43987161541581e-08 BRO TRINITY_DN17348_c0_g1 8.23820150689651 0.673668320480106 BGM TRINITY_DN41391_c1_g1 35.307646619196 0.00348093561872546 OG0004430 TRINITY_DN11881_c0_g1_i10.p1 52.03 82.36 62.14 TRINITY_DN17348_c0_g1_i3.p1 58.92 79.34 65.73 TRINITY_DN41391_c1_g1_i7.p1 51.52 83.39 62.14
BGM_M TRINITY_DN478_c4_g1 57.9606250836397 0.618771918102877 BAT TRINITY_DN1199_c0_g2 69.8769388538028 0.841679649363382 BRO TRINITY_DN316_c28_g1 94.0935244689504 0.430209636347534 BGM TRINITY_DN478_c4_g1 55.63252792919 0.632782224524916 OG0004431 TRINITY_DN1199_c0_g2_i2.p1 45.82 73.64 55.09 TRINITY_DN316_c28_g1_i1.p1 46.23 74.90 55.79 TRINITY_DN478_c4_g1_i1.p1 46.03 73.64 55.23
BGM_M TRINITY_DN503_c1_g1 400.53512779553 0.00887771158299983 BAT TRINITY_DN1363_c0_g1 432.076506454277 2.39825588587953e-07 BRO TRINITY_DN6908_c0_g1 575.550404211371 2.90415512299704e-15 BGM TRINITY_DN503_c1_g1 392.98108544101 3.06557147038077e-06 OG0004432 TRINITY_DN1363_c0_g1_i1.p1 48.26 44.95 47.15 TRINITY_DN6908_c0_g1_i9.p1 48.68 44.74 47.37 TRINITY_DN503_c1_g1_i5.p1 48.26 44.44 46.99
BGM_M TRINITY_DN777_c0_g1 62.1851282541946 6.17912651050505e-21 BAT TRINITY_DN1379_c0_g1 92.2668150896121 9.64616460018556e-49 BRO TRINITY_DN1852_c0_g1 93.4387867449528 7.79427424265178e-08 BGM TRINITY_DN777_c0_g1 58.2697794186514 3.03304960192531e-16 OG0004433 TRINITY_DN1379_c0_g1_i7.p1 58.17 88.98 68.44 TRINITY_DN1852_c0_g1_i2.p1 59.45 90.16 69.69 TRINITY_DN777_c0_g1_i8.p1 57.87 90.55 68.77
BGM_M TRINITY_DN367_c0_g1 297.901447121628 2.31675467077303e-09 BAT TRINITY_DN13840_c0_g3 13.2594632101076 0.276748234026717 BRO TRINITY_DN703_c1_g1 104.573252784117 0.0198812007626231 BGM TRINITY_DN367_c0_g1 84.0518739013887 0.601512872976733 OG0004434 TRINITY_DN13840_c0_g3_i3.p2 40.00 41.86 40.62 TRINITY_DN703_c1_g1_i7.p2 44.52 37.78 42.32 TRINITY_DN367_c0_g1_i5.p2 45.67 39.35 43.61
BGM_M TRINITY_DN456_c0_g1 282.948665786881 4.92082797148705e-08 BAT TRINITY_DN1384_c1_g1 102.175938536708 0.548485237012823 BRO TRINITY_DN3535_c0_g1 74.2111497517305 0.00036346423697331 BGM TRINITY_DN456_c0_g1 174.213830400613 0.76773665339385 OG0004435 TRINITY_DN1384_c1_g1_i3.p1 45.95 63.21 51.70 TRINITY_DN3535_c0_g1_i12.p2 46.25 60.41 50.97 TRINITY_DN456_c0_g1_i6.p1 45.95 63.36 51.75
BGM_M TRINITY_DN65_c2_g1 47.5236566887833 0.0328264121743141 BAT TRINITY_DN1579_c0_g2 30.7397669932376 0.720781600650364 BRO TRINITY_DN489_c2_g4 45.7639655911248 0.822748186227213 BGM TRINITY_DN65_c2_g1 25.1947593261879 0.49244242504812 OG0004437 TRINITY_DN1579_c0_g2_i5.p1 47.26 68.16 54.23 TRINITY_DN489_c2_g4_i1.p1 46.04 66.01 52.89 TRINITY_DN65_c2_g1_i1.p1 44.12 66.18 51.47
BGM_M TRINITY_DN4489_c0_g3 14.6836143007903 0.0443689903958255 BAT TRINITY_DN16076_c0_g2 15.7724940963662 1.45675885786176e-05 BRO TRINITY_DN4901_c0_g2 24.8297636768184 3.39269313213919e-06 BGM TRINITY_DN4489_c0_g3 15.6667084201495 0.000523408641385227 OG0004438 TRINITY_DN16076_c0_g2_i1.p1 49.42 73.44 57.43 TRINITY_DN4901_c0_g2_i1.p1 50.00 74.19 58.06 TRINITY_DN4489_c0_g3_i7.p1 49.54 72.98 57.35
BGM_M TRINITY_DN103214_c0_g1 7.58899355631427 0.0456321916173238 BAT TRINITY_DN173218_c0_g1 1.95214591866197 0.452574053874998 BRO TRINITY_DN109386_c0_g3 4.23727034005632 6.35325334749623e-06 BGM TRINITY_DN103214_c0_g1 5.1854560210887 0.691844072453105 OG0004440 TRINITY_DN173218_c0_g1_i2.p1 52.01 89.42 64.48 TRINITY_DN109386_c0_g3_i1.p1 50.93 86.19 62.69 TRINITY_DN103214_c0_g1_i2.p1 51.98 91.72 65.23
BGM_M TRINITY_DN354899_c0_g1 22.1681809604995 0.000112323899989578 BAT TRINITY_DN2155_c0_g1 29.8346643456807 0.834486285160099 BRO TRINITY_DN249607_c0_g1 20.4483864604114 5.06407512078986e-08 BGM TRINITY_DN354899_c0_g1 21.3325138267359 4.30631470549552e-06 OG0004441 TRINITY_DN2155_c0_g1_i1.p1 55.47 96.35 69.10 TRINITY_DN249607_c0_g1_i1.p2 54.10 91.80 66.67 TRINITY_DN354899_c0_g1_i1.p2 54.10 96.72 68.31
BGM_M TRINITY_DN2615_c2_g1 184.226684411878 0.0568862615547883 BAT TRINITY_DN2192_c0_g1 252.591535111821 0.61958928468223 BRO TRINITY_DN9913_c0_g1 275.347517647481 0.646577905203385 BGM TRINITY_DN2615_c2_g1 171.831826837062 0.746797204909005 OG0004442 TRINITY_DN2192_c0_g1_i1.p1 48.56 92.65 63.26 TRINITY_DN9913_c0_g1_i1.p1 49.36 91.37 63.37 TRINITY_DN2615_c2_g1_i1.p1 48.72 91.37 62.94
BGM_M TRINITY_DN3647_c0_g1 216.49870968605 3.64529466162368e-11 BAT TRINITY_DN23200_c0_g1 246.371591713371 0.0985343323605248 BRO TRINITY_DN3362_c0_g1 173.556360483866 4.28365699747602e-05 BGM TRINITY_DN3647_c0_g1 141.891209204418 0.34037756135472 OG0004443 TRINITY_DN23200_c0_g1_i8.p1 51.44 76.17 59.68 TRINITY_DN3362_c0_g1_i1.p1 51.92 75.55 59.80 TRINITY_DN3647_c0_g1_i21.p1 50.96 76.46 59.50
BGM_M TRINITY_DN1044_c4_g2 77.9094081147896 0.109717798117577 BAT TRINITY_DN235_c1_g1 46.7982043236822 0.0544410717799593 BRO TRINITY_DN3261_c1_g3 40.8745164964133 0.0907759645743515 BGM TRINITY_DN1044_c4_g2 52.2796844975852 0.148779339617156 OG0004444 TRINITY_DN235_c1_g1_i2.p1 48.73 78.90 58.79 TRINITY_DN3261_c1_g3_i1.p1 48.52 80.17 59.07 TRINITY_DN1044_c4_g2_i1.p1 48.73 78.90 58.79
BGM_M TRINITY_DN5604_c0_g1 76.858674497237 2.36387019665288e-08 BAT TRINITY_DN2451_c0_g1 68.572344282911 0.82430529995161 BRO TRINITY_DN39364_c0_g2 108.7445309487 0.0711476169697327 BGM TRINITY_DN5604_c0_g1 57.9177441055787 0.258750839004047 OG0004445 TRINITY_DN2451_c0_g1_i1.p1 51.67 42.86 48.73 TRINITY_DN39364_c0_g2_i1.p1 51.18 41.98 48.26 TRINITY_DN5604_c0_g1_i3.p1 51.67 43.33 48.89
BGM_M TRINITY_DN20961_c1_g1 54.3291686841028 2.90974969307588e-26 BAT TRINITY_DN248021_c0_g1 12.297288569656 2.40477401956459e-11 BRO TRINITY_DN150296_c0_g1 8.93568870018549 3.21696215308546e-11 BGM TRINITY_DN20961_c1_g1 41.7660368243588 3.90410514211678e-23 OG0004446 TRINITY_DN248021_c0_g1_i1.p1 49.67 63.82 54.39 TRINITY_DN150296_c0_g1_i1.p1 48.76 62.68 53.54 TRINITY_DN20961_c1_g1_i2.p1 49.78 64.33 54.63
BGM_M TRINITY_DN2581_c0_g1 69.099294352009 1.35284158035474e-11 BAT TRINITY_DN2485_c1_g1 73.9995397580508 2.2684526865187e-05 BRO TRINITY_DN79821_c0_g1 31.3110187254671 0.0742864785683788 BGM TRINITY_DN2581_c0_g1 28.9856678291363 0.513957280893733 OG0004447 TRINITY_DN2485_c1_g1_i1.p1 46.64 65.13 52.80 TRINITY_DN79821_c0_g1_i1.p1 44.89 69.47 53.26 TRINITY_DN2581_c0_g1_i5.p1 46.43 67.65 53.50
BGM_M TRINITY_DN391_c0_g2 39.9822107565965 8.6820685832989e-33 BAT TRINITY_DN2628_c1_g1 70.9003566386359 4.62222884520263e-24 BRO TRINITY_DN2691_c0_g2 43.6323533982912 4.35448490091136e-22 BGM TRINITY_DN391_c0_g2 58.0429975464273 6.35049346319054e-50 OG0004449 TRINITY_DN2628_c1_g1_i3.p1 48.17 92.06 62.80 TRINITY_DN2691_c0_g2_i5.p2 54.33 91.36 66.81 TRINITY_DN391_c0_g2_i2.p1 48.55 92.37 63.16
BGM_M TRINITY_DN206959_c0_g1 71.1712660744193 9.64789628897991e-11 BAT TRINITY_DN27283_c0_g1 23.0147888458146 0.312239800645342 BRO TRINITY_DN1703_c0_g1 75.9917937999166 0.891161604176294 BGM TRINITY_DN206959_c0_g1 23.9814146863642 0.273599728657784 OG0004450 TRINITY_DN27283_c0_g1_i1.p1 52.09 71.03 58.41 TRINITY_DN1703_c0_g1_i1.p1 52.33 75.72 60.13 TRINITY_DN206959_c0_g1_i5.p1 52.95 78.88 61.59
BGM_M TRINITY_DN4335_c0_g2 356.381631911124 4.20944112521878e-85 BAT TRINITY_DN2868_c0_g2 38.4913762474664 1.20125326355404e-27 BRO TRINITY_DN88_c11_g1 1586.19971140261 5.41886533447309e-100 BGM TRINITY_DN4335_c0_g2 230.366329789582 4.0821203974103e-77 OG0004451 TRINITY_DN2868_c0_g2_i3.p1 55.33 88.66 66.44 TRINITY_DN88_c11_g1_i1.p1 55.29 88.05 66.21 TRINITY_DN4335_c0_g2_i1.p1 55.29 88.05 66.21
BGM_M TRINITY_DN1337_c0_g1 1245.45455297734 5.76046142446619e-13 BAT TRINITY_DN2991_c0_g1 994.768091029935 0.000298476238211907 BRO TRINITY_DN1673_c2_g1 853.661670418571 4.9889087398231e-25 BGM TRINITY_DN1337_c0_g1 610.521508961557 2.60843025783886e-07 OG0004452 TRINITY_DN2991_c0_g1_i18.p1 55.70 85.85 65.75 TRINITY_DN1673_c2_g1_i2.p1 56.25 89.46 67.32 TRINITY_DN1337_c0_g1_i6.p1 55.80 85.55 65.75
BGM_M TRINITY_DN421201_c0_g1 3.03216256134758 0.158997752310712 BAT TRINITY_DN313403_c0_g1 8.09777128250765 0.85086011910171 BRO TRINITY_DN12798_c0_g1 7.55931286363262 0.837576472965051 BGM TRINITY_DN421201_c0_g1 3.40082584876023 0.533545705447921 OG0004453 TRINITY_DN313403_c0_g1_i1.p2 59.93 82.78 67.55 TRINITY_DN12798_c0_g1_i1.p2 59.48 81.05 66.67 TRINITY_DN421201_c0_g1_i1.p2 62.94 80.12 68.96
BGM_M TRINITY_DN4324_c0_g2 100.601124502438 0.0169547428819462 BAT TRINITY_DN32093_c0_g1 102.904642241526 0.929709779403129 BRO TRINITY_DN393_c1_g1 92.5635647695413 0.00845842141379305 BGM TRINITY_DN4324_c0_g2 72.7278016563088 0.226896883293875 OG0004454 TRINITY_DN32093_c0_g1_i4.p1 48.77 88.17 62.01 TRINITY_DN393_c1_g1_i4.p1 48.32 89.46 62.03 TRINITY_DN4324_c0_g2_i3.p1 48.55 89.29 62.24
BGM_M TRINITY_DN3955_c1_g2 19.5736805908834 0.000424201879960378 BAT TRINITY_DN3728_c1_g1 43.2067411252986 6.29094739075209e-13 BRO TRINITY_DN12587_c0_g1 38.9192333925288 8.76883685842294e-10 BGM TRINITY_DN3955_c1_g2 18.5410201361619 7.51370014585354e-06 OG0004456 TRINITY_DN3728_c1_g1_i8.p1 58.19 81.53 65.97 TRINITY_DN12587_c0_g1_i4.p1 60.06 83.36 67.82 TRINITY_DN3955_c1_g2_i5.p1 62.53 84.91 70.10
BGM_M TRINITY_DN2507_c0_g1 125.096439309701 7.25433577031559e-10 BAT TRINITY_DN4030_c1_g1 51.6848698501937 0.000272663011345473 BRO TRINITY_DN351_c3_g3 57.2376320140406 0.00794575989078122 BGM TRINITY_DN2507_c0_g1 77.4739956027363 0.000917720223188388 OG0004457 TRINITY_DN4030_c1_g1_i1.p1 49.34 84.43 61.04 TRINITY_DN351_c3_g3_i4.p1 51.87 90.55 64.76 TRINITY_DN2507_c0_g1_i6.p1 50.19 87.17 62.52
BGM_M TRINITY_DN9256_c5_g1 49.9389646284237 0.538018782562563 BAT TRINITY_DN41946_c1_g1 71.6270791891885 0.00253900922622427 BRO TRINITY_DN49430_c0_g2 81.3480673191666 3.07632789205906e-38 BGM TRINITY_DN9256_c5_g1 39.4377076104938 0.635939109532033 OG0004458 TRINITY_DN41946_c1_g1_i1.p1 54.64 86.43 65.23 TRINITY_DN49430_c0_g2_i1.p1 54.84 89.92 66.54 TRINITY_DN9256_c5_g1_i1.p1 54.52 89.42 66.15
BGM_M TRINITY_DN1877_c1_g1 142.419098396821 0.859470286672354 BAT TRINITY_DN4208_c1_g2 114.326052008192 0.886721474589463 BRO TRINITY_DN2311_c1_g2 102.838959727183 0.176759803155154 BGM TRINITY_DN1877_c1_g1 88.7473089873442 0.0223249950177463 OG0004459 TRINITY_DN4208_c1_g2_i1.p1 48.98 86.73 61.56 TRINITY_DN2311_c1_g2_i1.p1 48.92 88.66 62.17 TRINITY_DN1877_c1_g1_i1.p1 49.04 87.98 62.02
BGM_M TRINITY_DN288_c2_g1 77.0685730009471 4.8877735833477e-10 BAT TRINITY_DN447_c0_g2 82.9738360359831 0.874888923656229 BRO TRINITY_DN56734_c0_g1 124.002370100559 0.618972153029666 BGM TRINITY_DN288_c2_g1 75.9130237369379 0.0714984253911494 OG0004460 TRINITY_DN447_c0_g2_i1.p1 46.14 86.18 59.49 TRINITY_DN56734_c0_g1_i5.p1 46.27 86.72 59.76 TRINITY_DN288_c2_g1_i1.p1 46.27 86.45 59.67
BGM_M TRINITY_DN3094_c0_g1 218.271791738107 0.336039103887877 BAT TRINITY_DN4502_c1_g1 152.136111714477 0.828072187327043 BRO TRINITY_DN2072_c0_g1 223.150294158456 4.41067958824562e-06 BGM TRINITY_DN3094_c0_g1 152.365214782356 0.478347374953616 OG0004461 TRINITY_DN4502_c1_g1_i1.p1 54.04 66.03 58.04 TRINITY_DN2072_c0_g1_i8.p1 55.56 71.30 60.81 TRINITY_DN3094_c0_g1_i8.p1 54.56 67.99 59.08
BGM_M TRINITY_DN5058_c0_g2 39.3904068757101 1.58951699705082e-28 BAT TRINITY_DN5059_c0_g1 153.455197020897 0.114641005670521 BRO TRINITY_DN14486_c0_g1 117.920518152619 0.0596052472867476 BGM TRINITY_DN5058_c0_g2 40.0825094023715 3.31118206961408e-05 OG0004462 TRINITY_DN5059_c0_g1_i8.p1 48.24 31.16 42.55 TRINITY_DN14486_c0_g1_i7.p1 39.24 29.96 36.15 TRINITY_DN5058_c0_g2_i7.p1 51.30 33.77 45.54
BGM_M TRINITY_DN11186_c0_g1 35.0467861993145 3.25212465536835e-05 BAT TRINITY_DN50605_c0_g2 36.9921985825146 0.299827982412511 BRO TRINITY_DN5908_c0_g2 22.8525772511208 0.000140405437836192 BGM TRINITY_DN11186_c0_g1 29.7060100290543 0.0977532400084914 OG0004463 TRINITY_DN50605_c0_g2_i8.p1 49.41 75.44 58.09 TRINITY_DN5908_c0_g2_i2.p1 57.78 87.03 67.69 TRINITY_DN11186_c0_g1_i12.p1 52.52 82.54 62.65
BGM_M TRINITY_DN20186_c4_g1 307.93599599599 3.16394968324532e-13 BAT TRINITY_DN5460_c5_g1 109.052421966527 0.000595843665574647 BRO TRINITY_DN2202_c0_g2 156.806431152256 0.00118400455070322 BGM TRINITY_DN20186_c4_g1 124.387055661022 0.0361702619162563 OG0004465 TRINITY_DN5460_c5_g1_i1.p1 40.71 29.91 37.18 TRINITY_DN2202_c0_g2_i1.p1 40.40 30.37 37.06 TRINITY_DN20186_c4_g1_i1.p1 40.57 30.20 37.18
BGM_M TRINITY_DN1575_c3_g1 42.2155342380064 3.06947406531502e-05 BAT TRINITY_DN5921_c0_g1 41.591775116506 0.382455678944658 BRO TRINITY_DN515_c2_g1 37.5020357759163 0.172106861313621 BGM TRINITY_DN1575_c3_g1 33.0071574711259 0.671310947493987 OG0004468 TRINITY_DN5921_c0_g1_i3.p1 51.44 82.73 61.87 TRINITY_DN515_c2_g1_i1.p2 51.44 84.53 62.47 TRINITY_DN1575_c3_g1_i2.p1 51.08 84.53 62.23
BGM_M TRINITY_DN10497_c0_g1 4.85501960513299 0.426919144062156 BAT TRINITY_DN5943_c0_g1 7.17598874846357 0.847160836142647 BRO TRINITY_DN670_c2_g1 13.3655454616493 0.170838316662773 BGM TRINITY_DN10497_c0_g1 3.40701053743984 0.279239227717027 OG0004469 TRINITY_DN5943_c0_g1_i1.p1 49.33 78.12 58.93 TRINITY_DN670_c2_g1_i2.p2 45.97 88.71 60.22 TRINITY_DN10497_c0_g1_i8.p3 45.97 86.29 59.41
BGM_M TRINITY_DN11018_c1_g2 23.839271293645 0.34607612431943 BAT TRINITY_DN6102_c0_g1 67.5121908139711 4.13258260795528e-26 BRO TRINITY_DN30461_c0_g1 80.7697905727007 3.52603167157904e-17 BGM TRINITY_DN11018_c1_g2 26.3890814773311 1.71233258525891e-18 OG0004470 TRINITY_DN6102_c0_g1_i6.p1 64.19 98.42 75.60 TRINITY_DN30461_c0_g1_i2.p1 64.77 98.60 76.15 TRINITY_DN11018_c1_g2_i1.p1 64.36 98.42 75.72
BGM_M TRINITY_DN20684_c0_g1 28.206714395998 0.0120361827272672 BAT TRINITY_DN61083_c0_g2 8.53265858054931 0.896698069065952 BRO TRINITY_DN54098_c0_g1 2.97481937744427 0.337458276963668 BGM TRINITY_DN20684_c0_g1 10.8793345004405 0.000930303100671455 OG0004471 TRINITY_DN61083_c0_g2_i9.p2 53.85 95.60 67.77 TRINITY_DN54098_c0_g1_i1.p3 54.07 98.45 68.86 TRINITY_DN20684_c0_g1_i11.p1 53.89 95.75 67.94
BGM_M TRINITY_DN10699_c2_g1 21.7311084543831 1.99865573672537e-11 BAT TRINITY_DN6150_c0_g2 174.945489596809 0.150831469553462 BRO TRINITY_DN15205_c0_g1 189.490312520114 2.13333435132893e-08 BGM TRINITY_DN10699_c2_g1 8.07300166613921 0.377197606836996 OG0004472 TRINITY_DN6150_c0_g2_i1.p1 44.98 43.37 44.44 TRINITY_DN15205_c0_g1_i1.p1 44.98 43.18 44.38 TRINITY_DN10699_c2_g1_i1.p2 54.76 78.42 62.90
BGM_M TRINITY_DN850_c0_g1 510.453080351984 0.00768548981637982 BAT TRINITY_DN61945_c0_g2 124.808821833835 0.482919343884425 BRO TRINITY_DN1129_c0_g2 501.345776847981 0.00121857216807203 BGM TRINITY_DN850_c0_g1 291.98941471635 0.08675908257566 OG0004473 TRINITY_DN61945_c0_g2_i1.p1 48.44 62.50 53.12 TRINITY_DN1129_c0_g2_i4.p1 48.37 55.35 50.70 TRINITY_DN850_c0_g1_i5.p2 48.15 53.92 50.23
BGM_M TRINITY_DN13380_c0_g2 47.4253811320008 0.000233655628834304 BAT TRINITY_DN61964_c0_g1 13.5369211885467 0.355255415829358 BRO TRINITY_DN16764_c0_g5 66.4907076518509 4.20879557296185e-10 BGM TRINITY_DN13380_c0_g2 31.7662139147309 0.00330988567605934 OG0004474 TRINITY_DN61964_c0_g1_i1.p2 48.86 78.03 58.59 TRINITY_DN16764_c0_g5_i1.p1 46.52 63.48 52.17 TRINITY_DN13380_c0_g2_i5.p1 47.02 54.30 49.45
BGM_M TRINITY_DN541_c0_g1 68.378546126303 0.284507103026004 BAT TRINITY_DN6752_c1_g2 32.973680962212 0.625857735810686 BRO TRINITY_DN8813_c0_g1 32.7969459150296 0.969974465221628 BGM TRINITY_DN541_c0_g1 48.9340926035302 0.927374575130842 OG0004475 TRINITY_DN6752_c1_g2_i1.p1 50.75 78.71 60.07 TRINITY_DN8813_c0_g1_i2.p1 54.97 90.33 66.76 TRINITY_DN541_c0_g1_i6.p1 50.22 77.85 59.43
